|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  12.534594   |  237.098897  |  37.788157   |  37.735461   |  -0.052793   |   0.026500   |
|      1       |  12.534594   | -237.098897  |  37.788157   |  37.735461   |  -0.052793   |   0.026500   |
|      2       |  11.433542   | -1212.732730 |  193.020986  |  193.012409  |  -0.009427   |   0.005181   |
|      3       |  11.433542   | 1212.732730  |  193.020986  |  193.012409  |  -0.009427   |   0.005181   |
|      4       |  -0.284192   | -515.870307  |  82.103322   |  82.103309   |   0.000551   |   0.012180   |
|      5       |  -0.284192   |  515.870307  |  82.103322   |  82.103309   |   0.000551   |   0.012180   |
|      6       |  -1.160778   | 1701.460477  |  270.795908  |  270.795845  |   0.000682   |   0.003693   |
|      7       |  -1.160778   | -1701.460477 |  270.795908  |  270.795845  |   0.000682   |   0.003693   |
|      8       |  -1.307852   |  530.423669  |  84.419806   |  84.419549   |   0.002466   |   0.011846   |
|      9       |  -1.307852   | -530.423669  |  84.419806   |  84.419549   |   0.002466   |   0.011846   |
|      10      |  -1.867205   | -1038.916942 |  165.349034  |  165.348767  |   0.001797   |   0.006048   |
|      11      |  -1.867205   | 1038.916942  |  165.349034  |  165.348767  |   0.001797   |   0.006048   |
|      12      |  -4.562726   |  -28.743995  |   4.632026   |   4.574749   |   0.156774   |   0.218591   |
|      13      |  -4.562726   |  28.743995   |   4.632026   |   4.574749   |   0.156774   |   0.218591   |
|      14      |  -4.778655   | -185.539907  |  29.539386   |  29.529593   |   0.025747   |   0.033864   |
|      15      |  -4.778655   |  185.539907  |  29.539386   |  29.529593   |   0.025747   |   0.033864   |
|      16      |  -83.721046  |  -0.000000   |  13.324618   |   0.000000   |   1.000000   |     inf      |
|      17      |  -94.001125  | -112.909979  |  23.382713   |  17.970181   |   0.639821   |   0.055648   |
|      18      |  -94.001125  |  112.909979  |  23.382713   |  17.970181   |   0.639821   |   0.055648   |
|      19      | -110.154247  |   0.000000   |  17.531593   |   0.000000   |   1.000000   |     inf      |
|      20      | -120.541690  |  -0.000000   |  19.184806   |   0.000000   |   1.000000   |     inf      |
|      21      | -125.289387  |  65.494239   |  22.500550   |  10.423732   |   0.886219   |   0.095935   |
|      22      | -125.289387  |  -65.494239  |  22.500550   |  10.423732   |   0.886219   |   0.095935   |
|      23      | -142.218116  |   0.000000   |  22.634716   |   0.000000   |   1.000000   |     inf      |
|      24      | -151.381049  |  91.965411   |  28.190586   |  14.636750   |   0.854649   |   0.068321   |
|      25      | -151.381049  |  -91.965411  |  28.190586   |  14.636750   |   0.854649   |   0.068321   |
|      26      | -203.907131  |  -0.000000   |  32.452828   |   0.000000   |   1.000000   |     inf      |
|      27      | -292.917893  |   0.000000   |  46.619331   |   0.000000   |   1.000000   |     inf      |
|      28      | -350.307353  |  -19.096561  |  55.835928   |   3.039312   |   0.998517   |   0.329022   |
|      29      | -350.307353  |  19.096561   |  55.835928   |   3.039312   |   0.998517   |   0.329022   |
|      30      | -426.583622  |   0.000000   |  67.892892   |   0.000000   |   1.000000   |     inf      |
|      31      | -484.062086  |  -0.000000   |  77.040874   |   0.000000   |   1.000000   |     inf      |
|      32      | -632.940740  |   0.000000   |  100.735648  |   0.000000   |   1.000000   |     inf      |
|      33      | -751.245625  |  -0.000000   |  119.564455  |   0.000000   |   1.000000   |     inf      |
|      34      | -839.277870  |  127.297850  |  135.102964  |  20.260082   |   0.988692   |   0.049358   |
|      35      | -839.277870  | -127.297850  |  135.102964  |  20.260082   |   0.988692   |   0.049358   |
|      36      | -935.557735  |   0.000000   |  148.898638  |   0.000000   |   1.000000   |     inf      |
|      37      | -1354.246920 |  122.275478  |  216.411867  |  19.460747   |   0.995949   |   0.051385   |
|      38      | -1354.246920 | -122.275478  |  216.411867  |  19.460747   |   0.995949   |   0.051385   |
|      39      | -1618.490320 |  -0.000000   |  257.590735  |   0.000000   |   1.000000   |     inf      |
|      40      | -2962.817781 |  -0.000000   |  471.547095  |   0.000000   |   1.000000   |     inf      |
|      41      | -3365.526922 |   0.000000   |  535.640246  |   0.000000   |   1.000000   |     inf      |
|      42      | -3643.287127 |   0.000000   |  579.847155  |   0.000000   |   1.000000   |     inf      |
|      43      | -4129.741471 |   0.000000   |  657.268769  |   0.000000   |   1.000000   |     inf      |
|      44      | -4785.994401 |   0.000000   |  761.714667  |   0.000000   |   1.000000   |     inf      |
|      45      | -6555.962467 |   0.000000   | 1043.413833  |   0.000000   |   1.000000   |     inf      |
|      46      | -7258.747212 |-10086.463847 | 1977.791807  | 1605.310580  |   0.584119   |   0.000623   |
|      47      | -7258.747212 | 10086.463847 | 1977.791807  | 1605.310580  |   0.584119   |   0.000623   |
