-3.450686831837103119e-01 9.480318264844960652e+01
-3.450686832080939737e-01 -9.480318264846494003e+01
-3.660314579043495886e+00 3.085816494362082949e+02
-3.660314579085327313e+00 -3.085816494362037474e+02
-6.254733967495083924e+00 1.731679462134822188e+03
-6.254733967503338654e+00 -1.731679462134832875e+03
-6.837684752759407125e+00 -1.031068465044823824e+03
-6.837684752762221763e+00 1.031068465044820186e+03
-7.988907480094286306e+00 -5.050450577399118970e+02
-7.988907480107841685e+00 5.050450577399108170e+02
-1.035414156157693277e+01 1.738898830844377414e+02
-1.035414156160284094e+01 -1.738898830844287318e+02
-1.285433056965934284e+01 -1.226423131654061081e+03
-1.285433056966675558e+01 1.226423131654072222e+03
-1.356287613670092362e+01 -4.087910683891093555e+01
-1.356287613673150538e+01 4.087910683893686326e+01
-1.719275748352675635e+02 1.027090748117643653e-10
-1.908059705533068779e+02 -5.377260575011597875e-11
-2.215447160290995896e+02 -1.865307398464065724e-11
-2.271228359723352526e+02 2.595312428453256075e+02
-2.271228359723468202e+02 -2.595312428453124198e+02
-2.756351525422797408e+02 1.883470724290949647e+02
-2.756351525423183375e+02 -1.883470724291155420e+02
-3.128457015950941695e+02 -1.069265727520674005e+02
-3.128457015951500466e+02 1.069265727521536746e+02
-3.346083834880333256e+02 -2.101696726337719667e+02
-3.346083834881231951e+02 2.101696726336330698e+02
-3.442815685142385860e+02 -2.007777200742025915e-11
-4.447515832554429380e+02 3.212780174970837590e-11
-5.763302962423970257e+02 9.880197080244618085e-12
-6.833359334587564717e+02 5.122367593130965310e-12
-7.891912660853656689e+02 -1.582145963226553294e-11
-8.738352144380946811e+02 -1.389588021608038956e-11
-1.053781672790545599e+03 -2.381355431665358416e-12
-1.410592683544099373e+03 1.868525130548306778e-11
-1.499315877959563068e+03 1.241782238637380436e-11
-1.997393495541344464e+03 -6.533181598060503348e-12
-2.252836768564027807e+03 2.916098464698522865e-12
-2.623279670286751752e+03 -1.308317792285559688e-12
-3.201368189869969228e+03 1.720729475785478451e-12
-6.893368245388747710e+03 -5.710353457259040029e-15
-9.407918533649261008e+03 6.564462677397982671e-13
-1.076004272422271060e+04 -3.172787470207389808e-14
-1.729251123021741296e+04 1.580935794366768081e-12
-1.772824034475834924e+04 3.468318289563130384e+04
-1.805891060228462447e+04 -3.468318289563131839e+04
-1.986078120302243406e+04 2.575586373307420581e+04
-1.986078120302243769e+04 -2.575586373307419490e+04
-2.048713360065485540e+04 -3.831357460069333903e-12
-2.086068105473789547e+04 -2.743757363023280050e+04
-2.086068105473791366e+04 2.743757363023281141e+04
-2.117566430312645753e+04 3.468318289563131111e+04
-2.212051950027864950e+04 -2.331931592383171301e+04
-2.212051950027868224e+04 2.331931592383168390e+04
-2.233966957059885681e+04 2.520623087259701788e+04
-2.233966957059888227e+04 -2.520623087259702152e+04
-2.302878571558360636e+04 1.455670304559445469e+02
-2.302878571558360636e+04 -1.455670304559423869e+02
-2.411651993560333358e+04 -6.604167762029022924e+03
-2.411651993560334085e+04 6.604167762029041114e+03
-2.921615760371693978e+04 -3.303626102421050746e+04
-2.921615760371699434e+04 3.303626102421047835e+04
-3.086533655854939934e+04 -2.905451794506579788e-12
-3.306572178536212596e+04 -3.468318289563130384e+04
