|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   5.604285   | -204.543978  |  32.566402   |  32.554185   |  -0.027389   |   0.030718   |
|      1       |   5.604285   |  204.543978  |  32.566402   |  32.554185   |  -0.027389   |   0.030718   |
|      2       |  -0.019080   |  713.872277  |  113.616302  |  113.616302  |   0.000027   |   0.008802   |
|      3       |  -0.019080   | -713.872277  |  113.616302  |  113.616302  |   0.000027   |   0.008802   |
|      4       |  -7.002864   | 1717.156189  |  273.296168  |  273.293896  |   0.004078   |   0.003659   |
|      5       |  -7.002864   | -1717.156189 |  273.296168  |  273.293896  |   0.004078   |   0.003659   |
|      6       |  -7.848867   | -1043.471967 |  166.078420  |  166.073721  |   0.007522   |   0.006021   |
|      7       |  -7.848867   | 1043.471967  |  166.078420  |  166.073721  |   0.007522   |   0.006021   |
|      8       |  -9.929476   | -529.618331  |  84.306188   |  84.291375   |   0.018745   |   0.011864   |
|      9       |  -9.929476   |  529.618331  |  84.306188   |  84.291375   |   0.018745   |   0.011864   |
|      10      |  -20.837786  | -968.338329  |  154.151511  |  154.115832  |   0.021514   |   0.006489   |
|      11      |  -20.837786  |  968.338329  |  154.151511  |  154.115832  |   0.021514   |   0.006489   |
|      12      |  -23.830633  |  -13.899203  |   4.390735   |   2.212127   |   0.863810   |   0.452054   |
|      13      |  -23.830633  |  13.899203   |   4.390735   |   2.212127   |   0.863810   |   0.452054   |
|      14      |  -27.554699  | -168.340640  |  27.148788   |  26.792245   |   0.161535   |   0.037324   |
|      15      |  -27.554699  |  168.340640  |  27.148788   |  26.792245   |   0.161535   |   0.037324   |
|      16      | -173.196516  |   0.000000   |  27.565082   |   0.000000   |   1.000000   |     inf      |
|      17      | -225.563906  |  -0.000000   |  35.899611   |   0.000000   |   1.000000   |     inf      |
|      18      | -242.768534  | -264.017558  |  57.083585   |  42.019699   |   0.676864   |   0.023798   |
|      19      | -242.768534  |  264.017558  |  57.083585   |  42.019699   |   0.676864   |   0.023798   |
|      20      | -275.952570  |  100.074937  |  46.718093   |  15.927421   |   0.940090   |   0.062785   |
|      21      | -275.952570  | -100.074937  |  46.718093   |  15.927421   |   0.940090   |   0.062785   |
|      22      | -319.294087  |   0.000000   |  50.817232   |   0.000000   |   1.000000   |     inf      |
|      23      | -386.875945  |  289.333019  |  76.887915   |  46.048780   |   0.800818   |   0.021716   |
|      24      | -386.875945  | -289.333019  |  76.887915   |  46.048780   |   0.800818   |   0.021716   |
|      25      | -514.763840  |   0.000000   |  81.927210   |   0.000000   |   1.000000   |     inf      |
|      26      | -699.001052  |   0.000000   |  111.249473  |   0.000000   |   1.000000   |     inf      |
|      27      | -805.361025  |   0.000000   |  128.177188  |   0.000000   |   1.000000   |     inf      |
|      28      | -1054.196740 |  -0.000000   |  167.780622  |   0.000000   |   1.000000   |     inf      |
|      29      | -1101.764892 |   0.000000   |  175.351329  |   0.000000   |   1.000000   |     inf      |
|      30      | -1319.566319 |  17.007031   |  210.032944  |   2.706753   |   0.999917   |   0.369446   |
|      31      | -1319.566319 |  -17.007031  |  210.032944  |   2.706753   |   0.999917   |   0.369446   |
|      32      | -1518.408567 |   0.000000   |  241.662229  |   0.000000   |   1.000000   |     inf      |
|      33      | -1976.014263 |   0.000000   |  314.492438  |   0.000000   |   1.000000   |     inf      |
|      34      | -2413.130962 |   0.000000   |  384.061721  |   0.000000   |   1.000000   |     inf      |
|      35      | -2839.272526 |   0.000000   |  451.884257  |   0.000000   |   1.000000   |     inf      |
|      36      | -3775.279783 |  -0.000000   |  600.854439  |   0.000000   |   1.000000   |     inf      |
|      37      | -3966.826822 |   0.000000   |  631.340097  |   0.000000   |   1.000000   |     inf      |
|      38      | -5254.688027 | -259.836199  |  837.331401  |  41.354216   |   0.998780   |   0.024181   |
|      39      | -5254.688027 |  259.836199  |  837.331401  |  41.354216   |   0.998780   |   0.024181   |
|      40      | -8248.914714 |   0.000000   | 1312.855552  |   0.000000   |   1.000000   |     inf      |
|      41      |-18365.505304 |-37196.457019 | 6602.279964  | 5920.000000  |   0.442720   |   0.000169   |
|      42      |-18900.340757 |   0.000000   | 3008.082658  |   0.000000   |   1.000000   |     inf      |
|      43      |-19546.564977 |-36215.701468 | 6549.849996  | 5763.907906  |   0.474962   |   0.000173   |
|      44      |-19546.564977 | 36215.701468 | 6549.849996  | 5763.907906  |   0.474962   |   0.000173   |
|      45      |-20369.593870 |-27937.138726 | 5502.721049  | 4446.333724  |   0.589149   |   0.000225   |
|      46      |-20369.593870 | 27937.138726 | 5502.721049  | 4446.333724  |   0.589149   |   0.000225   |
|      47      |-21730.244150 |  -0.000000   | 3458.475771  |   0.000000   |   1.000000   |     inf      |
