1.657695979970483080e+01 2.446080344861186404e+02
1.657695979970442224e+01 -2.446080344861193510e+02
-1.991248509306301623e-02 -6.626938353360798146e+02
-1.991248509724518820e-02 6.626938353360787914e+02
-1.565128180986668172e+00 5.081417501626781359e+02
-1.565128180988922146e+00 -5.081417501626792728e+02
-1.882387114094817182e+00 -1.261517554735589556e+03
-1.882387114097192171e+00 1.261517554735587737e+03
-2.115950639867994809e+00 9.053836396723448843e+02
-2.115950639868619199e+00 -9.053836396723460211e+02
-2.454346179444448328e+00 -1.849187226269862094e+02
-2.454346179446226461e+00 1.849187226269863800e+02
-2.572464222079804852e+00 -2.909286285361736546e+01
-2.572464222082028407e+00 2.909286285361798008e+01
-4.643123543264950470e+00 -8.788822725944463627e+02
-4.643123543265142317e+00 8.788822725944457943e+02
-7.108827862560151800e+01 -8.026524390331747330e-13
-9.866249151689331143e+01 -1.376970149115932713e+02
-9.866249151689378039e+01 1.376970149115938113e+02
-1.008051931651397126e+02 5.624024781164103508e-13
-1.202327526504517436e+02 -1.002449155673311338e+02
-1.202327526504519426e+02 1.002449155673324128e+02
-1.456396891901147512e+02 1.748971965250693293e-12
-1.477273982417952709e+02 1.195465426901128581e+02
-1.477273982417955835e+02 -1.195465426901139807e+02
-1.499791789833171265e+02 -6.819220244981284026e-13
-2.011630700192382051e+02 -3.685866625450524542e-13
-2.393716395970118640e+02 -3.592966661379073011e-13
-2.676767521799737324e+02 3.541654892489940038e-13
-3.546469814914774474e+02 6.887883417362817996e-13
-3.795893410047832504e+02 -6.729973513669564983e-13
-4.233414970701930429e+02 3.268703784398083771e-13
-4.681326728359738922e+02 5.317837399325091496e+01
-4.681326728359755975e+02 -5.317837399325132708e+01
-6.023061694408402218e+02 -3.730034120239952480e-13
-7.931534077902839499e+02 -2.111692512859512316e+00
-7.931534077902871331e+02 2.111692512859749016e+00
-8.333360905304047037e+02 -9.810677001317000645e+01
-8.333360905304048174e+02 9.810677001316987855e+01
-1.027028092763249333e+03 1.275795665056223662e-13
-1.311138523741054541e+03 0.000000000000000000e+00
-1.329187685334663001e+03 -1.449514328534286960e+03
-1.329187685334663456e+03 1.449514328534288325e+03
-1.371940298450134605e+03 1.441315052521376401e+03
-1.371940298450135742e+03 -1.441315052521376174e+03
-1.426187998458824268e+03 0.000000000000000000e+00
-1.468542543505345748e+03 1.424280127546172253e+03
-1.468542543505348931e+03 -1.424280127546170661e+03
-1.501173783952829126e+03 0.000000000000000000e+00
-1.513215233045985087e+03 -1.731804941138524782e+03
-1.513215233045986452e+03 1.731804941138524555e+03
-1.596239383835016270e+03 0.000000000000000000e+00
-1.599493261479869034e+03 1.434421755737753074e+03
-1.599493261479869261e+03 -1.434421755737751937e+03
-1.644457334464275846e+03 -1.178388456677656905e+03
-1.644457334464275846e+03 1.178388456677656222e+03
-1.664144424971497529e+03 0.000000000000000000e+00
-1.697885499920483653e+03 1.678031627117343305e+03
-1.697885499920484108e+03 -1.678031627117343987e+03
-1.711327274421671746e+03 2.261946710584651100e+03
-1.774331862993375125e+03 0.000000000000000000e+00
-1.846452211087569822e+03 6.981246735563261154e+02
-1.846452211087570277e+03 -6.981246735563258881e+02
-1.918825790574467646e+03 0.000000000000000000e+00
