|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.322757   |   4.507707   |   4.507707   |  -0.000000   |   0.221842   |
|      1       |   0.000000   |  28.328155   |   4.508566   |   4.508566   |  -0.000000   |   0.221800   |
|      2       |   0.000000   |  190.244803  |  30.278401   |  30.278401   |  -0.000000   |   0.033027   |
|      3       |   0.000000   |  190.250910  |  30.279373   |  30.279373   |  -0.000000   |   0.033026   |
|      4       |   0.000000   |  250.251138  |  39.828706   |  39.828706   |  -0.000000   |   0.025108   |
|      5       |   0.000000   |  250.278780  |  39.833105   |  39.833105   |  -0.000000   |   0.025105   |
|      6       |   0.000000   |  541.426663  |  86.170730   |  86.170730   |  -0.000000   |   0.011605   |
|      7       |   0.000000   |  541.432017  |  86.171582   |  86.171582   |  -0.000000   |   0.011605   |
|      8       |   0.000000   |  553.586421  |  88.106015   |  88.106015   |  -0.000000   |   0.011350   |
|      9       |   0.000000   |  553.592237  |  88.106941   |  88.106941   |  -0.000000   |   0.011350   |
|      10      |   0.000000   | 1090.296428  |  173.526066  |  173.526066  |  -0.000000   |   0.005763   |
|      11      |   0.000000   | 1090.300925  |  173.526782  |  173.526782  |  -0.000000   |   0.005763   |
|      12      |   0.000000   | 1222.182838  |  194.516440  |  194.516440  |  -0.000000   |   0.005141   |
|      13      |   0.000000   | 1222.185486  |  194.516861  |  194.516861  |  -0.000000   |   0.005141   |
|      14      |   0.000000   | 1800.500267  |  286.558518  |  286.558518  |  -0.000000   |   0.003490   |
|      15      |   0.000000   | 1800.505329  |  286.559323  |  286.559323  |  -0.000000   |   0.003490   |
|      16      |   0.000000   | 2081.405271  |  331.265937  |  331.265937  |  -0.000000   |   0.003019   |
|      17      |   0.000000   | 2081.407747  |  331.266332  |  331.266332  |  -0.000000   |   0.003019   |
|      18      |   0.000000   | 2664.590239  |  424.082708  |  424.082708  |  -0.000000   |   0.002358   |
|      19      |   0.000000   | 2664.596421  |  424.083692  |  424.083692  |  -0.000000   |   0.002358   |
|==============|==============|==============|==============|==============|==============|==============|
