|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  17.698004   |  -48.717750  |   8.249445   |   7.753671   |  -0.341444   |   0.128971   |
|      1       |  17.698004   |  48.717750   |   8.249445   |   7.753671   |  -0.341444   |   0.128971   |
|      2       |   2.526436   |  220.257902  |  35.057440   |  35.055134   |  -0.011470   |   0.028526   |
|      3       |   2.526436   | -220.257902  |  35.057440   |  35.055134   |  -0.011470   |   0.028526   |
|      4       |  -3.442870   |  128.270153  |  20.422181   |  20.414829   |   0.026831   |   0.048984   |
|      5       |  -3.442870   | -128.270153  |  20.422181   |  20.414829   |   0.026831   |   0.048984   |
|      6       |  -10.226627  | -859.477127  |  136.799716  |  136.790033  |   0.011898   |   0.007310   |
|      7       |  -10.226627  |  859.477127  |  136.799716  |  136.790033  |   0.011898   |   0.007310   |
|      8       |  -10.254883  | 1669.409969  |  265.699861  |  265.694849  |   0.006143   |   0.003764   |
|      9       |  -10.254883  | -1669.409969 |  265.699861  |  265.694849  |   0.006143   |   0.003764   |
|      10      |  -12.007041  | -974.659242  |  155.133607  |  155.121836  |   0.012318   |   0.006447   |
|      11      |  -12.007041  |  974.659242  |  155.133607  |  155.121836  |   0.012318   |   0.006447   |
|      12      |  -12.674237  |  443.814603  |  70.664085   |  70.635288   |   0.028546   |   0.014157   |
|      13      |  -12.674237  | -443.814603  |  70.664085   |  70.635288   |   0.028546   |   0.014157   |
|      14      |  -19.908997  |   0.000000   |   3.168615   |   0.000000   |   1.000000   |     inf      |
|      15      | -121.805433  |   0.000000   |  19.385937   |   0.000000   |   1.000000   |     inf      |
|      16      | -385.850891  |  -0.000000   |  61.410077   |   0.000000   |   1.000000   |     inf      |
|      17      | -404.781474  |  119.946652  |  67.191900   |  19.090103   |   0.958791   |   0.052383   |
|      18      | -404.781474  | -119.946652  |  67.191900   |  19.090103   |   0.958791   |   0.052383   |
|      19      | -414.280525  | -294.056498  |  80.855971   |  46.800545   |   0.815460   |   0.021367   |
|      20      | -414.280525  |  294.056498  |  80.855971   |  46.800545   |   0.815460   |   0.021367   |
|      21      | -446.432779  |  210.288250  |  78.539921   |  33.468414   |   0.904661   |   0.029879   |
|      22      | -446.432779  | -210.288250  |  78.539921   |  33.468414   |   0.904661   |   0.029879   |
|      23      | -457.195202  | -388.467802  |  95.484303   |  61.826571   |   0.762061   |   0.016174   |
|      24      | -457.195202  |  388.467802  |  95.484303   |  61.826571   |   0.762061   |   0.016174   |
|      25      | -596.230869  |  -0.000000   |  94.893090   |   0.000000   |   1.000000   |     inf      |
|      26      | -635.888044  |  172.585785  |  104.866014  |  27.467881   |   0.965086   |   0.036406   |
|      27      | -635.888044  | -172.585785  |  104.866014  |  27.467881   |   0.965086   |   0.036406   |
|      28      | -686.881917  |   0.000000   |  109.320652  |   0.000000   |   1.000000   |     inf      |
|      29      | -834.661369  |   0.000000   |  132.840483  |   0.000000   |   1.000000   |     inf      |
|      30      | -1099.831192 |  -0.000000   |  175.043571  |   0.000000   |   1.000000   |     inf      |
|      31      | -1183.190575 |  -0.000000   |  188.310629  |   0.000000   |   1.000000   |     inf      |
|      32      | -1566.150416 |  -0.000000   |  249.260580  |   0.000000   |   1.000000   |     inf      |
|      33      | -1678.751567 |   0.000000   |  267.181610  |   0.000000   |   1.000000   |     inf      |
|      34      | -2173.341483 |  -0.000000   |  345.898040  |   0.000000   |   1.000000   |     inf      |
|      35      | -2434.398223 |   0.000000   |  387.446511  |   0.000000   |   1.000000   |     inf      |
|      36      | -3127.250830 |   0.000000   |  497.717428  |   0.000000   |   1.000000   |     inf      |
|      37      | -3514.849803 |   0.000000   |  559.405720  |   0.000000   |   1.000000   |     inf      |
|      38      | -5018.982072 | -743.050757  |  807.502455  |  118.260201  |   0.989218   |   0.008456   |
|      39      | -5018.982072 |  743.050757  |  807.502455  |  118.260201  |   0.989218   |   0.008456   |
|      40      | -9985.493194 |  -0.000000   | 1589.240601  |   0.000000   |   1.000000   |     inf      |
|      41      |-11688.244737 |   0.000000   | 1860.241926  |   0.000000   |   1.000000   |     inf      |
|      42      |-15723.162322 |   0.000000   | 2502.419005  |   0.000000   |   1.000000   |     inf      |
|      43      |-23193.633962 |   0.000000   | 3691.381493  |   0.000000   |   1.000000   |     inf      |
|      44      |-28548.078335 |   0.000000   | 4543.567783  |   0.000000   |   1.000000   |     inf      |
|      45      |-29912.704740 | 63837.162721 | 11220.088523 | 10160.000000 |   0.424306   |   0.000098   |
|      46      |-33865.616555 | 63837.162721 | 11501.148177 | 10160.000000 |   0.468638   |   0.000098   |
|      47      |-35220.482049 | 48440.641758 | 9532.010147  | 7709.567582  |   0.588073   |   0.000130   |
