|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.300819   |   4.504215   |   4.504215   |  -0.000000   |   0.222014   |
|      1       |   0.000000   |  28.300819   |   4.504215   |   4.504215   |  -0.000000   |   0.222014   |
|      2       |   0.000000   |  190.499776  |  30.318981   |  30.318981   |  -0.000000   |   0.032983   |
|      3       |   0.000000   |  190.499777  |  30.318981   |  30.318981   |  -0.000000   |   0.032983   |
|      4       |   0.000000   |  257.759529  |  41.023703   |  41.023703   |  -0.000000   |   0.024376   |
|      5       |   0.000000   |  257.759531  |  41.023703   |  41.023703   |  -0.000000   |   0.024376   |
|      6       |   0.000000   |  553.338086  |  88.066492   |  88.066492   |  -0.000000   |   0.011355   |
|      7       |   0.000000   |  553.338087  |  88.066492   |  88.066492   |  -0.000000   |   0.011355   |
|      8       |   0.000000   |  684.686189  |  108.971191  |  108.971191  |  -0.000000   |   0.009177   |
|      9       |   0.000000   |  684.686190  |  108.971192  |  108.971192  |  -0.000000   |   0.009177   |
|      10      |   0.000000   | 1037.970269  |  165.198099  |  165.198099  |  -0.000000   |   0.006053   |
|      11      |   0.000000   | 1037.970270  |  165.198099  |  165.198099  |  -0.000000   |   0.006053   |
|      12      |   0.000000   | 1099.849927  |  175.046553  |  175.046553  |  -0.000000   |   0.005713   |
|      13      |   0.000000   | 1099.849928  |  175.046553  |  175.046553  |  -0.000000   |   0.005713   |
|      14      |   0.000000   | 1800.487706  |  286.556518  |  286.556518  |  -0.000000   |   0.003490   |
|      15      |   0.000000   | 1800.487707  |  286.556518  |  286.556518  |  -0.000000   |   0.003490   |
|      16      |   0.000000   | 1944.316401  |  309.447566  |  309.447566  |  -0.000000   |   0.003232   |
|      17      |   0.000000   | 1944.316401  |  309.447566  |  309.447566  |  -0.000000   |   0.003232   |
|      18      |   0.000000   | 2666.086262  |  424.320807  |  424.320807  |  -0.000000   |   0.002357   |
|      19      |   0.000000   | 2666.086263  |  424.320807  |  424.320807  |  -0.000000   |   0.002357   |
|==============|==============|==============|==============|==============|==============|==============|
