|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  22.369943   |  100.210372  |  16.341526   |  15.948976   |  -0.217867   |   0.062700   |
|      1       |  22.369943   | -100.210372  |  16.341526   |  15.948976   |  -0.217867   |   0.062700   |
|      2       |   2.982382   |   0.000000   |   0.474661   |   0.000000   |   1.000000   |     inf      |
|      3       |  -0.293778   | -710.280447  |  113.044654  |  113.044644  |   0.000414   |   0.008846   |
|      4       |  -0.293778   |  710.280447  |  113.044654  |  113.044644  |   0.000414   |   0.008846   |
|      5       |  -1.169951   | -186.958164  |  29.755899   |  29.755316   |   0.006258   |   0.033607   |
|      6       |  -1.169951   |  186.958164  |  29.755899   |  29.755316   |   0.006258   |   0.033607   |
|      7       |  -8.528794   | -1718.589432 |  273.525371  |  273.522003  |   0.004963   |   0.003656   |
|      8       |  -8.528794   | 1718.589432  |  273.525371  |  273.522003  |   0.004963   |   0.003656   |
|      9       |  -9.978566   | 1043.776709  |  166.129814  |  166.122223  |   0.009560   |   0.006020   |
|      10      |  -9.978566   | -1043.776709 |  166.129814  |  166.122223  |   0.009560   |   0.006020   |
|      11      |  -13.182265  | -529.887271  |  84.360271   |  84.334178   |   0.024870   |   0.011858   |
|      12      |  -13.182265  |  529.887271  |  84.360271   |  84.334178   |   0.024870   |   0.011858   |
|      13      |  -27.824009  |  940.691705  |  149.781212  |  149.715735  |   0.029565   |   0.006679   |
|      14      |  -27.824009  | -940.691705  |  149.781212  |  149.715735  |   0.029565   |   0.006679   |
|      15      | -196.438815  |  -71.163357  |  33.252504   |  11.326000   |   0.940206   |   0.088292   |
|      16      | -196.438815  |  71.163357   |  33.252504   |  11.326000   |   0.940206   |   0.088292   |
|      17      | -284.233942  |  356.556239  |  72.572086   |  56.747688   |   0.623342   |   0.017622   |
|      18      | -284.233942  | -356.556239  |  72.572086   |  56.747688   |   0.623342   |   0.017622   |
|      19      | -371.015527  | -194.807823  |  66.693823   |  31.004628   |   0.885374   |   0.032253   |
|      20      | -371.015527  |  194.807823  |  66.693823   |  31.004628   |   0.885374   |   0.032253   |
|      21      | -438.211085  |   0.000000   |  69.743460   |   0.000000   |   1.000000   |     inf      |
|      22      | -450.971886  |  -0.000000   |  71.774405   |   0.000000   |   1.000000   |     inf      |
|      23      | -532.627074  | -329.485382  |  99.678808   |  52.439227   |   0.850434   |   0.019070   |
|      24      | -532.627074  |  329.485382  |  99.678808   |  52.439227   |   0.850434   |   0.019070   |
|      25      | -693.602871  |   0.000000   |  110.390325  |   0.000000   |   1.000000   |     inf      |
|      26      | -1042.659435 |  44.883279   |  166.098082  |   7.143396   |   0.999075   |   0.139989   |
|      27      | -1042.659435 |  -44.883279  |  166.098082  |   7.143396   |   0.999075   |   0.139989   |
|      28      | -1302.589676 |  -0.000000   |  207.313586  |   0.000000   |   1.000000   |     inf      |
|      29      | -1387.062196 |   0.000000   |  220.757805  |   0.000000   |   1.000000   |     inf      |
|      30      | -1640.483998 |   0.000000   |  261.091137  |   0.000000   |   1.000000   |     inf      |
|      31      | -1806.324644 |  -0.000000   |  287.485496  |   0.000000   |   1.000000   |     inf      |
|      32      | -2106.557604 |   0.000000   |  335.269056  |   0.000000   |   1.000000   |     inf      |
|      33      | -2637.864987 |   0.000000   |  419.829252  |   0.000000   |   1.000000   |     inf      |
|      34      | -3222.623303 |   0.000000   |  512.896428  |   0.000000   |   1.000000   |     inf      |
|      35      | -4197.979200 |   0.000000   |  668.129141  |   0.000000   |   1.000000   |     inf      |
|      36      | -4758.726544 |  -0.000000   |  757.374852  |   0.000000   |   1.000000   |     inf      |
|      37      | -5492.302912 |   0.000000   |  874.127157  |   0.000000   |   1.000000   |     inf      |
|      38      | -7634.516411 |  -0.000000   | 1215.071025  |   0.000000   |   1.000000   |     inf      |
|      39      | -8758.075432 |   0.000000   | 1393.890997  |   0.000000   |   1.000000   |     inf      |
|      40      |-16884.118928 |   0.000000   | 2687.190987  |   0.000000   |   1.000000   |     inf      |
|      41      |-24137.063892 |-47977.872342 | 8547.782297  | 7635.915542  |   0.449419   |   0.000131   |
|      42      |-24137.063892 | 47977.872342 | 8547.782297  | 7635.915542  |   0.449419   |   0.000131   |
|      43      |-25923.894690 |  -0.000000   | 4125.915984  |   0.000000   |   1.000000   |     inf      |
|      44      |-26053.662355 | 49260.172808 | 8869.026762  | 7840.000000  |   0.467534   |   0.000128   |
|      45      |-28363.903752 | 34115.222088 | 7061.099519  | 5429.606230  |   0.639313   |   0.000184   |
|      46      |-28363.903752 |-34115.222088 | 7061.099519  | 5429.606230  |   0.639313   |   0.000184   |
|      47      |-29840.466593 |-32200.049787 | 6987.059075  | 5124.797091  |   0.679722   |   0.000195   |
