|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.969608   |   4.451501   |   4.451501   |  -0.000000   |   0.224643   |
|      1       |   0.000000   |  27.978557   |   4.452926   |   4.452926   |  -0.000000   |   0.224571   |
|      2       |   0.000000   |  185.520695  |  29.526536   |  29.526536   |  -0.000000   |   0.033868   |
|      3       |   0.000000   |  185.529281  |  29.527902   |  29.527902   |  -0.000000   |   0.033866   |
|      4       |   0.000000   |  260.449390  |  41.451808   |  41.451808   |  -0.000000   |   0.024124   |
|      5       |   0.000000   |  260.454109  |  41.452559   |  41.452559   |  -0.000000   |   0.024124   |
|      6       |   0.000000   |  531.194415  |  84.542217   |  84.542217   |  -0.000000   |   0.011828   |
|      7       |   0.000000   |  531.203438  |  84.543653   |  84.543653   |  -0.000000   |   0.011828   |
|      8       |   0.000000   |  690.340412  |  109.871089  |  109.871089  |  -0.000000   |   0.009102   |
|      9       |   0.000000   |  690.369050  |  109.875647  |  109.875647  |  -0.000000   |   0.009101   |
|      10      |   0.000000   | 1035.574737  |  164.816838  |  164.816838  |  -0.000000   |   0.006067   |
|      11      |   0.000000   | 1035.608550  |  164.822220  |  164.822220  |  -0.000000   |   0.006067   |
|      12      |   0.000000   | 1048.638081  |  166.895934  |  166.895934  |  -0.000000   |   0.005992   |
|      13      |   0.000000   | 1048.647117  |  166.897372  |  166.897372  |  -0.000000   |   0.005992   |
|      14      |   0.000000   | 1727.090404  |  274.874975  |  274.874975  |  -0.000000   |   0.003638   |
|      15      |   0.000000   | 1727.099907  |  274.876487  |  274.876487  |  -0.000000   |   0.003638   |
|      16      |   0.000000   | 1873.911743  |  298.242317  |  298.242317  |  -0.000000   |   0.003353   |
|      17      |   0.000000   | 1873.925311  |  298.244476  |  298.244476  |  -0.000000   |   0.003353   |
|      18      |   0.000000   | 2556.148708  |  406.823702  |  406.823702  |  -0.000000   |   0.002458   |
|      19      |   0.000000   | 2556.158495  |  406.825260  |  406.825260  |  -0.000000   |   0.002458   |
|==============|==============|==============|==============|==============|==============|==============|
