#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,2.486538e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     2,4.973077e-05,0.000000e+00,7.694270e-05,-7.694270e-05,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.695227e-05,-7.694270e-05
     3,7.459615e-05,0.000000e+00,2.581873e-04,-2.581873e-04,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-2.582386e-04,-2.581873e-04
     4,9.946153e-05,0.000000e+00,5.055672e-04,-5.055672e-04,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-5.057134e-04,-5.055672e-04
     5,1.243269e-04,0.000000e+00,8.019532e-04,-8.019532e-04,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-8.022619e-04,-8.019532e-04
     6,1.491923e-04,0.000000e+00,1.076224e-03,-1.076224e-03,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.076766e-03,-1.076224e-03
     7,1.740577e-04,0.000000e+00,1.234487e-03,-1.234487e-03,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.235316e-03,-1.234487e-03
     8,1.989231e-04,0.000000e+00,1.211682e-03,-1.211682e-03,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.212816e-03,-1.211682e-03
     9,2.237884e-04,0.000000e+00,1.015026e-03,-1.015026e-03,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.016436e-03,-1.015026e-03
    10,2.486538e-04,0.000000e+00,7.352611e-04,-7.352611e-04,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-7.368892e-04,-7.352611e-04
    11,2.735192e-04,0.000000e+00,5.154412e-04,-5.154412e-04,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-5.172248e-04,-5.154412e-04
    12,2.983846e-04,0.000000e+00,4.883239e-04,-4.883239e-04,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.902323e-04,-4.883239e-04
    13,3.232500e-04,0.000000e+00,7.076450e-04,-7.076450e-04,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-7.097021e-04,-7.076450e-04
    14,3.481154e-04,0.000000e+00,1.109954e-03,-1.109954e-03,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-1.112237e-03,-1.109954e-03
    15,3.729807e-04,0.000000e+00,1.528477e-03,-1.528477e-03,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.531088e-03,-1.528477e-03
    16,3.978461e-04,0.000000e+00,1.762023e-03,-1.762023e-03,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.765043e-03,-1.762023e-03
    17,4.227115e-04,0.000000e+00,1.671382e-03,-1.671382e-03,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.674829e-03,-1.671382e-03
    18,4.475769e-04,0.000000e+00,1.259047e-03,-1.259047e-03,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.262858e-03,-1.259047e-03
    19,4.724423e-04,0.000000e+00,6.899195e-04,-6.899195e-04,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-6.939732e-04,-6.899195e-04
    20,4.973077e-04,0.000000e+00,2.327251e-04,-2.327251e-04,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-2.368935e-04,-2.327251e-04
