#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,1.850447e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.663516e-02,0.000000e+00,0.000000e+00,0.000000e+00
     2,3.700894e-04,0.000000e+00,-1.683927e-06,3.808961e-08,0.000000e+00,0.000000e+00,0.000000e+00,-5.424757e-03,0.000000e+00,-4.659359e-06,3.808961e-08
     3,5.551341e-04,0.000000e+00,-7.042181e-06,3.926808e-07,0.000000e+00,0.000000e+00,0.000000e+00,-4.332767e-03,0.000000e+00,-1.927902e-05,3.926808e-07
     4,7.401788e-04,0.000000e+00,-1.394563e-05,2.004609e-06,0.000000e+00,0.000000e+00,0.000000e+00,-1.179995e-02,0.000000e+00,-2.121911e-05,2.004609e-06
     5,9.252235e-04,0.000000e+00,-2.097301e-05,7.043310e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.762987e-03,0.000000e+00,1.881852e-05,7.043310e-06
     6,1.110268e-03,0.000000e+00,-2.877837e-05,1.883134e-05,0.000000e+00,0.000000e+00,0.000000e+00,5.356218e-03,0.000000e+00,1.127440e-04,1.883134e-05
     7,1.295313e-03,0.000000e+00,-3.396704e-05,4.054145e-05,0.000000e+00,0.000000e+00,0.000000e+00,-8.597786e-03,0.000000e+00,2.771098e-04,4.054145e-05
     8,1.480358e-03,0.000000e+00,-3.641589e-05,7.367767e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.152183e-02,0.000000e+00,4.541966e-04,7.367767e-05
     9,1.665402e-03,0.000000e+00,-3.741121e-05,1.166728e-04,0.000000e+00,0.000000e+00,-0.000000e+00,8.748032e-03,0.000000e+00,5.715716e-04,1.166728e-04
    10,1.850447e-03,0.000000e+00,-3.226012e-05,1.644715e-04,0.000000e+00,0.000000e+00,-0.000000e+00,-1.007065e-02,0.000000e+00,6.251457e-04,1.644715e-04
    11,2.035492e-03,0.000000e+00,-2.441666e-05,1.908642e-04,0.000000e+00,0.000000e+00,-0.000000e+00,3.109889e-02,0.000000e+00,4.625366e-04,1.908642e-04
    12,2.220537e-03,0.000000e+00,-1.681698e-05,2.036599e-04,0.000000e+00,0.000000e+00,-0.000000e+00,-6.930736e-03,0.000000e+00,1.724279e-04,2.036599e-04
    13,2.405581e-03,0.000000e+00,-4.066441e-06,1.991315e-04,0.000000e+00,-0.000000e+00,-0.000000e+00,-1.450209e-02,0.000000e+00,-1.115204e-04,1.991315e-04
    14,2.590626e-03,0.000000e+00,6.530619e-06,1.768183e-04,0.000000e+00,-0.000000e+00,-0.000000e+00,-5.732792e-02,0.000000e+00,-4.524567e-04,1.768183e-04
