#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,1.850447e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.663516e-02,0.000000e+00,0.000000e+00,0.000000e+00
     2,3.700894e-04,0.000000e+00,-1.414635e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.424757e-03,0.000000e+00,-4.659359e-06,0.000000e+00
     3,5.551341e-04,0.000000e+00,-7.164135e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.332767e-03,0.000000e+00,-1.927902e-05,0.000000e+00
     4,7.401788e-04,0.000000e+00,-1.874903e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.179995e-02,0.000000e+00,-2.121911e-05,0.000000e+00
     5,9.252235e-04,0.000000e+00,-3.676653e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.762987e-03,0.000000e+00,1.881852e-05,0.000000e+00
     6,1.110268e-03,0.000000e+00,-6.184101e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.356218e-03,0.000000e+00,1.127440e-04,0.000000e+00
     7,1.295313e-03,0.000000e+00,-9.258534e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.597786e-03,0.000000e+00,2.771098e-04,0.000000e+00
     8,1.480358e-03,0.000000e+00,-1.275466e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.152183e-02,0.000000e+00,4.541966e-04,0.000000e+00
     9,1.665402e-03,0.000000e+00,-1.653070e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.748032e-03,0.000000e+00,5.715716e-04,0.000000e+00
    10,1.850447e-03,0.000000e+00,-2.019024e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.007065e-02,0.000000e+00,6.251457e-04,0.000000e+00
    11,2.035492e-03,0.000000e+00,-2.354712e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.109889e-02,0.000000e+00,4.625366e-04,0.000000e+00
    12,2.220537e-03,0.000000e+00,-2.654728e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.930736e-03,0.000000e+00,1.724279e-04,0.000000e+00
    13,2.405581e-03,0.000000e+00,-2.893923e-06,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-1.450209e-02,0.000000e+00,-1.115204e-04,0.000000e+00
    14,2.590626e-03,0.000000e+00,-3.090604e-06,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-5.732792e-02,0.000000e+00,-4.524567e-04,0.000000e+00
