#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,1.850447e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.663516e-02,0.000000e+00,0.000000e+00,0.000000e+00
     2,3.700894e-04,0.000000e+00,-1.819976e-02,1.646679e-06,0.000000e+00,0.000000e+00,0.000000e+00,-5.424757e-03,0.000000e+00,-4.659359e-06,1.646679e-06
     3,5.551341e-04,0.000000e+00,-3.971368e-02,1.203647e-05,0.000000e+00,0.000000e+00,0.000000e+00,-4.332767e-03,0.000000e+00,-1.927902e-05,1.203647e-05
     4,7.401788e-04,0.000000e+00,-3.490045e-02,4.798032e-05,0.000000e+00,0.000000e+00,0.000000e+00,-1.179995e-02,0.000000e+00,-2.121911e-05,4.798032e-05
     5,9.252235e-04,0.000000e+00,-4.105234e-02,1.361950e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.762987e-03,0.000000e+00,1.881852e-05,1.361950e-04
     6,1.110268e-03,0.000000e+00,-4.331018e-02,2.852947e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.356218e-03,0.000000e+00,1.127440e-04,2.852947e-04
     7,1.295313e-03,0.000000e+00,-1.277015e-02,4.700568e-04,0.000000e+00,0.000000e+00,-0.000000e+00,-8.597786e-03,0.000000e+00,2.771098e-04,4.700568e-04
     8,1.480358e-03,0.000000e+00,-1.369664e-02,6.449758e-04,0.000000e+00,0.000000e+00,-0.000000e+00,2.152183e-02,0.000000e+00,4.541966e-04,6.449758e-04
     9,1.665402e-03,0.000000e+00,2.937700e-03,7.350427e-04,0.000000e+00,-0.000000e+00,-0.000000e+00,8.748032e-03,0.000000e+00,5.715716e-04,7.350427e-04
    10,1.850447e-03,0.000000e+00,5.273683e-02,6.893018e-04,0.000000e+00,-0.000000e+00,-0.000000e+00,-1.007065e-02,0.000000e+00,6.251457e-04,6.893018e-04
    11,2.035492e-03,0.000000e+00,3.203806e-02,4.517327e-04,0.000000e+00,-0.000000e+00,-0.000000e+00,3.109889e-02,0.000000e+00,4.625366e-04,4.517327e-04
    12,2.220537e-03,0.000000e+00,5.009861e-02,1.014602e-04,0.000000e+00,-0.000000e+00,-0.000000e+00,-6.930736e-03,0.000000e+00,1.724279e-04,1.014602e-04
    13,2.405581e-03,0.000000e+00,8.771344e-02,-2.972344e-04,0.000000e+00,-0.000000e+00,0.000000e+00,-1.450209e-02,0.000000e+00,-1.115204e-04,-2.972344e-04
    14,2.590626e-03,0.000000e+00,2.682252e-02,-6.674268e-04,0.000000e+00,-0.000000e+00,0.000000e+00,-5.732792e-02,0.000000e+00,-4.524567e-04,-6.674268e-04
