#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,1.850447e-04,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-1.663516e-02,0.000000e+00,0.000000e+00,0.000000e+00
     2,3.700894e-04,0.000000e+00,-5.842852e-07,-2.921426e-08,0.000000e+00,-6.314914e-06,0.000000e+00,-5.424757e-03,0.000000e+00,-4.659359e-06,-6.344128e-06
     3,5.551341e-04,0.000000e+00,-3.109984e-06,-2.332488e-07,0.000000e+00,-3.147493e-05,0.000000e+00,-4.332767e-03,0.000000e+00,-1.927902e-05,-3.170817e-05
     4,7.401788e-04,0.000000e+00,-8.306954e-06,-8.306954e-07,0.000000e+00,-7.037335e-05,0.000000e+00,-1.179995e-02,0.000000e+00,-2.121911e-05,-7.120404e-05
     5,9.252235e-04,0.000000e+00,-1.609271e-05,-2.011589e-06,0.000000e+00,-1.224082e-04,0.000000e+00,2.762987e-03,0.000000e+00,1.881852e-05,-1.244198e-04
     6,1.110268e-03,0.000000e+00,-2.640313e-05,-3.960470e-06,0.000000e+00,-1.874215e-04,0.000000e+00,5.356218e-03,0.000000e+00,1.127440e-04,-1.913820e-04
     7,1.295313e-03,0.000000e+00,-3.817898e-05,-6.681321e-06,0.000000e+00,-2.268072e-04,-0.000000e+00,-8.597786e-03,0.000000e+00,2.771098e-04,-2.334885e-04
     8,1.480358e-03,0.000000e+00,-5.006009e-05,-1.001202e-05,0.000000e+00,-2.544449e-04,0.000000e+00,2.152183e-02,0.000000e+00,4.541966e-04,-2.644569e-04
     9,1.665402e-03,0.000000e+00,-6.142129e-05,-1.381979e-05,0.000000e+00,-2.663241e-04,-0.000000e+00,8.748032e-03,0.000000e+00,5.715716e-04,-2.801439e-04
    10,1.850447e-03,0.000000e+00,-7.080014e-05,-1.770004e-05,0.000000e+00,-2.109275e-04,-0.000000e+00,-1.007065e-02,0.000000e+00,6.251457e-04,-2.286275e-04
    11,2.035492e-03,0.000000e+00,-7.767585e-05,-1.941896e-05,0.000000e+00,-1.606413e-04,0.000000e+00,3.109889e-02,0.000000e+00,4.625366e-04,-1.800603e-04
    12,2.220537e-03,0.000000e+00,-8.272113e-05,-2.068028e-05,0.000000e+00,-1.120119e-04,-0.000000e+00,-6.930736e-03,0.000000e+00,1.724279e-04,-1.326921e-04
    13,2.405581e-03,0.000000e+00,-8.465053e-05,-2.116263e-05,0.000000e+00,7.745064e-06,-0.000000e+00,-1.450209e-02,0.000000e+00,-1.115204e-04,-1.341757e-05
    14,2.590626e-03,0.000000e+00,-8.341538e-05,-2.085384e-05,0.000000e+00,5.900567e-05,0.000000e+00,-5.732792e-02,0.000000e+00,-4.524567e-04,3.815183e-05
