|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  -0.848052   | -107.939152  |  17.179580   |  17.179050   |   0.007857   |   0.058210   |
|      1       |  -0.848052   |  107.939152  |  17.179580   |  17.179050   |   0.007857   |   0.058210   |
|      2       |  -3.263081   | -321.093270  |  51.106220   |  51.103581   |   0.010162   |   0.019568   |
|      3       |  -3.263081   |  321.093270  |  51.106220   |  51.103581   |   0.010162   |   0.019568   |
|      4       |  -6.388218   | -987.422191  |  157.156411  |  157.153123  |   0.006469   |   0.006363   |
|      5       |  -6.388218   |  987.422191  |  157.156411  |  157.153123  |   0.006469   |   0.006363   |
|      6       |  -6.723539   | -491.283992  |  78.197598   |  78.190276   |   0.013684   |   0.012789   |
|      7       |  -6.723539   |  491.283992  |  78.197598   |  78.190276   |   0.013684   |   0.012789   |
|      8       |  -7.255238   | -1614.361222 |  256.936163  |  256.933568  |   0.004494   |   0.003892   |
|      9       |  -7.255238   | 1614.361222  |  256.936163  |  256.933568  |   0.004494   |   0.003892   |
|      10      |  -9.862936   | -173.112103  |  27.596328   |  27.551647   |   0.056882   |   0.036295   |
|      11      |  -9.862936   |  173.112103  |  27.596328   |  27.551647   |   0.056882   |   0.036295   |
|      12      |  -11.581481  |  35.506633   |   5.944073   |   5.651056   |   0.310099   |   0.176958   |
|      13      |  -11.581481  |  -35.506633  |   5.944073   |   5.651056   |   0.310099   |   0.176958   |
|      14      |  -11.817840  | 1195.567268  |  190.289736  |  190.280440  |   0.009884   |   0.005255   |
|      15      |  -11.817840  | -1195.567268 |  190.289736  |  190.280440  |   0.009884   |   0.005255   |
|      16      | -233.581706  |  -0.000000   |  37.175683   |   0.000000   |   1.000000   |     inf      |
|      17      | -352.208705  |   0.000000   |  56.055756   |   0.000000   |   1.000000   |     inf      |
|      18      | -371.044322  |  615.756191  |  114.417857  |  98.000641   |   0.516122   |   0.010204   |
|      19      | -371.044322  | -615.756191  |  114.417857  |  98.000641   |   0.516122   |   0.010204   |
|      20      | -402.040521  | -388.568247  |  88.987664   |  61.842557   |   0.719052   |   0.016170   |
|      21      | -402.040521  |  388.568247  |  88.987664   |  61.842557   |   0.719052   |   0.016170   |
|      22      | -407.835096  |  336.446545  |  84.145527   |  53.547131   |   0.771389   |   0.018675   |
|      23      | -407.835096  | -336.446545  |  84.145527   |  53.547131   |   0.771389   |   0.018675   |
|      24      | -450.646948  |   0.000000   |  71.722689   |   0.000000   |   1.000000   |     inf      |
|      25      | -554.771531  | -131.653923  |  90.746822   |  20.953373   |   0.972978   |   0.047725   |
|      26      | -554.771531  |  131.653923  |  90.746822   |  20.953373   |   0.972978   |   0.047725   |
|      27      | -592.187934  |  -0.000000   |  94.249637   |   0.000000   |   1.000000   |     inf      |
|      28      | -717.135924  |   0.000000   |  114.135727  |   0.000000   |   1.000000   |     inf      |
|      29      | -808.838660  |  -0.000000   |  128.730671  |   0.000000   |   1.000000   |     inf      |
|      30      | -1068.445440 |   0.000000   |  170.048373  |   0.000000   |   1.000000   |     inf      |
|      31      | -1103.947259 |  -0.000000   |  175.698663  |   0.000000   |   1.000000   |     inf      |
|      32      | -1609.289172 |  -19.324302  |  256.144792  |   3.075558   |   0.999928   |   0.325144   |
|      33      | -1609.289172 |  19.324302   |  256.144792  |   3.075558   |   0.999928   |   0.325144   |
|      34      | -1878.009059 |  -0.000000   |  298.894425  |   0.000000   |   1.000000   |     inf      |
|      35      | -2281.670055 |   0.000000   |  363.139068  |   0.000000   |   1.000000   |     inf      |
|      36      | -2598.048783 |  -0.000000   |  413.492306  |   0.000000   |   1.000000   |     inf      |
|      37      | -2824.964413 |   0.000000   |  449.607050  |   0.000000   |   1.000000   |     inf      |
|      38      | -2878.193713 |   0.000000   |  458.078757  |   0.000000   |   1.000000   |     inf      |
|      39      | -3230.415687 |   0.000000   |  514.136625  |   0.000000   |   1.000000   |     inf      |
|      40      | -4603.824894 | 4971.339162  | 1078.378000  |  791.213201  |   0.679466   |   0.001264   |
|      41      | -4603.824894 | -4971.339162 | 1078.378000  |  791.213201  |   0.679466   |   0.001264   |
|      42      | -4710.081737 | -4980.146427 | 1090.957256  |  792.614921  |   0.687133   |   0.001262   |
|      43      | -4710.081737 | 4980.146427  | 1090.957256  |  792.614921  |   0.687133   |   0.001262   |
|      44      | -4939.516579 | 4998.015774  | 1118.384692  |  795.458916  |   0.702932   |   0.001257   |
|      45      | -4939.516579 | -4998.015774 | 1118.384692  |  795.458916  |   0.702932   |   0.001257   |
|      46      | -5077.971401 |   0.000000   |  808.184249  |   0.000000   |   1.000000   |     inf      |
|      47      | -5161.414444 | -4989.105432 | 1142.499411  |  794.040791  |   0.719007   |   0.001259   |
