|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.300478   |   4.504161   |   4.504161   |  -0.000000   |   0.222017   |
|      1       |   0.000000   |  28.300625   |   4.504184   |   4.504184   |  -0.000000   |   0.222016   |
|      2       |   0.000000   |  190.490841  |  30.317559   |  30.317559   |  -0.000000   |   0.032984   |
|      3       |   0.000000   |  190.490987  |  30.317582   |  30.317582   |  -0.000000   |   0.032984   |
|      4       |   0.000000   |  257.518562  |  40.985352   |  40.985352   |  -0.000000   |   0.024399   |
|      5       |   0.000000   |  257.519230  |  40.985458   |  40.985458   |  -0.000000   |   0.024399   |
|      6       |   0.000000   |  553.281191  |  88.057436   |  88.057436   |  -0.000000   |   0.011356   |
|      7       |   0.000000   |  553.281317  |  88.057456   |  88.057456   |  -0.000000   |   0.011356   |
|      8       |   0.000000   |  676.138790  |  107.610831  |  107.610831  |  -0.000000   |   0.009293   |
|      9       |   0.000000   |  676.139200  |  107.610896  |  107.610896  |  -0.000000   |   0.009293   |
|      10      |   0.000000   | 1047.482993  |  166.712096  |  166.712096  |  -0.000000   |   0.005998   |
|      11      |   0.000000   | 1047.483383  |  166.712158  |  166.712158  |  -0.000000   |   0.005998   |
|      12      |   0.000000   | 1100.875246  |  175.209737  |  175.209737  |  -0.000000   |   0.005707   |
|      13      |   0.000000   | 1100.875395  |  175.209761  |  175.209761  |  -0.000000   |   0.005707   |
|      14      |   0.000000   | 1800.545086  |  286.565651  |  286.565651  |  -0.000000   |   0.003490   |
|      15      |   0.000000   | 1800.545173  |  286.565665  |  286.565665  |  -0.000000   |   0.003490   |
|      16      |   0.000000   | 1948.798889  |  310.160976  |  310.160976  |  -0.000000   |   0.003224   |
|      17      |   0.000000   | 1948.799013  |  310.160996  |  310.160996  |  -0.000000   |   0.003224   |
|      18      |   0.000000   | 2666.036869  |  424.312946  |  424.312946  |  -0.000000   |   0.002357   |
|      19      |   0.000000   | 2666.036987  |  424.312965  |  424.312965  |  -0.000000   |   0.002357   |
|==============|==============|==============|==============|==============|==============|==============|
