#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,1.776099e-04,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     2,3.552198e-04,0.000000e+00,8.844538e-09,2.211135e-09,-0.000000e+00,9.959265e-08,1.110373e-06,0.000000e+00,0.000000e+00,1.099596e-06,1.212177e-06
     3,5.328296e-04,0.000000e+00,5.642793e-08,2.116047e-08,-0.000000e+00,6.543346e-07,3.997134e-06,0.000000e+00,0.000000e+00,3.699306e-06,4.672629e-06
     4,7.104395e-04,0.000000e+00,1.819033e-07,9.095163e-08,-0.000000e+00,1.953414e-06,6.827894e-06,0.000000e+00,0.000000e+00,4.422685e-06,8.872260e-06
     5,8.880494e-04,0.000000e+00,4.167825e-07,2.604891e-07,-0.000000e+00,4.170451e-06,1.090748e-05,0.000000e+00,0.000000e+00,1.115101e-06,1.533842e-05
     6,1.065659e-03,0.000000e+00,7.893161e-07,5.919871e-07,-0.000000e+00,7.580345e-06,1.588822e-05,0.000000e+00,0.000000e+00,-1.043713e-05,2.406055e-05
     7,1.243269e-03,0.000000e+00,1.320755e-06,1.155660e-06,-0.000000e+00,1.210145e-05,1.815152e-05,0.000000e+00,0.000000e+00,-3.628013e-05,3.140863e-05
     8,1.420879e-03,0.000000e+00,2.020983e-06,2.020983e-06,-0.000000e+00,1.770983e-05,2.292038e-05,0.000000e+00,0.000000e+00,-7.065600e-05,4.265119e-05
     9,1.598489e-03,0.000000e+00,2.897288e-06,3.259449e-06,-0.000000e+00,2.448131e-05,2.554027e-05,0.000000e+00,0.000000e+00,-1.149044e-04,5.328103e-05
    10,1.776099e-03,0.000000e+00,3.954933e-06,4.943666e-06,-0.000000e+00,3.234733e-05,2.955599e-05,0.000000e+00,0.000000e+00,-1.621965e-04,6.684699e-05
    11,1.953709e-03,0.000000e+00,5.197164e-06,6.496455e-06,-0.000000e+00,3.759418e-05,2.952716e-05,0.000000e+00,0.000000e+00,-1.933824e-04,7.361780e-05
    12,2.131319e-03,0.000000e+00,6.625443e-06,8.281803e-06,-0.000000e+00,4.282246e-05,2.934832e-05,0.000000e+00,0.000000e+00,-2.195786e-04,8.045258e-05
    13,2.308928e-03,0.000000e+00,8.238044e-06,1.029756e-05,-0.000000e+00,4.797215e-05,2.864744e-05,0.000000e+00,0.000000e+00,-2.413538e-04,8.691714e-05
    14,2.486538e-03,0.000000e+00,1.003168e-05,1.253960e-05,-0.000000e+00,5.301526e-05,2.814620e-05,0.000000e+00,0.000000e+00,-2.580748e-04,9.370106e-05
    15,2.664148e-03,0.000000e+00,1.200740e-05,1.500925e-05,-0.000000e+00,5.822386e-05,3.048261e-05,0.000000e+00,0.000000e+00,-2.667320e-04,1.037157e-04
    16,2.841758e-03,0.000000e+00,1.417331e-05,1.771663e-05,-0.000000e+00,6.372377e-05,3.144036e-05,0.000000e+00,0.000000e+00,-2.719283e-04,1.128808e-04
