|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  28.063100   | -1147.616128 |  182.703380  |  182.648780  |  -0.024446   |   0.005475   |
|      1       |  28.063100   | 1147.616128  |  182.703380  |  182.648780  |  -0.024446   |   0.005475   |
|      2       |   7.671773   |  246.723697  |  39.286275   |  39.267296   |  -0.031080   |   0.025466   |
|      3       |   7.671773   | -246.723697  |  39.286275   |  39.267296   |  -0.031080   |   0.025466   |
|      4       |   0.750022   |  589.425305  |  93.810027   |  93.809951   |  -0.001272   |   0.010660   |
|      5       |   0.750022   | -589.425305  |  93.810027   |  93.809951   |  -0.001272   |   0.010660   |
|      6       |  -1.346165   | -550.720247  |  87.650111   |  87.649850   |   0.002444   |   0.011409   |
|      7       |  -1.346165   |  550.720247  |  87.650111   |  87.649850   |   0.002444   |   0.011409   |
|      8       |  -1.683147   | -1765.973761 |  281.063581  |  281.063453  |   0.000953   |   0.003558   |
|      9       |  -1.683147   | 1765.973761  |  281.063581  |  281.063453  |   0.000953   |   0.003558   |
|      10      |  -1.938496   | 1078.671812  |  171.676228  |  171.675951  |   0.001797   |   0.005825   |
|      11      |  -1.938496   | -1078.671812 |  171.676228  |  171.675951  |   0.001797   |   0.005825   |
|      12      |  -3.244192   |  28.853969   |   4.621187   |   4.592252   |   0.111731   |   0.217758   |
|      13      |  -3.244192   |  -28.853969  |   4.621187   |   4.592252   |   0.111731   |   0.217758   |
|      14      |  -3.435847   |  191.131216  |  30.424392   |  30.419478   |   0.017973   |   0.032874   |
|      15      |  -3.435847   | -191.131216  |  30.424392   |  30.419478   |   0.017973   |   0.032874   |
|      16      |  -70.430911  |   0.000000   |  11.209428   |   0.000000   |   1.000000   |     inf      |
|      17      |  -82.417482  |  -86.424911  |  19.006796   |  13.754952   |   0.690129   |   0.072701   |
|      18      |  -82.417482  |  86.424911   |  19.006796   |  13.754952   |   0.690129   |   0.072701   |
|      19      | -105.444207  |  -0.000000   |  16.781967   |   0.000000   |   1.000000   |     inf      |
|      20      | -111.322046  |  -37.126318  |  18.676791   |   5.908837   |   0.948635   |   0.169238   |
|      21      | -111.322046  |  37.126318   |  18.676791   |   5.908837   |   0.948635   |   0.169238   |
|      22      | -116.163356  |   0.000000   |  18.487972   |   0.000000   |   1.000000   |     inf      |
|      23      | -135.522200  |  93.010675   |  26.160180   |  14.803109   |   0.824498   |   0.067553   |
|      24      | -135.522200  |  -93.010675  |  26.160180   |  14.803109   |   0.824498   |   0.067553   |
|      25      | -159.956778  |  -0.000000   |  25.457912   |   0.000000   |   1.000000   |     inf      |
|      26      | -194.694296  |   0.000000   |  30.986560   |   0.000000   |   1.000000   |     inf      |
|      27      | -267.464929  |  -0.000000   |  42.568366   |   0.000000   |   1.000000   |     inf      |
|      28      | -320.091439  |   0.000000   |  50.944135   |   0.000000   |   1.000000   |     inf      |
|      29      | -417.841486  |  -26.702728  |  66.637196   |   4.249871   |   0.997964   |   0.235301   |
|      30      | -417.841486  |  26.702728   |  66.637196   |   4.249871   |   0.997964   |   0.235301   |
|      31      | -514.846087  |   0.000000   |  81.940300   |   0.000000   |   1.000000   |     inf      |
|      32      | -541.322780  |  -37.236445  |  86.357787   |   5.926364   |   0.997642   |   0.168738   |
|      33      | -541.322780  |  37.236445   |  86.357787   |   5.926364   |   0.997642   |   0.168738   |
|      34      | -786.406247  |  -0.000000   |  125.160441  |   0.000000   |   1.000000   |     inf      |
|      35      | -828.873227  |  60.121486   |  132.265842  |   9.568632   |   0.997380   |   0.104508   |
|      36      | -828.873227  |  -60.121486  |  132.265842  |   9.568632   |   0.997380   |   0.104508   |
|      37      | -1097.002881 |  -74.396199  |  174.994469  |  11.840523   |   0.997708   |   0.084456   |
|      38      | -1097.002881 |  74.396199   |  174.994469  |  11.840523   |   0.997708   |   0.084456   |
|      39      | -1268.326754 |   0.000000   |  201.860472  |   0.000000   |   1.000000   |     inf      |
|      40      | -2438.049057 |  -0.000000   |  388.027559  |   0.000000   |   1.000000   |     inf      |
|      41      | -2619.634813 |  -0.000000   |  416.927830  |   0.000000   |   1.000000   |     inf      |
|      42      | -2917.316615 |  -0.000000   |  464.305360  |   0.000000   |   1.000000   |     inf      |
|      43      | -3156.375234 |   0.000000   |  502.352721  |   0.000000   |   1.000000   |     inf      |
|      44      | -3639.510192 |  -0.000000   |  579.246037  |   0.000000   |   1.000000   |     inf      |
|      45      | -5236.827565 |   0.000000   |  833.466993  |   0.000000   |   1.000000   |     inf      |
|      46      | -5814.339649 | 8225.944079  | 1603.225984  | 1309.199662  |   0.577199   |   0.000764   |
|      47      | -5814.339649 | -8225.944079 | 1603.225984  | 1309.199662  |   0.577199   |   0.000764   |
