#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,       noise,     capping,         raw,     control
     1,    0.000132,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
     2,    0.000264,    0.000000,   11.166370,  -11.166370,   -0.001476,    0.000000,    0.000000,   -1.000000,  -11.167846,   -0.436332
     3,    0.000397,    0.000000,    9.332005,   -9.332005,   -0.002709,    0.000000,    0.000000,   -1.000000,   -9.334715,   -0.436332
     4,    0.000529,    0.000000,    9.979686,   -9.979686,   -0.004029,    0.000000,    0.000000,   -1.000000,   -9.983715,   -0.436332
     5,    0.000661,    0.000000,   10.801467,  -10.801467,   -0.005456,    0.000000,    0.000000,   -1.000000,  -10.806923,   -0.436332
