|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.263715   |   4.498310   |   4.498310   |  -0.000000   |   0.222306   |
|      1       |   0.000000   |  28.337588   |   4.510067   |   4.510067   |  -0.000000   |   0.221726   |
|      2       |   0.000000   |  162.497472  |  25.862276   |  25.862276   |  -0.000000   |   0.038666   |
|      3       |   0.000000   |  162.726707  |  25.898760   |  25.898760   |  -0.000000   |   0.038612   |
|      4       |   0.000000   |  186.620709  |  29.701608   |  29.701608   |  -0.000000   |   0.033668   |
|      5       |   0.000000   |  186.691027  |  29.712800   |  29.712800   |  -0.000000   |   0.033656   |
|      6       |   0.000000   |  349.389560  |  55.607076   |  55.607076   |  -0.000000   |   0.017983   |
|      7       |   0.000000   |  349.395124  |  55.607961   |  55.607961   |  -0.000000   |   0.017983   |
|      8       |   0.000000   |  533.462637  |  84.903216   |  84.903216   |  -0.000000   |   0.011778   |
|      9       |   0.000000   |  533.527916  |  84.913605   |  84.913605   |  -0.000000   |   0.011777   |
|      10      |   0.000000   | 1068.016250  |  169.980066  |  169.980066  |  -0.000000   |   0.005883   |
|      11      |   0.000000   | 1068.078212  |  169.989927  |  169.989927  |  -0.000000   |   0.005883   |
|      12      |   0.000000   | 1356.622399  |  215.913161  |  215.913161  |  -0.000000   |   0.004631   |
|      13      |   0.000000   | 1356.655945  |  215.918500  |  215.918500  |  -0.000000   |   0.004631   |
|      14      |   0.000000   | 1775.692094  |  282.610174  |  282.610174  |  -0.000000   |   0.003538   |
|      15      |   0.000000   | 1775.752095  |  282.619724  |  282.619724  |  -0.000000   |   0.003538   |
|      16      |   0.000000   | 2385.126535  |  379.604678  |  379.604678  |  -0.000000   |   0.002634   |
|      17      |   0.000000   | 2385.128141  |  379.604934  |  379.604934  |  -0.000000   |   0.002634   |
|      18      |   0.000000   | 2641.914921  |  420.473819  |  420.473819  |  -0.000000   |   0.002378   |
|      19      |   0.000000   | 2641.970343  |  420.482640  |  420.482640  |  -0.000000   |   0.002378   |
|==============|==============|==============|==============|==============|==============|==============|
