|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.300814   |   4.504215   |   4.504215   |  -0.000000   |   0.222014   |
|      1       |   0.000000   |  28.300818   |   4.504215   |   4.504215   |  -0.000000   |   0.222014   |
|      2       |   0.000000   |  190.499649  |  30.318961   |  30.318961   |  -0.000000   |   0.032983   |
|      3       |   0.000000   |  190.499653  |  30.318961   |  30.318961   |  -0.000000   |   0.032983   |
|      4       |   0.000000   |  257.755761  |  41.023103   |  41.023103   |  -0.000000   |   0.024377   |
|      5       |   0.000000   |  257.755775  |  41.023106   |  41.023106   |  -0.000000   |   0.024377   |
|      6       |   0.000000   |  553.336925  |  88.066307   |  88.066307   |  -0.000000   |   0.011355   |
|      7       |   0.000000   |  553.336928  |  88.066307   |  88.066307   |  -0.000000   |   0.011355   |
|      8       |   0.000000   |  684.510839  |  108.943284  |  108.943284  |  -0.000000   |   0.009179   |
|      9       |   0.000000   |  684.510850  |  108.943285  |  108.943285  |  -0.000000   |   0.009179   |
|      10      |   0.000000   | 1038.163598  |  165.228868  |  165.228868  |  -0.000000   |   0.006052   |
|      11      |   0.000000   | 1038.163608  |  165.228870  |  165.228870  |  -0.000000   |   0.006052   |
|      12      |   0.000000   | 1099.867638  |  175.049371  |  175.049371  |  -0.000000   |   0.005713   |
|      13      |   0.000000   | 1099.867642  |  175.049372  |  175.049372  |  -0.000000   |   0.005713   |
|      14      |   0.000000   | 1800.488621  |  286.556664  |  286.556664  |  -0.000000   |   0.003490   |
|      15      |   0.000000   | 1800.488623  |  286.556664  |  286.556664  |  -0.000000   |   0.003490   |
|      16      |   0.000000   | 1944.403916  |  309.461495  |  309.461495  |  -0.000000   |   0.003231   |
|      17      |   0.000000   | 1944.403919  |  309.461495  |  309.461495  |  -0.000000   |   0.003231   |
|      18      |   0.000000   | 2666.085794  |  424.320733  |  424.320733  |  -0.000000   |   0.002357   |
|      19      |   0.000000   | 2666.085797  |  424.320733  |  424.320733  |  -0.000000   |   0.002357   |
|==============|==============|==============|==============|==============|==============|==============|
