|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.796332   |   4.423924   |   4.423924   |  -0.000000   |   0.226044   |
|      1       |   0.000000   |  27.948529   |   4.448147   |   4.448147   |  -0.000000   |   0.224813   |
|      2       |   0.000000   |  126.373783  |  20.113012   |  20.113012   |  -0.000000   |   0.049719   |
|      3       |   0.000000   |  126.732881  |  20.170164   |  20.170164   |  -0.000000   |   0.049578   |
|      4       |   0.000000   |  178.165759  |  28.355961   |  28.355961   |  -0.000000   |   0.035266   |
|      5       |   0.000000   |  178.315752  |  28.379833   |  28.379833   |  -0.000000   |   0.035236   |
|      6       |   0.000000   |  341.784603  |  54.396709   |  54.396709   |  -0.000000   |   0.018383   |
|      7       |   0.000000   |  341.841174  |  54.405713   |  54.405713   |  -0.000000   |   0.018380   |
|      8       |   0.000000   |  496.773162  |  79.063904   |  79.063904   |  -0.000000   |   0.012648   |
|      9       |   0.000000   |  496.923024  |  79.087756   |  79.087756   |  -0.000000   |   0.012644   |
|      10      |   0.000000   | 1006.481617  |  160.186525  |  160.186525  |  -0.000000   |   0.006243   |
|      11      |   0.000000   | 1006.628645  |  160.209925  |  160.209925  |  -0.000000   |   0.006242   |
|      12      |   0.000000   | 1251.237801  |  199.140681  |  199.140681  |  -0.000000   |   0.005022   |
|      13      |   0.000000   | 1251.403568  |  199.167064  |  199.167064  |  -0.000000   |   0.005021   |
|      14      |   0.000000   | 1681.338763  |  267.593375  |  267.593375  |  -0.000000   |   0.003737   |
|      15      |   0.000000   | 1681.483064  |  267.616341  |  267.616341  |  -0.000000   |   0.003737   |
|      16      |   0.000000   | 2208.198893  |  351.445769  |  351.445769  |  -0.000000   |   0.002845   |
|      17      |   0.000000   | 2208.288059  |  351.459960  |  351.459960  |  -0.000000   |   0.002845   |
|      18      |   0.000000   | 2509.614154  |  399.417498  |  399.417498  |  -0.000000   |   0.002504   |
|      19      |   0.000000   | 2509.753292  |  399.439642  |  399.439642  |  -0.000000   |   0.002504   |
|==============|==============|==============|==============|==============|==============|==============|
