|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  -0.055500   |  697.705929  |  111.043348  |  111.043347  |   0.000080   |   0.009005   |
|      1       |  -0.055500   | -697.705929  |  111.043348  |  111.043347  |   0.000080   |   0.009005   |
|      2       |  -1.100852   |  259.062712  |  41.231483   |  41.231111   |   0.004249   |   0.024254   |
|      3       |  -1.100852   | -259.062712  |  41.231483   |  41.231111   |   0.004249   |   0.024254   |
|      4       |  -1.457399   |  -28.004362  |   4.463064   |   4.457033   |   0.051972   |   0.224365   |
|      5       |  -1.457399   |  28.004362   |   4.463064   |   4.457033   |   0.051972   |   0.224365   |
|      6       |  -1.531037   | -184.554593  |  29.373786   |  29.372776   |   0.008296   |   0.034045   |
|      7       |  -1.531037   |  184.554593  |  29.373786   |  29.372776   |   0.008296   |   0.034045   |
|      8       |  -2.084511   | -524.574202  |  83.489236   |  83.488577   |   0.003974   |   0.011978   |
|      9       |  -2.084511   |  524.574202  |  83.489236   |  83.488577   |   0.003974   |   0.011978   |
|      10      |  -4.118366   | 1015.014022  |  161.545829  |  161.544499  |   0.004057   |   0.006190   |
|      11      |  -4.118366   | -1015.014022 |  161.545829  |  161.544499  |   0.004057   |   0.006190   |
|      12      |  -4.674961   |  986.280799  |  156.973228  |  156.971464  |   0.004740   |   0.006371   |
|      13      |  -4.674961   | -986.280799  |  156.973228  |  156.971464  |   0.004740   |   0.006371   |
|      14      |  -7.183499   | 1602.294995  |  255.015732  |  255.013169  |   0.004483   |   0.003921   |
|      15      |  -7.183499   | -1602.294995 |  255.015732  |  255.013169  |   0.004483   |   0.003921   |
|      16      |  -29.285222  |  41.539985   |   8.089072   |   6.611294   |   0.576196   |   0.151256   |
|      17      |  -29.285222  |  -41.539985  |   8.089072   |   6.611294   |   0.576196   |   0.151256   |
|      18      |  -31.397671  |   0.000000   |   4.997094   |   0.000000   |   1.000000   |     inf      |
|      19      |  -40.459620  |  20.985426   |   7.253990   |   3.339934   |   0.887697   |   0.299407   |
|      20      |  -40.459620  |  -20.985426  |   7.253990   |   3.339934   |   0.887697   |   0.299407   |
|      21      |  -44.361972  |   0.000000   |   7.060427   |   0.000000   |   1.000000   |     inf      |
|      22      |  -48.784146  |  -4.293944   |   7.794256   |   0.683402   |   0.996149   |   1.463267   |
|      23      |  -48.784146  |   4.293944   |   7.794256   |   0.683402   |   0.996149   |   1.463267   |
|      24      |  -50.681800  |  -25.936141  |   9.061115   |   4.127865   |   0.890206   |   0.242256   |
|      25      |  -50.681800  |  25.936141   |   9.061115   |   4.127865   |   0.890206   |   0.242256   |
|      26      |  -78.978687  |   0.000000   |  12.569848   |   0.000000   |   1.000000   |     inf      |
|      27      |  -96.213225  |  -0.000000   |  15.312810   |   0.000000   |   1.000000   |     inf      |
|      28      | -111.309770  |   0.000000   |  17.715500   |   0.000000   |   1.000000   |     inf      |
|      29      | -131.856314  |  -0.000000   |  20.985584   |   0.000000   |   1.000000   |     inf      |
|      30      | -141.752550  |   0.000000   |  22.560619   |   0.000000   |   1.000000   |     inf      |
|      31      | -159.924296  |   0.000000   |  25.452742   |   0.000000   |   1.000000   |     inf      |
|      32      | -218.182156  |   5.697360   |  34.736606   |   0.906763   |   0.999659   |   1.102824   |
|      33      | -218.182156  |  -5.697360   |  34.736606   |   0.906763   |   0.999659   |   1.102824   |
|      34      | -294.061352  |  -0.000000   |  46.801318   |   0.000000   |   1.000000   |     inf      |
|      35      | -428.009545  |   0.000000   |  68.119835   |   0.000000   |   1.000000   |     inf      |
|      36      | -435.514268  |  -0.000000   |  69.314248   |   0.000000   |   1.000000   |     inf      |
|      37      | -478.323975  |   0.000000   |  76.127625   |   0.000000   |   1.000000   |     inf      |
|      38      | -524.904174  |   0.000000   |  83.541094   |   0.000000   |   1.000000   |     inf      |
|      39      | -694.895916  |   0.000000   |  110.596120  |   0.000000   |   1.000000   |     inf      |
|      40      | -1730.406562 |  -0.000000   |  275.402758  |   0.000000   |   1.000000   |     inf      |
|      41      | -2424.760778 |  -0.000000   |  385.912664  |   0.000000   |   1.000000   |     inf      |
|      42      | -2766.193697 | 5254.381577  |  945.068878  |  836.260801  |   0.465843   |   0.001196   |
|      43      | -2766.193697 | -5254.381577 |  945.068878  |  836.260801  |   0.465843   |   0.001196   |
|      44      | -3015.362667 |   0.000000   |  479.909874  |   0.000000   |   1.000000   |     inf      |
|      45      | -3123.703664 | -5529.203070 | 1010.723001  |  880.000000  |   0.491878   |   0.001136   |
|      46      | -3176.503107 | -3696.887334 |  775.741959  |  588.377893  |   0.651707   |   0.001700   |
|      47      | -3176.503107 | 3696.887334  |  775.741959  |  588.377893  |   0.651707   |   0.001700   |
