|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   1.223885   |  213.983882  |  34.057150   |  34.056593   |  -0.005719   |   0.029363   |
|      1       |   1.223885   | -213.983882  |  34.057150   |  34.056593   |  -0.005719   |   0.029363   |
|      2       |  -0.009670   | -713.996882  |  113.636133  |  113.636133  |   0.000014   |   0.008800   |
|      3       |  -0.009670   |  713.996882  |  113.636133  |  113.636133  |   0.000014   |   0.008800   |
|      4       |  -6.411354   | 1716.162526  |  273.137655  |  273.135749  |   0.003736   |   0.003661   |
|      5       |  -6.411354   | -1716.162526 |  273.137655  |  273.135749  |   0.003736   |   0.003661   |
|      6       |  -6.952482   | -1043.199721 |  166.034079  |  166.030392  |   0.006664   |   0.006023   |
|      7       |  -6.952482   | 1043.199721  |  166.034079  |  166.030392  |   0.006664   |   0.006023   |
|      8       |  -8.605014   |  529.438624  |  84.273903   |  84.262774   |   0.016251   |   0.011868   |
|      9       |  -8.605014   | -529.438624  |  84.273903   |  84.262774   |   0.016251   |   0.011868   |
|      10      |  -15.945748  |  -22.635458  |   4.406698   |   3.602545   |   0.575906   |   0.277582   |
|      11      |  -15.945748  |  22.635458   |   4.406698   |   3.602545   |   0.575906   |   0.277582   |
|      12      |  -18.070346  | -976.613897  |  155.459534  |  155.432929  |   0.018500   |   0.006434   |
|      13      |  -18.070346  |  976.613897  |  155.459534  |  155.432929  |   0.018500   |   0.006434   |
|      14      |  -21.804347  | -180.529498  |  28.940973   |  28.732162   |   0.119909   |   0.034804   |
|      15      |  -21.804347  |  180.529498  |  28.940973   |  28.732162   |   0.119909   |   0.034804   |
|      16      | -161.003991  |   0.000000   |  25.624581   |   0.000000   |   1.000000   |     inf      |
|      17      | -208.896664  |  -0.000000   |  33.246937   |   0.000000   |   1.000000   |     inf      |
|      18      | -214.538980  |  232.283486  |  50.324831   |  36.969065   |   0.678491   |   0.027050   |
|      19      | -214.538980  | -232.283486  |  50.324831   |  36.969065   |   0.678491   |   0.027050   |
|      20      | -236.691714  |  89.087114   |  40.250622   |  14.178655   |   0.935902   |   0.070529   |
|      21      | -236.691714  |  -89.087114  |  40.250622   |  14.178655   |   0.935902   |   0.070529   |
|      22      | -279.688217  |  -0.000000   |  44.513762   |   0.000000   |   1.000000   |     inf      |
|      23      | -336.335483  | -253.962171  |  67.075518   |  40.419335   |   0.798048   |   0.024741   |
|      24      | -336.335483  |  253.962171  |  67.075518   |  40.419335   |   0.798048   |   0.024741   |
|      25      | -452.982021  |   0.000000   |  72.094328   |   0.000000   |   1.000000   |     inf      |
|      26      | -625.592469  |  -0.000000   |  99.566134   |   0.000000   |   1.000000   |     inf      |
|      27      | -709.380834  |  -0.000000   |  112.901466  |   0.000000   |   1.000000   |     inf      |
|      28      | -925.367061  |   0.000000   |  147.276742  |   0.000000   |   1.000000   |     inf      |
|      29      | -969.023158  |   0.000000   |  154.224826  |   0.000000   |   1.000000   |     inf      |
|      30      | -1159.526176 |  25.101926   |  184.587561  |   3.995096   |   0.999766   |   0.250307   |
|      31      | -1159.526176 |  -25.101926  |  184.587561  |   3.995096   |   0.999766   |   0.250307   |
|      32      | -1322.732859 |  -0.000000   |  210.519473  |   0.000000   |   1.000000   |     inf      |
|      33      | -1724.669177 |  -0.000000   |  274.489625  |   0.000000   |   1.000000   |     inf      |
|      34      | -2145.658820 |  -0.000000   |  341.492207  |   0.000000   |   1.000000   |     inf      |
|      35      | -2417.543841 |  -0.000000   |  384.764052  |   0.000000   |   1.000000   |     inf      |
|      36      | -3318.689396 |  -0.000000   |  528.185822  |   0.000000   |   1.000000   |     inf      |
|      37      | -3457.350713 |   0.000000   |  550.254456  |   0.000000   |   1.000000   |     inf      |
|      38      | -4472.979346 |   0.000000   |  711.896773  |   0.000000   |   1.000000   |     inf      |
|      39      | -4854.554892 |  -0.000000   |  772.626408  |   0.000000   |   1.000000   |     inf      |
|      40      | -7244.775917 |   0.000000   | 1153.041899  |   0.000000   |   1.000000   |     inf      |
|      41      |-16391.076552 |-32672.563597 | 5817.682056  | 5200.000000  |   0.448412   |   0.000192   |
|      42      |-17442.737972 | 31968.070984 | 5795.964751  | 5087.876518  |   0.478971   |   0.000197   |
|      43      |-17442.737972 |-31968.070984 | 5795.964751  | 5087.876518  |   0.478971   |   0.000197   |
|      44      |-17471.309627 |  -0.000000   | 2780.645289  |   0.000000   |   1.000000   |     inf      |
|      45      |-17870.869896 |-24538.360367 | 4831.339918  | 3905.401348  |   0.588706   |   0.000256   |
|      46      |-17870.869896 | 24538.360367 | 4831.339918  | 3905.401348  |   0.588706   |   0.000256   |
|      47      |-18954.601091 |   0.000000   | 3016.718458  |   0.000000   |   1.000000   |     inf      |
