|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  28.414627   |  234.307399  |  37.564393   |  37.291181   |  -0.120389   |   0.026816   |
|      1       |  28.414627   | -234.307399  |  37.564393   |  37.291181   |  -0.120389   |   0.026816   |
|      2       |   4.305748   |  510.404211  |  81.236244   |  81.233353   |  -0.008436   |   0.012310   |
|      3       |   4.305748   | -510.404211  |  81.236244   |  81.233353   |  -0.008436   |   0.012310   |
|      4       |   1.998211   |  912.984392  |  145.306327  |  145.305979  |  -0.002189   |   0.006882   |
|      5       |   1.998211   | -912.984392  |  145.306327  |  145.305979  |  -0.002189   |   0.006882   |
|      6       |  -0.054726   |  622.018314  |  98.997290   |  98.997289   |   0.000088   |   0.010101   |
|      7       |  -0.054726   | -622.018314  |  98.997290   |  98.997289   |   0.000088   |   0.010101   |
|      8       |  -1.617702   |  186.257862  |  29.644977   |  29.643859   |   0.008685   |   0.033734   |
|      9       |  -1.617702   | -186.257862  |  29.644977   |  29.643859   |   0.008685   |   0.033734   |
|      10      |  -1.825304   | -1290.196965 |  205.341430  |  205.341225  |   0.001415   |   0.004870   |
|      11      |  -1.825304   | 1290.196965  |  205.341430  |  205.341225  |   0.001415   |   0.004870   |
|      12      |  -2.767492   |  29.661667   |   4.741304   |   4.720801   |   0.092899   |   0.211828   |
|      13      |  -2.767492   |  -29.661667  |   4.741304   |   4.720801   |   0.092899   |   0.211828   |
|      14      |  -3.194219   |  923.204396  |  146.933423  |  146.932543  |   0.003460   |   0.006806   |
|      15      |  -3.194219   | -923.204396  |  146.933423  |  146.932543  |   0.003460   |   0.006806   |
|      16      |  -75.291723  |   0.000000   |  11.983050   |   0.000000   |   1.000000   |     inf      |
|      17      | -102.788779  | -147.136865  |  28.565892   |  23.417559   |   0.572688   |   0.042703   |
|      18      | -102.788779  |  147.136865  |  28.565892   |  23.417559   |   0.572688   |   0.042703   |
|      19      | -106.246206  |   0.000000   |  16.909609   |   0.000000   |   1.000000   |     inf      |
|      20      | -137.683125  |  104.321311  |  27.492642   |  16.603252   |   0.797048   |   0.060229   |
|      21      | -137.683125  | -104.321311  |  27.492642   |  16.603252   |   0.797048   |   0.060229   |
|      22      | -146.127402  |   0.000000   |  23.256898   |   0.000000   |   1.000000   |     inf      |
|      23      | -146.872359  | -123.649247  |  30.556351   |  19.679389   |   0.764995   |   0.050815   |
|      24      | -146.872359  |  123.649247  |  30.556351   |  19.679389   |   0.764995   |   0.050815   |
|      25      | -198.428425  |  -0.000000   |  31.580865   |   0.000000   |   1.000000   |     inf      |
|      26      | -258.054686  |  -17.052735  |  41.160255   |   2.714027   |   0.997824   |   0.368456   |
|      27      | -258.054686  |  17.052735   |  41.160255   |   2.714027   |   0.997824   |   0.368456   |
|      28      | -291.161194  |  -84.088004  |  48.233568   |  13.383021   |   0.960736   |   0.074722   |
|      29      | -291.161194  |  84.088004   |  48.233568   |  13.383021   |   0.960736   |   0.074722   |
|      30      | -355.420887  |  -0.000000   |  56.566991   |   0.000000   |   1.000000   |     inf      |
|      31      | -369.571974  |  -0.000000   |  58.819207   |   0.000000   |   1.000000   |     inf      |
|      32      | -444.108336  |  -0.000000   |  70.682037   |   0.000000   |   1.000000   |     inf      |
|      33      | -505.790321  |   0.000000   |  80.499030   |   0.000000   |   1.000000   |     inf      |
|      34      | -649.920209  |  52.030664   |  103.768958  |   8.280937   |   0.996811   |   0.120759   |
|      35      | -649.920209  |  -52.030664  |  103.768958  |   8.280937   |   0.996811   |   0.120759   |
|      36      | -702.039753  |   0.000000   |  111.733097  |   0.000000   |   1.000000   |     inf      |
|      37      | -800.234145  |   0.000000   |  127.361220  |   0.000000   |   1.000000   |     inf      |
|      38      | -897.618814  |  -0.000000   |  142.860471  |   0.000000   |   1.000000   |     inf      |
|      39      | -1099.748232 |  -63.021962  |  175.317528  |  10.030257   |   0.998362   |   0.099698   |
|      40      | -1099.748232 |  63.021962   |  175.317528  |  10.030257   |   0.998362   |   0.099698   |
|      41      | -1283.401061 |  -0.000000   |  204.259623  |   0.000000   |   1.000000   |     inf      |
|      42      | -1398.223623 | -1528.034170 |  329.643573  |  243.194191  |   0.675075   |   0.004112   |
|      43      | -1398.223623 | 1528.034170  |  329.643573  |  243.194191  |   0.675075   |   0.004112   |
|      44      | -1467.331682 | -1512.063529 |  335.337553  |  240.652385  |   0.696412   |   0.004155   |
|      45      | -1467.331682 | 1512.063529  |  335.337553  |  240.652385  |   0.696412   |   0.004155   |
|      46      | -1502.789064 | 2387.610417  |  449.004795  |  380.000000  |   0.532681   |   0.002632   |
|      47      | -1534.515857 |  -0.000000   |  244.225784  |   0.000000   |   1.000000   |     inf      |
