#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,       noise,     capping,         raw,     control
     1,    0.000283,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
     2,    0.000565,    0.000000,    0.000281,   -0.000561,   -0.000159,   -0.000000,    0.000000,    0.000000,   -0.000720,   -0.000720
     3,    0.000848,    0.000000,   -0.000066,    0.000131,   -0.000122,    0.000000,    0.000000,    0.000000,    0.000009,    0.000009
     4,    0.001131,    0.000000,    0.000305,   -0.000610,   -0.000294,   -0.000000,    0.000000,    0.000000,   -0.000904,   -0.000904
     5,    0.001413,    0.000000,   -0.000150,    0.000301,   -0.000209,    0.000000,    0.000000,    0.000000,    0.000091,    0.000091
     6,    0.001696,    0.000000,    0.000351,   -0.000702,   -0.000408,   -0.000000,    0.000000,    0.000000,   -0.001110,   -0.001110
     7,    0.001979,    0.000000,   -0.000248,    0.000496,   -0.000267,    0.000000,    0.000000,    0.000000,    0.000228,    0.000228
     8,    0.002261,    0.000000,    0.000426,   -0.000853,   -0.000509,   -0.000000,    0.000000,    0.000000,   -0.001362,   -0.001362
     9,    0.002544,    0.000000,   -0.000366,    0.000732,   -0.000302,    0.000000,    0.000000,    0.000000,    0.000431,    0.000431
    10,    0.002827,    0.000000,    0.000537,   -0.001073,   -0.000605,   -0.000000,    0.000000,    0.000000,   -0.001678,   -0.001678
    11,    0.003109,    0.000000,   -0.000516,    0.001032,   -0.000313,    0.000000,    0.000000,    0.000000,    0.000719,    0.000719
    12,    0.003392,    0.000000,    0.000689,   -0.001379,   -0.000703,   -0.000000,    0.000000,    0.000000,   -0.002081,   -0.002081
    13,    0.003675,    0.000000,   -0.000711,    0.001422,   -0.000301,    0.000000,    0.000000,    0.000000,    0.001121,    0.001121
    14,    0.003958,    0.000000,    0.000897,   -0.001793,   -0.000808,   -0.000000,    0.000000,    0.000000,   -0.002601,   -0.002601
    15,    0.004240,    0.000000,   -0.000967,    0.001934,   -0.000261,    0.000000,    0.000000,    0.000000,    0.001673,    0.001673
    16,    0.004523,    0.000000,    0.001176,   -0.002352,   -0.000926,   -0.000000,    0.000000,    0.000000,   -0.003278,   -0.003278
    17,    0.004806,    0.000000,   -0.001305,    0.002609,   -0.000188,    0.000000,    0.000000,    0.000000,    0.002421,    0.002421
    18,    0.005088,    0.000000,    0.001553,   -0.003106,   -0.001066,   -0.000000,    0.000000,    0.000000,   -0.004172,   -0.004172
    19,    0.005371,    0.000000,   -0.001749,    0.003498,   -0.000077,    0.000000,    0.000000,    0.000000,    0.003421,    0.003421
    20,    0.005654,    0.000000,    0.002059,   -0.004119,   -0.001242,   -0.000000,    0.000000,    0.000000,   -0.005360,   -0.005360
    21,    0.005936,    0.000000,   -0.002337,    0.004674,    0.000080,    0.000000,    0.000000,    0.000000,    0.004754,    0.004754
    22,    0.006219,    0.000000,    0.002737,   -0.005473,   -0.001468,   -0.000000,    0.000000,    0.000000,   -0.006941,   -0.006941
    23,    0.006502,    0.000000,   -0.003117,    0.006234,    0.000295,    0.000000,    0.000000,    0.000000,    0.006528,    0.006528
    24,    0.006784,    0.000000,    0.003641,   -0.007282,   -0.001764,   -0.000000,    0.000000,    0.000000,   -0.009045,   -0.009045
    25,    0.007067,    0.000000,   -0.004152,    0.008305,    0.000584,    0.000000,    0.000000,    0.000000,    0.008889,    0.008889
    26,    0.007350,    0.000000,    0.004845,   -0.009689,   -0.002155,   -0.000000,    0.000000,    0.000000,   -0.011845,   -0.011845
    27,    0.007632,    0.000000,   -0.005529,    0.011058,    0.000971,    0.000000,    0.000000,    0.000000,    0.012029,    0.012029
    28,    0.007915,    0.000000,    0.006444,   -0.012889,   -0.002673,   -0.000000,    0.000000,    0.000000,   -0.015561,   -0.015561
    29,    0.008198,    0.000000,   -0.007359,    0.014718,    0.001488,    0.000000,    0.000000,    0.000000,    0.016206,    0.016206
    30,    0.008480,    0.000000,    0.008564,   -0.017128,   -0.003354,   -0.000000,    0.000000,    0.000000,   -0.020482,   -0.020482
    31,    0.008763,    0.000000,   -0.009788,    0.019575,    0.002180,    0.000000,    0.000000,    0.000000,    0.021755,    0.021755
    32,    0.009046,    0.000000,    0.011365,   -0.022729,   -0.004246,   -0.000000,    0.000000,    0.000000,   -0.026975,   -0.026975
    33,    0.009328,    0.000000,   -0.012998,    0.025996,    0.003103,    0.000000,    0.000000,    0.000000,    0.029099,    0.029099
    34,    0.009611,    0.000000,    0.015048,   -0.030095,   -0.005404,   -0.000000,    0.000000,    0.000000,   -0.035499,   -0.035499
    35,    0.009894,    0.000000,   -0.017211,    0.034423,    0.004326,    0.000000,    0.000000,    0.000000,    0.038749,    0.038749
