|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  -0.445691   | -221.059137  |  35.182726   |  35.182654   |   0.002016   |   0.028423   |
|      1       |  -0.445691   |  221.059137  |  35.182726   |  35.182654   |   0.002016   |   0.028423   |
|      2       |  -0.706818   | -652.068091  |  103.779921  |  103.779860  |   0.001084   |   0.009636   |
|      3       |  -0.706818   |  652.068091  |  103.779921  |  103.779860  |   0.001084   |   0.009636   |
|      4       |  -8.675353   | -1738.781589 |  276.739129  |  276.735685  |   0.004989   |   0.003614   |
|      5       |  -8.675353   | 1738.781589  |  276.739129  |  276.735685  |   0.004989   |   0.003614   |
|      6       |  -8.897788   | -1083.728085 |  172.486495  |  172.480682  |   0.008210   |   0.005798   |
|      7       |  -8.897788   | 1083.728085  |  172.486495  |  172.480682  |   0.008210   |   0.005798   |
|      8       |  -9.361556   | -551.120102  |  87.726142   |  87.713489   |   0.016984   |   0.011401   |
|      9       |  -9.361556   |  551.120102  |  87.726142   |  87.713489   |   0.016984   |   0.011401   |
|      10      |  -16.568635  | -1028.962907 |  163.785762  |  163.764533  |   0.016100   |   0.006106   |
|      11      |  -16.568635  | 1028.962907  |  163.785762  |  163.764533  |   0.016100   |   0.006106   |
|      12      |  -17.365847  |  164.164923  |  26.273437   |  26.127659   |   0.105196   |   0.038274   |
|      13      |  -17.365847  | -164.164923  |  26.273437   |  26.127659   |   0.105196   |   0.038274   |
|      14      |  -18.116859  |  24.035230   |   4.790307   |   3.825326   |   0.601921   |   0.261416   |
|      15      |  -18.116859  |  -24.035230  |   4.790307   |   3.825326   |   0.601921   |   0.261416   |
|      16      | -247.350735  |  -0.000000   |  39.367092   |   0.000000   |   1.000000   |     inf      |
|      17      | -414.762086  |  78.233334   |  67.175462   |  12.451222   |   0.982672   |   0.080313   |
|      18      | -414.762086  |  -78.233334  |  67.175462   |  12.451222   |   0.982672   |   0.080313   |
|      19      | -423.220853  | -677.612576  |  127.152219  |  107.845391  |   0.529741   |   0.009273   |
|      20      | -423.220853  |  677.612576  |  127.152219  |  107.845391  |   0.529741   |   0.009273   |
|      21      | -459.445783  | -449.406122  |  102.288015  |  71.525206   |   0.714874   |   0.013981   |
|      22      | -459.445783  |  449.406122  |  102.288015  |  71.525206   |   0.714874   |   0.013981   |
|      23      | -476.092360  |  366.772385  |  95.650124   |  58.373638   |   0.792184   |   0.017131   |
|      24      | -476.092360  | -366.772385  |  95.650124   |  58.373638   |   0.792184   |   0.017131   |
|      25      | -536.577974  |   0.000000   |  85.399037   |   0.000000   |   1.000000   |     inf      |
|      26      | -676.439745  |  -0.000000   |  107.658729  |   0.000000   |   1.000000   |     inf      |
|      27      | -919.036284  |  -0.000000   |  146.269167  |   0.000000   |   1.000000   |     inf      |
|      28      | -1093.144300 |   0.000000   |  173.979319  |   0.000000   |   1.000000   |     inf      |
|      29      | -1249.608614 |  -0.000000   |  198.881388  |   0.000000   |   1.000000   |     inf      |
|      30      | -1453.354414 |  -0.000000   |  231.308539  |   0.000000   |   1.000000   |     inf      |
|      31      | -1648.856594 |   0.000000   |  262.423677  |   0.000000   |   1.000000   |     inf      |
|      32      | -1873.254890 |  -14.592895  |  298.146822  |   2.322531   |   0.999970   |   0.430565   |
|      33      | -1873.254890 |  14.592895   |  298.146822  |   2.322531   |   0.999970   |   0.430565   |
|      34      | -2391.370718 |  -0.000000   |  380.598471  |   0.000000   |   1.000000   |     inf      |
|      35      | -3037.944529 | -165.739109  |  484.222903  |  26.378198   |   0.998515   |   0.037910   |
|      36      | -3037.944529 |  165.739109  |  484.222903  |  26.378198   |   0.998515   |   0.037910   |
|      37      | -3608.176572 |  -0.000000   |  574.259137  |   0.000000   |   1.000000   |     inf      |
|      38      | -3719.787506 |  193.507116  |  592.823089  |  30.797614   |   0.998650   |   0.032470   |
|      39      | -3719.787506 | -193.507116  |  592.823089  |  30.797614   |   0.998650   |   0.032470   |
|      40      | -5185.707497 | 5586.520383  | 1213.140451  |  889.122334  |   0.680326   |   0.001125   |
|      41      | -5185.707497 | -5586.520383 | 1213.140451  |  889.122334  |   0.680326   |   0.001125   |
|      42      | -5200.721388 | -5620.078032 | 1218.681939  |  894.463199  |   0.679193   |   0.001118   |
|      43      | -5200.721388 | 5620.078032  | 1218.681939  |  894.463199  |   0.679193   |   0.001118   |
|      44      | -5377.588539 | -5620.458409 | 1238.016894  |  894.523738  |   0.691323   |   0.001118   |
|      45      | -5377.588539 | 5620.458409  | 1238.016894  |  894.523738  |   0.691323   |   0.001118   |
|      46      | -5656.632272 | 5595.698435  | 1266.350683  |  890.583066  |   0.710925   |   0.001123   |
|      47      | -5656.632272 | -5595.698435 | 1266.350683  |  890.583066  |   0.710925   |   0.001123   |
