|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.300801   |   4.504212   |   4.504212   |  -0.000000   |   0.222014   |
|      1       |   0.000000   |  28.300812   |   4.504214   |   4.504214   |  -0.000000   |   0.222014   |
|      2       |   0.000000   |  190.499222  |  30.318893   |  30.318893   |  -0.000000   |   0.032983   |
|      3       |   0.000000   |  190.499233  |  30.318895   |  30.318895   |  -0.000000   |   0.032983   |
|      4       |   0.000000   |  257.743853  |  41.021208   |  41.021208   |  -0.000000   |   0.024378   |
|      5       |   0.000000   |  257.743903  |  41.021216   |  41.021216   |  -0.000000   |   0.024378   |
|      6       |   0.000000   |  553.333868  |  88.065820   |  88.065820   |  -0.000000   |   0.011355   |
|      7       |   0.000000   |  553.333878  |  88.065822   |  88.065822   |  -0.000000   |   0.011355   |
|      8       |   0.000000   |  684.037877  |  108.868009  |  108.868009  |  -0.000000   |   0.009185   |
|      9       |   0.000000   |  684.037913  |  108.868015  |  108.868015  |  -0.000000   |   0.009185   |
|      10      |   0.000000   | 1038.691943  |  165.312957  |  165.312957  |  -0.000000   |   0.006049   |
|      11      |   0.000000   | 1038.691976  |  165.312962  |  165.312962  |  -0.000000   |   0.006049   |
|      12      |   0.000000   | 1099.915696  |  175.057020  |  175.057020  |  -0.000000   |   0.005712   |
|      13      |   0.000000   | 1099.915708  |  175.057022  |  175.057022  |  -0.000000   |   0.005712   |
|      14      |   0.000000   | 1800.491603  |  286.557139  |  286.557139  |  -0.000000   |   0.003490   |
|      15      |   0.000000   | 1800.491609  |  286.557140  |  286.557140  |  -0.000000   |   0.003490   |
|      16      |   0.000000   | 1944.642763  |  309.499508  |  309.499508  |  -0.000000   |   0.003231   |
|      17      |   0.000000   | 1944.642772  |  309.499510  |  309.499510  |  -0.000000   |   0.003231   |
|      18      |   0.000000   | 2666.083617  |  424.320386  |  424.320386  |  -0.000000   |   0.002357   |
|      19      |   0.000000   | 2666.083627  |  424.320388  |  424.320388  |  -0.000000   |   0.002357   |
|==============|==============|==============|==============|==============|==============|==============|
