|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  -0.287357   | -635.226602  |  101.099464  |  101.099454  |   0.000452   |   0.009891   |
|      1       |  -0.287357   |  635.226602  |  101.099464  |  101.099454  |   0.000452   |   0.009891   |
|      2       |  -1.972895   | -249.756309  |  39.751191   |  39.749951   |   0.007899   |   0.025157   |
|      3       |  -1.972895   |  249.756309  |  39.751191   |  39.749951   |   0.007899   |   0.025157   |
|      4       |  -3.504758   |  -28.385162  |   4.551945   |   4.517639   |   0.122541   |   0.221355   |
|      5       |  -3.504758   |  28.385162   |   4.551945   |   4.517639   |   0.122541   |   0.221355   |
|      6       |  -3.749482   |  539.430961  |  85.855178   |  85.853104   |   0.006951   |   0.011648   |
|      7       |  -3.749482   | -539.430961  |  85.855178   |  85.853104   |   0.006951   |   0.011648   |
|      8       |  -4.052837   | -189.222915  |  30.122669   |  30.115762   |   0.021413   |   0.033205   |
|      9       |  -4.052837   |  189.222915  |  30.122669   |  30.115762   |   0.021413   |   0.033205   |
|      10      |  -5.757885   | -1486.590125 |  236.599941  |  236.598167  |   0.003873   |   0.004227   |
|      11      |  -5.757885   | 1486.590125  |  236.599941  |  236.598167  |   0.003873   |   0.004227   |
|      12      |  -6.318693   | 1015.386346  |  161.606885  |  161.603756  |   0.006223   |   0.006188   |
|      13      |  -6.318693   | -1015.386346 |  161.606885  |  161.603756  |   0.006223   |   0.006188   |
|      14      |  -7.198472   | -985.488386  |  156.849532  |  156.845348  |   0.007304   |   0.006376   |
|      15      |  -7.198472   |  985.488386  |  156.849532  |  156.845348  |   0.007304   |   0.006376   |
|      16      | -101.415148  |   0.000000   |  16.140722   |   0.000000   |   1.000000   |     inf      |
|      17      | -154.407551  |  30.430759   |  25.047430   |   4.843206   |   0.981128   |   0.206475   |
|      18      | -154.407551  |  -30.430759  |  25.047430   |   4.843206   |   0.981128   |   0.206475   |
|      19      | -156.821282  |  251.747352  |  47.204842   |  40.066835   |   0.528736   |   0.024958   |
|      20      | -156.821282  | -251.747352  |  47.204842   |  40.066835   |   0.528736   |   0.024958   |
|      21      | -170.827101  |  165.471161  |  37.851651   |  26.335553   |   0.718277   |   0.037971   |
|      22      | -170.827101  | -165.471161  |  37.851651   |  26.335553   |   0.718277   |   0.037971   |
|      23      | -176.816691  | -136.281090  |  35.529956   |  21.689809   |   0.792043   |   0.046105   |
|      24      | -176.816691  |  136.281090  |  35.529956   |  21.689809   |   0.792043   |   0.046105   |
|      25      | -199.812497  |   0.000000   |  31.801147   |   0.000000   |   1.000000   |     inf      |
|      26      | -251.541177  |  -0.000000   |  40.034022   |   0.000000   |   1.000000   |     inf      |
|      27      | -341.377827  |   0.000000   |  54.331969   |   0.000000   |   1.000000   |     inf      |
|      28      | -406.693794  |   0.000000   |  64.727328   |   0.000000   |   1.000000   |     inf      |
|      29      | -465.081590  |   0.000000   |  74.020034   |   0.000000   |   1.000000   |     inf      |
|      30      | -540.254191  |  -0.000000   |  85.984125   |   0.000000   |   1.000000   |     inf      |
|      31      | -612.631839  |   0.000000   |  97.503386   |   0.000000   |   1.000000   |     inf      |
|      32      | -695.750889  |  -6.104589   |  110.736455  |   0.971576   |   0.999962   |   1.029256   |
|      33      | -695.750889  |   6.104589   |  110.736455  |   0.971576   |   0.999962   |   1.029256   |
|      34      | -889.706707  |  -0.000000   |  141.601220  |   0.000000   |   1.000000   |     inf      |
|      35      | -1128.244547 |  60.306005   |  179.822026  |   9.597999   |   0.998575   |   0.104188   |
|      36      | -1128.244547 |  -60.306005  |  179.822026  |   9.597999   |   0.998575   |   0.104188   |
|      37      | -1343.340629 |  -0.000000   |  213.799301  |   0.000000   |   1.000000   |     inf      |
|      38      | -1387.312384 |  74.615711   |  221.116750  |  11.875459   |   0.998557   |   0.084207   |
|      39      | -1387.312384 |  -74.615711  |  221.116750  |  11.875459   |   0.998557   |   0.084207   |
|      40      | -1922.354677 | -2084.627385 |  451.313549  |  331.778753  |   0.677915   |   0.003014   |
|      41      | -1922.354677 | 2084.627385  |  451.313549  |  331.778753  |   0.677915   |   0.003014   |
|      42      | -1944.292507 | -2080.387190 |  453.194482  |  331.103905  |   0.682806   |   0.003020   |
|      43      | -1944.292507 | 2080.387190  |  453.194482  |  331.103905  |   0.682806   |   0.003020   |
|      44      | -2052.996395 | -2066.475031 |  463.605899  |  328.889716  |   0.704789   |   0.003041   |
|      45      | -2052.996395 | 2066.475031  |  463.605899  |  328.889716  |   0.704789   |   0.003041   |
|      46      | -2113.553539 |   0.000000   |  336.382493  |   0.000000   |   1.000000   |     inf      |
|      47      | -2209.783429 |   0.000000   |  351.697956  |   0.000000   |   1.000000   |     inf      |
