|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.983733   |   4.453749   |   4.453749   |  -0.000000   |   0.224530   |
|      1       |   0.000000   |  27.996515   |   4.455784   |   4.455784   |  -0.000000   |   0.224427   |
|      2       |   0.000000   |  185.344030  |  29.498419   |  29.498419   |  -0.000000   |   0.033900   |
|      3       |   0.000000   |  185.357282  |  29.500528   |  29.500528   |  -0.000000   |   0.033898   |
|      4       |   0.000000   |  254.869768  |  40.563783   |  40.563783   |  -0.000000   |   0.024653   |
|      5       |   0.000000   |  254.902990  |  40.569071   |  40.569071   |  -0.000000   |   0.024649   |
|      6       |   0.000000   |  529.830641  |  84.325166   |  84.325166   |  -0.000000   |   0.011859   |
|      7       |   0.000000   |  529.845881  |  84.327591   |  84.327591   |  -0.000000   |   0.011859   |
|      8       |   0.000000   |  576.063061  |  91.683284   |  91.683284   |  -0.000000   |   0.010907   |
|      9       |   0.000000   |  576.169314  |  91.700194   |  91.700194   |  -0.000000   |   0.010905   |
|      10      |   0.000000   | 1047.192901  |  166.665927  |  166.665927  |  -0.000000   |   0.006000   |
|      11      |   0.000000   | 1047.207421  |  166.668237  |  166.668237  |  -0.000000   |   0.006000   |
|      12      |   0.000000   | 1168.573181  |  185.984198  |  185.984198  |  -0.000000   |   0.005377   |
|      13      |   0.000000   | 1168.706381  |  186.005398  |  186.005398  |  -0.000000   |   0.005376   |
|      14      |   0.000000   | 1725.839782  |  274.675932  |  274.675932  |  -0.000000   |   0.003641   |
|      15      |   0.000000   | 1725.854566  |  274.678285  |  274.678285  |  -0.000000   |   0.003641   |
|      16      |   0.000000   | 1977.937260  |  314.798492  |  314.798492  |  -0.000000   |   0.003177   |
|      17      |   0.000000   | 1978.065486  |  314.818900  |  314.818900  |  -0.000000   |   0.003176   |
|      18      |   0.000000   | 2554.712004  |  406.595044  |  406.595044  |  -0.000000   |   0.002459   |
|      19      |   0.000000   | 2554.727506  |  406.597511  |  406.597511  |  -0.000000   |   0.002459   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.966659   |   4.451032   |   4.451032   |  -0.000000   |   0.224667   |
|      1       |   0.000000   |  27.969801   |   4.451532   |   4.451532   |  -0.000000   |   0.224642   |
|      2       |   0.000000   |  185.465938  |  29.517821   |  29.517821   |  -0.000000   |   0.033878   |
|      3       |   0.000000   |  185.469862  |  29.518445   |  29.518445   |  -0.000000   |   0.033877   |
|      4       |   0.000000   |  259.142646  |  41.243833   |  41.243833   |  -0.000000   |   0.024246   |
|      5       |   0.000000   |  259.160502  |  41.246675   |  41.246675   |  -0.000000   |   0.024244   |
|      6       |   0.000000   |  530.750648  |  84.471589   |  84.471589   |  -0.000000   |   0.011838   |
|      7       |   0.000000   |  530.754279  |  84.472167   |  84.472167   |  -0.000000   |   0.011838   |
|      8       |   0.000000   |  647.361091  |  103.030718  |  103.030718  |  -0.000000   |   0.009706   |
|      9       |   0.000000   |  647.366462  |  103.031572  |  103.031572  |  -0.000000   |   0.009706   |
|      10      |   0.000000   | 1048.065252  |  166.804765  |  166.804765  |  -0.000000   |   0.005995   |
|      11      |   0.000000   | 1048.068617  |  166.805301  |  166.805301  |  -0.000000   |   0.005995   |
|      12      |   0.000000   | 1082.796525  |  172.332419  |  172.332419  |  -0.000000   |   0.005803   |
|      13      |   0.000000   | 1082.799989  |  172.332971  |  172.332971  |  -0.000000   |   0.005803   |
|      14      |   0.000000   | 1726.740121  |  274.819226  |  274.819226  |  -0.000000   |   0.003639   |
|      15      |   0.000000   | 1726.743545  |  274.819771  |  274.819771  |  -0.000000   |   0.003639   |
|      16      |   0.000000   | 1905.417714  |  303.256648  |  303.256648  |  -0.000000   |   0.003298   |
|      17      |   0.000000   | 1905.419351  |  303.256908  |  303.256908  |  -0.000000   |   0.003298   |
|      18      |   0.000000   | 2555.676686  |  406.748577  |  406.748577  |  -0.000000   |   0.002459   |
|      19      |   0.000000   | 2555.680528  |  406.749189  |  406.749189  |  -0.000000   |   0.002459   |
|==============|==============|==============|==============|==============|==============|==============|
