#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,4.520979e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     2,9.041957e-05,0.000000e+00,1.072171e-11,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.061299e-04,0.000000e+00
     3,1.356294e-04,0.000000e+00,4.556204e-11,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-7.214481e-04,0.000000e+00
     4,1.808391e-04,0.000000e+00,7.165681e-11,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.305996e-03,0.000000e+00
     5,2.260489e-04,0.000000e+00,-1.043551e-11,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.542581e-03,0.000000e+00
     6,2.712587e-04,0.000000e+00,-3.269692e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.141401e-03,0.000000e+00
     7,3.164685e-04,0.000000e+00,-9.577575e-10,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.635752e-04,0.000000e+00
     8,3.616783e-04,0.000000e+00,-1.883358e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.189460e-04,0.000000e+00
     9,4.068881e-04,0.000000e+00,-3.028990e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.076266e-03,0.000000e+00
    10,4.520979e-04,0.000000e+00,-4.387536e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.065438e-03,0.000000e+00
    11,4.973077e-04,0.000000e+00,-6.088595e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.131389e-03,0.000000e+00
    12,5.425174e-04,0.000000e+00,-8.308789e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.587009e-04,0.000000e+00
    13,5.877272e-04,0.000000e+00,-1.109697e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.941629e-04,0.000000e+00
    14,6.329370e-04,0.000000e+00,-1.431255e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.411293e-05,0.000000e+00
    15,6.781468e-04,0.000000e+00,-1.778487e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.838835e-03,0.000000e+00
    16,7.233566e-04,0.000000e+00,-2.155762e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.459938e-03,0.000000e+00
    17,7.685664e-04,0.000000e+00,-2.593194e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.717623e-03,0.000000e+00
    18,8.137762e-04,0.000000e+00,-3.119357e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.076248e-04,0.000000e+00
    19,8.589859e-04,0.000000e+00,-3.728015e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.034682e-03,0.000000e+00
    20,9.041957e-04,0.000000e+00,-4.379392e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.708211e-04,0.000000e+00
    21,9.494055e-04,0.000000e+00,-5.044318e-08,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-3.817060e-03,0.000000e+00
    22,9.946153e-04,0.000000e+00,-5.747581e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.980117e-03,0.000000e+00
    23,1.039825e-03,0.000000e+00,-6.555377e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.825403e-03,0.000000e+00
    24,1.085035e-03,0.000000e+00,-7.506659e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.180380e-03,0.000000e+00
    25,1.130245e-03,0.000000e+00,-8.559220e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.276547e-03,0.000000e+00
    26,1.175454e-03,0.000000e+00,-9.622473e-08,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-3.013004e-04,0.000000e+00
    27,1.220664e-03,0.000000e+00,-1.066045e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-8.722042e-03,0.000000e+00
    28,1.265874e-03,0.000000e+00,-1.175532e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.018630e-02,0.000000e+00
    29,1.311084e-03,0.000000e+00,-1.304002e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.526000e-04,0.000000e+00
    30,1.356294e-03,0.000000e+00,-1.454767e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.061173e-02,0.000000e+00
    31,1.401503e-03,0.000000e+00,-1.614394e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,1.036668e-02,0.000000e+00
    32,1.446713e-03,0.000000e+00,-1.765096e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.638278e-03,0.000000e+00
    33,1.491923e-03,0.000000e+00,-1.906086e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-1.971682e-02,0.000000e+00
    34,1.537133e-03,0.000000e+00,-2.059575e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.586903e-02,0.000000e+00
    35,1.582343e-03,0.000000e+00,-2.249530e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.497364e-03,0.000000e+00
    36,1.627552e-03,0.000000e+00,-2.472178e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.652075e-02,0.000000e+00
    37,1.672762e-03,0.000000e+00,-2.693005e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,1.595542e-02,0.000000e+00
    38,1.717972e-03,0.000000e+00,-2.881602e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-1.937863e-02,0.000000e+00
    39,1.763182e-03,0.000000e+00,-3.051295e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.200746e-02,0.000000e+00
    40,1.808391e-03,0.000000e+00,-3.254996e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.969877e-02,0.000000e+00
    41,1.853601e-03,0.000000e+00,-3.530144e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.233969e-02,0.000000e+00
    42,1.898811e-03,0.000000e+00,-3.847376e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.696285e-02,0.000000e+00
    43,1.944021e-03,0.000000e+00,-4.128544e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,1.515549e-02,0.000000e+00
    44,1.989231e-03,0.000000e+00,-4.330906e-07,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-5.942344e-02,0.000000e+00
    45,2.034440e-03,0.000000e+00,-4.510527e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.196361e-02,0.000000e+00
    46,2.079650e-03,0.000000e+00,-4.779816e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.868725e-03,0.000000e+00
    47,2.124860e-03,0.000000e+00,-5.183932e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.503457e-02,0.000000e+00
