|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.965612   |   4.450865   |   4.450865   |  -0.000000   |   0.224675   |
|      1       |   0.000000   |  27.965617   |   4.450866   |   4.450866   |  -0.000000   |   0.224675   |
|      2       |   0.000000   |  185.538828  |  29.529422   |  29.529422   |  -0.000000   |   0.033865   |
|      3       |   0.000000   |  185.538834  |  29.529423   |  29.529423   |  -0.000000   |   0.033865   |
|      4       |   0.000000   |  261.044573  |  41.546534   |  41.546534   |  -0.000000   |   0.024069   |
|      5       |   0.000000   |  261.044599  |  41.546538   |  41.546538   |  -0.000000   |   0.024069   |
|      6       |   0.000000   |  531.344573  |  84.566115   |  84.566115   |  -0.000000   |   0.011825   |
|      7       |   0.000000   |  531.344580  |  84.566116   |  84.566116   |  -0.000000   |   0.011825   |
|      8       |   0.000000   |  713.974913  |  113.632637  |  113.632637  |  -0.000000   |   0.008800   |
|      9       |   0.000000   |  713.974928  |  113.632639  |  113.632639  |  -0.000000   |   0.008800   |
|      10      |   0.000000   | 1008.334571  |  160.481431  |  160.481431  |  -0.000000   |   0.006231   |
|      11      |   0.000000   | 1008.334593  |  160.481435  |  160.481435  |  -0.000000   |   0.006231   |
|      12      |   0.000000   | 1048.845327  |  166.928918  |  166.928918  |  -0.000000   |   0.005991   |
|      13      |   0.000000   | 1048.845327  |  166.928918  |  166.928918  |  -0.000000   |   0.005991   |
|      14      |   0.000000   | 1727.155692  |  274.885366  |  274.885366  |  -0.000000   |   0.003638   |
|      15      |   0.000000   | 1727.155693  |  274.885366  |  274.885366  |  -0.000000   |   0.003638   |
|      16      |   0.000000   | 1862.038098  |  296.352567  |  296.352567  |  -0.000000   |   0.003374   |
|      17      |   0.000000   | 1862.038101  |  296.352568  |  296.352568  |  -0.000000   |   0.003374   |
|      18      |   0.000000   | 2556.299635  |  406.847723  |  406.847723  |  -0.000000   |   0.002458   |
|      19      |   0.000000   | 2556.299640  |  406.847724  |  406.847724  |  -0.000000   |   0.002458   |
|==============|==============|==============|==============|==============|==============|==============|
