#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,   D2control,       noise,     capping,         raw,     control
     0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     1,1.591384e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
     2,3.182769e-04,0.000000e+00,1.671858e+01,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.027609e-07,0.000000e+00
     3,4.774153e-04,0.000000e+00,1.853824e+01,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-9.415010e-07,0.000000e+00
     4,6.365538e-04,0.000000e+00,8.296079e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.544933e-06,0.000000e+00
     5,7.956922e-04,0.000000e+00,1.264229e+01,-0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-1.501723e-05,0.000000e+00
     6,9.548307e-04,0.000000e+00,1.062865e+01,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.706644e-05,0.000000e+00
     7,1.113969e-03,0.000000e+00,3.747071e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.345283e-05,0.000000e+00
     8,1.273108e-03,0.000000e+00,9.766750e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.237167e-04,0.000000e+00
     9,1.432246e-03,0.000000e+00,2.565249e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.844061e-04,0.000000e+00
    10,1.591384e-03,0.000000e+00,1.388954e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-2.518089e-04,0.000000e+00
    11,1.750523e-03,0.000000e+00,4.640322e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-2.941245e-04,0.000000e+00
    12,1.909661e-03,0.000000e+00,-3.651477e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.309936e-04,0.000000e+00
    13,2.068800e-03,0.000000e+00,1.026926e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-3.623968e-04,0.000000e+00
    14,2.227938e-03,0.000000e+00,-3.859307e-01,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.886456e-04,0.000000e+00
    15,2.387077e-03,0.000000e+00,-5.752465e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.095558e-04,0.000000e+00
    16,2.546215e-03,0.000000e+00,4.449175e-01,-0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.257958e-04,0.000000e+00
    17,2.705354e-03,0.000000e+00,-5.471304e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.378507e-04,0.000000e+00
    18,2.864492e-03,0.000000e+00,-5.464962e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.458335e-04,0.000000e+00
    19,3.023631e-03,0.000000e+00,-1.969546e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.501848e-04,0.000000e+00
    20,3.182769e-03,0.000000e+00,-9.121202e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.507807e-04,0.000000e+00
    21,3.341907e-03,0.000000e+00,-4.401282e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.480003e-04,0.000000e+00
    22,3.501046e-03,0.000000e+00,-5.453402e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.424037e-04,0.000000e+00
    23,3.660184e-03,0.000000e+00,-9.400587e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.336987e-04,0.000000e+00
    24,3.819323e-03,0.000000e+00,-2.608379e+00,0.000000e+00,-0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-4.219575e-04,0.000000e+00
    25,3.978461e-03,0.000000e+00,-6.308480e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.076767e-04,0.000000e+00
    26,4.137600e-03,0.000000e+00,-3.752152e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-3.918039e-04,0.000000e+00
    27,4.296738e-03,0.000000e+00,1.999499e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,-3.755635e-04,0.000000e+00
