|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  -1.069822   | -452.734916  |  72.055201   |  72.055000   |   0.002363   |   0.013878   |
|      1       |  -1.069822   |  452.734916  |  72.055201   |  72.055000   |   0.002363   |   0.013878   |
|      2       |  -2.795880   | -225.355558  |  35.869211   |  35.866451   |   0.012406   |   0.027881   |
|      3       |  -2.795880   |  225.355558  |  35.869211   |  35.866451   |   0.012406   |   0.027881   |
|      4       |  -4.171710   | -525.160133  |  83.584468   |  83.581831   |   0.007943   |   0.011964   |
|      5       |  -4.171710   |  525.160133  |  83.584468   |  83.581831   |   0.007943   |   0.011964   |
|      6       |  -4.207961   | -1035.767228 |  164.848835  |  164.847474  |   0.004063   |   0.006066   |
|      7       |  -4.207961   | 1035.767228  |  164.848835  |  164.847474  |   0.004063   |   0.006066   |
|      8       |  -4.932003   | -1701.350745 |  270.779519  |  270.778381  |   0.002899   |   0.003693   |
|      9       |  -4.932003   | 1701.350745  |  270.779519  |  270.778381  |   0.002899   |   0.003693   |
|      10      |  -5.447050   |  28.719581   |   4.652349   |   4.570863   |   0.186341   |   0.218777   |
|      11      |  -5.447050   |  -28.719581  |   4.652349   |   4.570863   |   0.186341   |   0.218777   |
|      12      |  -6.319376   |  184.923177  |  29.448618   |  29.431438   |   0.034153   |   0.033977   |
|      13      |  -6.319376   | -184.923177  |  29.448618   |  29.431438   |   0.034153   |   0.033977   |
|      14      |  -9.280598   | -1271.625198 |  202.390826  |  202.385436  |   0.007298   |   0.004941   |
|      15      |  -9.280598   | 1271.625198  |  202.390826  |  202.385436  |   0.007298   |   0.004941   |
|      16      |  -91.847773  |  -0.000000   |  14.618027   |   0.000000   |   1.000000   |     inf      |
|      17      |  -96.102363  |   0.000000   |  15.295166   |   0.000000   |   1.000000   |     inf      |
|      18      | -111.909232  | -129.259533  |  27.211168   |  20.572294   |   0.654544   |   0.048609   |
|      19      | -111.909232  |  129.259533  |  27.211168   |  20.572294   |   0.654544   |   0.048609   |
|      20      | -153.077845  |  -18.163668  |  24.534004   |   2.890838   |   0.993034   |   0.345921   |
|      21      | -153.077845  |  18.163668   |  24.534004   |   2.890838   |   0.993034   |   0.345921   |
|      22      | -160.286607  |  -63.870851  |  27.461161   |  10.165362   |   0.928963   |   0.098373   |
|      23      | -160.286607  |  63.870851   |  27.461161   |  10.165362   |   0.928963   |   0.098373   |
|      24      | -174.008528  |  115.578890  |  33.246796   |  18.394952   |   0.832992   |   0.054363   |
|      25      | -174.008528  | -115.578890  |  33.246796   |  18.394952   |   0.832992   |   0.054363   |
|      26      | -242.272244  |  27.634178   |  38.808845   |   4.398116   |   0.993558   |   0.227370   |
|      27      | -242.272244  |  -27.634178  |  38.808845   |   4.398116   |   0.993558   |   0.227370   |
|      28      | -296.258966  |   0.000000   |  47.151079   |   0.000000   |   1.000000   |     inf      |
|      29      | -372.608927  |  -0.000000   |  59.302553   |   0.000000   |   1.000000   |     inf      |
|      30      | -484.033458  |  -12.016741  |  77.060054   |   1.912524   |   0.999692   |   0.522869   |
|      31      | -484.033458  |  12.016741   |  77.060054   |   1.912524   |   0.999692   |   0.522869   |
|      32      | -623.604689  |  -15.374689  |  99.279929   |   2.446958   |   0.999696   |   0.408671   |
|      33      | -623.604689  |  15.374689   |  99.279929   |   2.446958   |   0.999696   |   0.408671   |
|      34      | -800.611977  |  -0.000000   |  127.421354  |   0.000000   |   1.000000   |     inf      |
|      35      | -1118.250964 |  -30.193198  |  178.040031  |   4.805397   |   0.999636   |   0.208099   |
|      36      | -1118.250964 |  30.193198   |  178.040031  |   4.805397   |   0.999636   |   0.208099   |
|      37      | -1354.913435 |  -0.000000   |  215.641171  |   0.000000   |   1.000000   |     inf      |
|      38      | -1506.360506 |  -0.000000   |  239.744721  |   0.000000   |   1.000000   |     inf      |
|      39      | -2094.378290 |  -0.000000   |  333.330658  |   0.000000   |   1.000000   |     inf      |
|      40      | -4922.795258 |  -0.000000   |  783.487199  |   0.000000   |   1.000000   |     inf      |
|      41      | -5889.081001 |   0.000000   |  937.276352  |   0.000000   |   1.000000   |     inf      |
|      42      | -7791.242633 |  -0.000000   | 1240.014778  |   0.000000   |   1.000000   |     inf      |
|      43      | -8336.167971 |-17592.918860 | 3098.426251  | 2800.000000  |   0.428199   |   0.000357   |
|      44      | -9205.316433 | 17592.918860 | 3160.132091  | 2800.000000  |   0.463611   |   0.000357   |
|      45      | -9954.417473 | 16465.555520 | 3062.254207  | 2620.574552  |   0.517362   |   0.000382   |
|      46      | -9954.417473 |-16465.555520 | 3062.254207  | 2620.574552  |   0.517362   |   0.000382   |
|      47      | -9961.712405 |-12924.084559 | 2597.044285  | 2056.931942  |   0.610485   |   0.000486   |
