#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,       noise,     capping,         raw,     control
     1,    0.000289,    0.011732,    0.000000,    0.001173,    0.000034,    0.000000,    0.000000,    0.000000,    0.001207,    0.001207
     2,    0.000577,    0.011732,    0.145061,   -0.013333,   -0.000351,    0.000000,    0.000000,    0.000000,   -0.013684,   -0.013684
     3,    0.000866,    0.011732,    0.206311,   -0.019458,   -0.000912,    0.000000,    0.000000,    0.000000,   -0.020370,   -0.020370
     4,    0.001154,    0.011732,    0.248250,   -0.023652,   -0.001595,    0.000000,    0.000000,    0.000000,   -0.025246,   -0.025246
     5,    0.001443,    0.011732,    0.281111,   -0.026938,   -0.002372,    0.000000,    0.000000,    0.000000,   -0.029310,   -0.029310
     6,    0.001731,    0.011732,    0.308930,   -0.029720,   -0.003229,    0.000000,    0.000000,    0.000000,   -0.032949,   -0.032949
     7,    0.002020,    0.011732,    0.333542,   -0.032181,   -0.004158,    0.000000,    0.000000,    0.000000,   -0.036339,   -0.036339
     8,    0.002308,    0.011732,    0.355845,   -0.034411,   -0.005150,    0.000000,    0.000000,    0.000000,   -0.039562,   -0.039562
     9,    0.002597,    0.011732,    0.376380,   -0.036465,   -0.006203,    0.000000,    0.000000,    0.000000,   -0.042667,   -0.042667
    10,    0.002885,    0.011732,    0.395307,   -0.038358,   -0.007309,    0.000000,    0.000000,    0.000000,   -0.045667,   -0.045667
    11,    0.003174,    0.011732,    0.412679,   -0.040095,   -0.008466,    0.000000,    0.000000,    0.000000,   -0.048561,   -0.048561
    12,    0.003462,    0.011732,    0.428481,   -0.041675,   -0.009668,    0.000000,    0.000000,    0.000000,   -0.051343,   -0.051343
    13,    0.003751,    0.011732,    0.442592,   -0.043086,   -0.010911,    0.000000,    0.000000,    0.000000,   -0.053997,   -0.053997
    14,    0.004039,    0.011732,    0.455035,   -0.044330,   -0.012190,    0.000000,    0.000000,    0.000000,   -0.056521,   -0.056521
    15,    0.004328,    0.011732,    0.465778,   -0.045405,   -0.013500,    0.000000,    0.000000,    0.000000,   -0.058905,   -0.058905
    16,    0.004616,    0.011732,    0.475014,   -0.046328,   -0.014837,    0.000000,    0.000000,    0.000000,   -0.061165,   -0.061165
    17,    0.004905,    0.011732,    0.483180,   -0.047145,   -0.016197,    0.000000,    0.000000,    0.000000,   -0.063342,   -0.063342
    18,    0.005193,    0.011732,    0.490733,   -0.047900,   -0.017579,    0.000000,    0.000000,    0.000000,   -0.065479,   -0.065479
    19,    0.005482,    0.011732,    0.498064,   -0.048633,   -0.018982,    0.000000,    0.000000,    0.000000,   -0.067615,   -0.067615
    20,    0.005770,    0.011732,    0.505499,   -0.049377,   -0.020407,    0.000000,    0.000000,    0.000000,   -0.069784,   -0.069784
    21,    0.006059,    0.011732,    0.513267,   -0.050153,   -0.021854,    0.000000,    0.000000,    0.000000,   -0.072007,   -0.072007
    22,    0.006347,    0.011732,    0.521752,   -0.051002,   -0.023325,    0.000000,    0.000000,    0.000000,   -0.074327,   -0.074327
    23,    0.006636,    0.011732,    0.531284,   -0.051955,   -0.024824,    0.000000,    0.000000,    0.000000,   -0.076779,   -0.076779
    24,    0.006924,    0.011732,    0.542087,   -0.053036,   -0.026354,    0.000000,    0.000000,    0.000000,   -0.079390,   -0.079390
    25,    0.007213,    0.011732,    0.554365,   -0.054263,   -0.027920,    0.000000,    0.000000,    0.000000,   -0.082183,   -0.082183
    26,    0.007501,    0.011732,    0.567973,   -0.055624,   -0.029525,    0.000000,    0.000000,    0.000000,   -0.085149,   -0.085149
    27,    0.007790,    0.011732,    0.583115,   -0.057138,   -0.031173,    0.000000,    0.000000,    0.000000,   -0.088312,   -0.088312
    28,    0.008078,    0.011732,    0.599485,   -0.058775,   -0.032869,    0.000000,    0.000000,    0.000000,   -0.091644,   -0.091644
    29,    0.008367,    0.011732,    0.616643,   -0.060491,   -0.034614,    0.000000,    0.000000,    0.000000,   -0.095105,   -0.095105
    30,    0.008655,    0.011732,    0.634130,   -0.062240,   -0.036410,    0.000000,    0.000000,    0.000000,   -0.098650,   -0.098650
    31,    0.008944,    0.011732,    0.651438,   -0.063971,   -0.038256,    0.000000,    0.000000,    0.000000,   -0.102226,   -0.102226
    32,    0.009232,    0.011732,    0.668208,   -0.065648,   -0.040150,    0.000000,    0.000000,    0.000000,   -0.105797,   -0.105797
    33,    0.009521,    0.011732,    0.683743,   -0.067201,   -0.042088,    0.000000,    0.000000,    0.000000,   -0.109289,   -0.109289
    34,    0.009809,    0.011732,    0.698518,   -0.068679,   -0.044070,    0.000000,    0.000000,    0.000000,   -0.112748,   -0.112748
    35,    0.010098,    0.011732,    0.712134,   -0.070040,   -0.046091,    0.000000,    0.000000,    0.000000,   -0.116131,   -0.116131
    36,    0.010386,    0.011732,    0.724408,   -0.071268,   -0.048147,    0.000000,    0.000000,    0.000000,   -0.119414,   -0.119414
    37,    0.010675,    0.011732,    0.735528,   -0.072380,   -0.050235,    0.000000,    0.000000,    0.000000,   -0.122615,   -0.122615
    38,    0.010963,    0.011732,    0.745299,   -0.073357,   -0.052351,    0.000000,    0.000000,    0.000000,   -0.125708,   -0.125708
    39,    0.011252,    0.011732,    0.753604,   -0.074187,   -0.054492,    0.000000,    0.000000,    0.000000,   -0.128679,   -0.128679
    40,    0.011540,    0.011732,    0.760784,   -0.074905,   -0.056653,    0.000000,    0.000000,    0.000000,   -0.131558,   -0.131558
    41,    0.011829,    0.011732,    0.767106,   -0.075537,   -0.058832,    0.000000,    0.000000,    0.000000,   -0.134370,   -0.134370
    42,    0.012117,    0.011732,    0.772962,   -0.076123,   -0.061028,    0.000000,    0.000000,    0.000000,   -0.137151,   -0.137151
    43,    0.012406,    0.011732,    0.778719,   -0.076699,   -0.063241,    0.000000,    0.000000,    0.000000,   -0.139940,   -0.139940
    44,    0.012694,    0.011732,    0.784629,   -0.077290,   -0.065471,    0.000000,    0.000000,    0.000000,   -0.142761,   -0.142761
    45,    0.012983,    0.011732,    0.790683,   -0.077895,   -0.067719,    0.000000,    0.000000,    0.000000,   -0.145614,   -0.145614
    46,    0.013272,    0.011732,    0.796822,   -0.078509,   -0.069984,    0.000000,    0.000000,    0.000000,   -0.148493,   -0.148493
    47,    0.013560,    0.011732,    0.803012,   -0.079128,   -0.072267,    0.000000,    0.000000,    0.000000,   -0.151395,   -0.151395
    48,    0.013849,    0.011732,    0.809384,   -0.079765,   -0.074568,    0.000000,    0.000000,    0.000000,   -0.154333,   -0.154333
    49,    0.014137,    0.011732,    0.816000,   -0.080427,   -0.076888,    0.000000,    0.000000,    0.000000,   -0.157315,   -0.157315
    50,    0.014426,    0.011732,    0.822721,   -0.081099,   -0.079228,    0.000000,    0.000000,    0.000000,   -0.160327,   -0.160327
    51,    0.014714,    0.011732,    0.829388,   -0.081766,   -0.081587,    0.000000,    0.000000,    0.000000,   -0.163353,   -0.163353
    52,    0.015003,    0.011732,    0.835802,   -0.082407,   -0.083965,    0.000000,    0.000000,    0.000000,   -0.166372,   -0.166372
    53,    0.015291,    0.011732,    0.841799,   -0.083007,   -0.086359,    0.000000,    0.000000,    0.000000,   -0.169366,   -0.169366
    54,    0.015580,    0.011732,    0.847062,   -0.083533,   -0.088769,    0.000000,    0.000000,    0.000000,   -0.172302,   -0.172302
    55,    0.015868,    0.011732,    0.851322,   -0.083959,   -0.091192,    0.000000,    0.000000,    0.000000,   -0.175151,   -0.175151
    56,    0.016157,    0.011732,    0.854553,   -0.084282,   -0.093623,    0.000000,    0.000000,    0.000000,   -0.177905,   -0.177905
    57,    0.016445,    0.011732,    0.856800,   -0.084507,   -0.096062,    0.000000,    0.000000,    0.000000,   -0.180568,   -0.180568
    58,    0.016734,    0.011732,    0.858142,   -0.084641,   -0.098503,    0.000000,    0.000000,    0.000000,   -0.183144,   -0.183144
    59,    0.017022,    0.011732,    0.858612,   -0.084688,   -0.100947,    0.000000,    0.000000,    0.000000,   -0.185635,   -0.185635
    60,    0.017311,    0.011732,    0.858202,   -0.084647,   -0.103389,    0.000000,    0.000000,    0.000000,   -0.188036,   -0.188036
    61,    0.017599,    0.011732,    0.856836,   -0.084510,   -0.105827,    0.000000,    0.000000,    0.000000,   -0.190338,   -0.190338
    62,    0.017888,    0.011732,    0.854499,   -0.084277,   -0.108259,    0.000000,    0.000000,    0.000000,   -0.192535,   -0.192535
    63,    0.018176,    0.011732,    0.851332,   -0.083960,   -0.110681,    0.000000,    0.000000,    0.000000,   -0.194641,   -0.194641
    64,    0.018465,    0.011732,    0.847563,   -0.083583,   -0.113092,    0.000000,    0.000000,    0.000000,   -0.196676,   -0.196676
    65,    0.018753,    0.011732,    0.843452,   -0.083172,   -0.115492,    0.000000,    0.000000,    0.000000,   -0.198664,   -0.198664
    66,    0.019042,    0.011732,    0.839218,   -0.082749,   -0.117879,    0.000000,    0.000000,    0.000000,   -0.200628,   -0.200628
    67,    0.019330,    0.011732,    0.835050,   -0.082332,   -0.120255,    0.000000,    0.000000,    0.000000,   -0.202587,   -0.202587
    68,    0.019619,    0.011732,    0.831272,   -0.081954,   -0.122619,    0.000000,    0.000000,    0.000000,   -0.204573,   -0.204573
    69,    0.019907,    0.011732,    0.827216,   -0.081548,   -0.124972,    0.000000,    0.000000,    0.000000,   -0.206520,   -0.206520
    70,    0.020196,    0.011732,    0.823175,   -0.081144,   -0.127313,    0.000000,    0.000000,    0.000000,   -0.208457,   -0.208457
    71,    0.020484,    0.011732,    0.819203,   -0.080747,   -0.129643,    0.000000,    0.000000,    0.000000,   -0.210390,   -0.210390
    72,    0.020773,    0.011732,    0.815443,   -0.080371,   -0.131962,    0.000000,    0.000000,    0.000000,   -0.212333,   -0.212333
    73,    0.021061,    0.011732,    0.811985,   -0.080025,   -0.134270,    0.000000,    0.000000,    0.000000,   -0.214296,   -0.214296
    74,    0.021350,    0.011732,    0.808838,   -0.079711,   -0.136570,    0.000000,    0.000000,    0.000000,   -0.216281,   -0.216281
    75,    0.021638,    0.011732,    0.805887,   -0.079415,   -0.138861,    0.000000,    0.000000,    0.000000,   -0.218277,   -0.218277
