|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.987163   |   4.454295   |   4.454295   |  -0.000000   |   0.224502   |
|      1       |   0.000000   |  28.002278   |   4.456701   |   4.456701   |  -0.000000   |   0.224381   |
|      2       |   0.000000   |  185.220178  |  29.478707   |  29.478707   |  -0.000000   |   0.033923   |
|      3       |   0.000000   |  185.236118  |  29.481244   |  29.481244   |  -0.000000   |   0.033920   |
|      4       |   0.000000   |  251.010099  |  39.949498   |  39.949498   |  -0.000000   |   0.025032   |
|      5       |   0.000000   |  251.060535  |  39.957525   |  39.957525   |  -0.000000   |   0.025027   |
|      6       |   0.000000   |  526.268265  |  83.758196   |  83.758196   |  -0.000000   |   0.011939   |
|      7       |   0.000000   |  526.316942  |  83.765943   |  83.765943   |  -0.000000   |   0.011938   |
|      8       |   0.000000   |  537.486170  |  85.543581   |  85.543581   |  -0.000000   |   0.011690   |
|      9       |   0.000000   |  537.572397  |  85.557304   |  85.557304   |  -0.000000   |   0.011688   |
|      10      |   0.000000   | 1046.376939  |  166.536062  |  166.536062  |  -0.000000   |   0.006005   |
|      11      |   0.000000   | 1046.394455  |  166.538850  |  166.538850  |  -0.000000   |   0.006005   |
|      12      |   0.000000   | 1213.625628  |  193.154518  |  193.154518  |  -0.000000   |   0.005177   |
|      13      |   0.000000   | 1213.767316  |  193.177068  |  193.177068  |  -0.000000   |   0.005177   |
|      14      |   0.000000   | 1724.933494  |  274.531692  |  274.531692  |  -0.000000   |   0.003643   |
|      15      |   0.000000   | 1724.951364  |  274.534536  |  274.534536  |  -0.000000   |   0.003643   |
|      16      |   0.000000   | 2040.707216  |  324.788641  |  324.788641  |  -0.000000   |   0.003079   |
|      17      |   0.000000   | 2040.893078  |  324.818222  |  324.818222  |  -0.000000   |   0.003079   |
|      18      |   0.000000   | 2553.763365  |  406.444063  |  406.444063  |  -0.000000   |   0.002460   |
|      19      |   0.000000   | 2553.782017  |  406.447032  |  406.447032  |  -0.000000   |   0.002460   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.959859   |   4.449950   |   4.449950   |  -0.000000   |   0.224722   |
|      1       |   0.000000   |  27.965007   |   4.450769   |   4.450769   |  -0.000000   |   0.224680   |
|      2       |   0.000000   |  185.378612  |  29.503923   |  29.503923   |  -0.000000   |   0.033894   |
|      3       |   0.000000   |  185.384744  |  29.504898   |  29.504898   |  -0.000000   |   0.033893   |
|      4       |   0.000000   |  256.788233  |  40.869117   |  40.869117   |  -0.000000   |   0.024468   |
|      5       |   0.000000   |  256.816122  |  40.873555   |  40.873555   |  -0.000000   |   0.024466   |
|      6       |   0.000000   |  530.106796  |  84.369117   |  84.369117   |  -0.000000   |   0.011853   |
|      7       |   0.000000   |  530.112511  |  84.370026   |  84.370026   |  -0.000000   |   0.011853   |
|      8       |   0.000000   |  599.679383  |  95.441938   |  95.441938   |  -0.000000   |   0.010478   |
|      9       |   0.000000   |  599.686251  |  95.443031   |  95.443031   |  -0.000000   |   0.010477   |
|      10      |   0.000000   | 1047.480354  |  166.711676  |  166.711676  |  -0.000000   |   0.005998   |
|      11      |   0.000000   | 1047.485660  |  166.712521  |  166.712521  |  -0.000000   |   0.005998   |
|      12      |   0.000000   | 1137.415752  |  181.025339  |  181.025339  |  -0.000000   |   0.005524   |
|      13      |   0.000000   | 1137.420359  |  181.026073  |  181.026073  |  -0.000000   |   0.005524   |
|      14      |   0.000000   | 1726.144455  |  274.724422  |  274.724422  |  -0.000000   |   0.003640   |
|      15      |   0.000000   | 1726.149767  |  274.725268  |  274.725268  |  -0.000000   |   0.003640   |
|      16      |   0.000000   | 1951.567072  |  310.601546  |  310.601546  |  -0.000000   |   0.003220   |
|      17      |   0.000000   | 1951.569289  |  310.601899  |  310.601899  |  -0.000000   |   0.003220   |
|      18      |   0.000000   | 2555.008879  |  406.642293  |  406.642293  |  -0.000000   |   0.002459   |
|      19      |   0.000000   | 2555.014779  |  406.643232  |  406.643232  |  -0.000000   |   0.002459   |
|==============|==============|==============|==============|==============|==============|==============|
