|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  -1.547210   | -110.784612  |  17.633638   |  17.631919   |   0.013965   |   0.056715   |
|      1       |  -1.547210   |  110.784612  |  17.633638   |  17.631919   |   0.013965   |   0.056715   |
|      2       |  -4.347943   |  323.366458  |  51.470022   |  51.465370   |   0.013445   |   0.019431   |
|      3       |  -4.347943   | -323.366458  |  51.470022   |  51.465370   |   0.013445   |   0.019431   |
|      4       |  -5.673489   | 1668.361813  |  265.529565  |  265.528029  |   0.003401   |   0.003766   |
|      5       |  -5.673489   | -1668.361813 |  265.529565  |  265.528029  |   0.003401   |   0.003766   |
|      6       |  -6.130083   |  999.320162  |  159.049736  |  159.046744  |   0.006134   |   0.006287   |
|      7       |  -6.130083   | -999.320162  |  159.049736  |  159.046744  |   0.006134   |   0.006287   |
|      8       |  -6.786664   | -492.946049  |  78.462235   |  78.454800   |   0.013766   |   0.012746   |
|      9       |  -6.786664   |  492.946049  |  78.462235   |  78.454800   |   0.013766   |   0.012746   |
|      10      |  -9.361893   |  172.972109  |  27.569659   |  27.529366   |   0.054045   |   0.036325   |
|      11      |  -9.361893   | -172.972109  |  27.569659   |  27.529366   |   0.054045   |   0.036325   |
|      12      |  -11.331241  |  -35.967519  |   6.001765   |   5.724408   |   0.300482   |   0.174691   |
|      13      |  -11.331241  |  35.967519   |   6.001765   |   5.724408   |   0.300482   |   0.174691   |
|      14      |  -12.211726  | -1224.134964 |  194.836825  |  194.827131  |   0.009975   |   0.005133   |
|      15      |  -12.211726  | 1224.134964  |  194.836825  |  194.827131  |   0.009975   |   0.005133   |
|      16      | -166.658368  |   0.000000   |  26.524503   |   0.000000   |   1.000000   |     inf      |
|      17      | -171.969362  |   0.000000   |  27.369774   |   0.000000   |   1.000000   |     inf      |
|      18      | -201.697951  | -227.208747  |  48.354268   |  36.161395   |   0.663876   |   0.027654   |
|      19      | -201.697951  |  227.208747  |  48.354268   |  36.161395   |   0.663876   |   0.027654   |
|      20      | -213.811805  |   0.000000   |  34.029206   |   0.000000   |   1.000000   |     inf      |
|      21      | -249.938362  | -162.847280  |  47.477395   |  25.917950   |   0.837850   |   0.038583   |
|      22      | -249.938362  |  162.847280  |  47.477395   |  25.917950   |   0.837850   |   0.038583   |
|      23      | -284.990066  |  -81.526036  |  47.176981   |  12.975272   |   0.961435   |   0.077070   |
|      24      | -284.990066  |  81.526036   |  47.176981   |  12.975272   |   0.961435   |   0.077070   |
|      25      | -292.500948  | -194.075979  |  55.868212   |  30.888151   |   0.833264   |   0.032375   |
|      26      | -292.500948  |  194.075979  |  55.868212   |  30.888151   |   0.833264   |   0.032375   |
|      27      | -329.182021  |  -0.000000   |  52.390946   |   0.000000   |   1.000000   |     inf      |
|      28      | -410.300064  |   0.000000   |  65.301283   |   0.000000   |   1.000000   |     inf      |
|      29      | -537.473063  |   0.000000   |  85.541495   |   0.000000   |   1.000000   |     inf      |
|      30      | -578.653678  |   0.000000   |  92.095593   |   0.000000   |   1.000000   |     inf      |
|      31      | -707.696604  |  -0.000000   |  112.633413  |   0.000000   |   1.000000   |     inf      |
|      32      | -788.422272  |  -0.000000   |  125.481302  |   0.000000   |   1.000000   |     inf      |
|      33      | -961.004012  |   0.000000   |  152.948539  |   0.000000   |   1.000000   |     inf      |
|      34      | -1224.076530 |  -0.000000   |  194.817831  |   0.000000   |   1.000000   |     inf      |
|      35      | -1479.657778 |  -0.000000   |  235.494850  |   0.000000   |   1.000000   |     inf      |
|      36      | -1820.815705 |   0.000000   |  289.791820  |   0.000000   |   1.000000   |     inf      |
|      37      | -1935.818515 |  -0.000000   |  308.095086  |   0.000000   |   1.000000   |     inf      |
|      38      | -2318.588208 |  -0.000000   |  369.014774  |   0.000000   |   1.000000   |     inf      |
|      39      | -3013.480501 |   0.000000   |  479.610318  |   0.000000   |   1.000000   |     inf      |
|      40      | -6615.460433 |  -0.000000   | 1052.883229  |   0.000000   |   1.000000   |     inf      |
|      41      | -8725.453414 |  -0.000000   | 1388.699042  |   0.000000   |   1.000000   |     inf      |
|      42      | -9638.647104 |  -0.000000   | 1534.038331  |   0.000000   |   1.000000   |     inf      |
|      43      |-15547.636891 | 30661.944299 | 5471.514180  | 4880.000000  |   0.452248   |   0.000205   |
|      44      |-15701.484280 |   0.000000   | 2498.968837  |   0.000000   |   1.000000   |     inf      |
|      45      |-16551.015636 |-30661.944299 | 5545.564258  | 4880.000000  |   0.475006   |   0.000205   |
|      46      |-17752.824369 |-22609.389061 | 4575.108773  | 3598.396029  |   0.617570   |   0.000278   |
|      47      |-17752.824369 | 22609.389061 | 4575.108773  | 3598.396029  |   0.617570   |   0.000278   |
