|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  26.030271   |   4.142846   |   4.142846   |  -0.000000   |   0.241380   |
|      1       |   0.000000   |  26.873206   |   4.277004   |   4.277004   |  -0.000000   |   0.233809   |
|      2       |   0.000000   |  67.458442   |  10.736345   |  10.736345   |  -0.000000   |   0.093142   |
|      3       |   0.000000   |  68.172117   |  10.849929   |  10.849929   |  -0.000000   |   0.092166   |
|      4       |   0.000000   |  153.589247  |  24.444488   |  24.444488   |  -0.000000   |   0.040909   |
|      5       |   0.000000   |  154.109867  |  24.527347   |  24.527347   |  -0.000000   |   0.040771   |
|      6       |   0.000000   |  320.068571  |  50.940495   |  50.940495   |  -0.000000   |   0.019631   |
|      7       |   0.000000   |  320.513972  |  51.011383   |  51.011383   |  -0.000000   |   0.019603   |
|      8       |   0.000000   |  438.060173  |  69.719442   |  69.719442   |  -0.000000   |   0.014343   |
|      9       |   0.000000   |  438.678615  |  69.817870   |  69.817870   |  -0.000000   |   0.014323   |
|      10      |   0.000000   |  899.099581  |  143.096143  |  143.096143  |  -0.000000   |   0.006988   |
|      11      |   0.000000   |  899.340852  |  143.134542  |  143.134542  |  -0.000000   |   0.006986   |
|      12      |   0.000000   |  974.671736  |  155.123825  |  155.123825  |  -0.000000   |   0.006446   |
|      13      |   0.000000   |  975.249632  |  155.215800  |  155.215800  |  -0.000000   |   0.006443   |
|      14      |   0.000000   | 1676.616365  |  266.841782  |  266.841782  |  -0.000000   |   0.003748   |
|      15      |   0.000000   | 1677.156546  |  266.927755  |  266.927755  |  -0.000000   |   0.003746   |
|      16      |   0.000000   | 2025.519545  |  322.371448  |  322.371448  |  -0.000000   |   0.003102   |
|      17      |   0.000000   | 2025.597118  |  322.383794  |  322.383794  |  -0.000000   |   0.003102   |
|      18      |   0.000000   | 2544.357665  |  404.947099  |  404.947099  |  -0.000000   |   0.002469   |
|      19      |   0.000000   | 2544.868073  |  405.028333  |  405.028333  |  -0.000000   |   0.002469   |
|==============|==============|==============|==============|==============|==============|==============|
