|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   5.252642   | -205.517790  |  32.719853   |  32.709172   |  -0.025550   |   0.030572   |
|      1       |   5.252642   |  205.517790  |  32.719853   |  32.709172   |  -0.025550   |   0.030572   |
|      2       |  -0.017460   | -713.896591  |  113.620171  |  113.620171  |   0.000024   |   0.008801   |
|      3       |  -0.017460   |  713.896591  |  113.620171  |  113.620171  |   0.000024   |   0.008801   |
|      4       |  -6.934914   | -1717.060414 |  273.280881  |  273.278652  |   0.004039   |   0.003659   |
|      5       |  -6.934914   | 1717.060414  |  273.280881  |  273.278652  |   0.004039   |   0.003659   |
|      6       |  -7.747630   | -1043.447797 |  166.074452  |  166.069875  |   0.007425   |   0.006022   |
|      7       |  -7.747630   | 1043.447797  |  166.074452  |  166.069875  |   0.007425   |   0.006022   |
|      8       |  -9.781425   | -529.598542  |  84.302601   |  84.288226   |   0.018466   |   0.011864   |
|      9       |  -9.781425   |  529.598542  |  84.302601   |  84.288226   |   0.018466   |   0.011864   |
|      10      |  -20.546295  |  969.323205  |  154.307232  |  154.272580  |   0.021192   |   0.006482   |
|      11      |  -20.546295  | -969.323205  |  154.307232  |  154.272580  |   0.021192   |   0.006482   |
|      12      |  -22.660507  |  -15.751019  |   4.392195   |   2.506852   |   0.821123   |   0.398907   |
|      13      |  -22.660507  |  15.751019   |   4.392195   |   2.506852   |   0.821123   |   0.398907   |
|      14      |  -27.190591  |  170.133696  |  27.421248   |  27.077619   |   0.157816   |   0.036931   |
|      15      |  -27.190591  | -170.133696  |  27.421248   |  27.077619   |   0.157816   |   0.036931   |
|      16      | -172.166887  |   0.000000   |  27.401211   |   0.000000   |   1.000000   |     inf      |
|      17      | -222.425642  |   0.000000   |  35.400140   |   0.000000   |   1.000000   |     inf      |
|      18      | -239.529580  |  260.449233  |  56.316617   |  41.451783   |   0.676928   |   0.024124   |
|      19      | -239.529580  | -260.449233  |  56.316617   |  41.451783   |   0.676928   |   0.024124   |
|      20      | -272.416010  |  -98.775716  |  46.118457   |  15.720643   |   0.940109   |   0.063611   |
|      21      | -272.416010  |  98.775716   |  46.118457   |  15.720643   |   0.940109   |   0.063611   |
|      22      | -314.856348  |  -0.000000   |  50.110944   |   0.000000   |   1.000000   |     inf      |
|      23      | -381.341367  | -285.418211  |  75.809359   |  45.425719   |   0.800592   |   0.022014   |
|      24      | -381.341367  |  285.418211  |  75.809359   |  45.425719   |   0.800592   |   0.022014   |
|      25      | -507.796755  |  -0.000000   |  80.818364   |   0.000000   |   1.000000   |     inf      |
|      26      | -690.550152  |  -0.000000   |  109.904470  |   0.000000   |   1.000000   |     inf      |
|      27      | -795.064749  |  -0.000000   |  126.538485  |   0.000000   |   1.000000   |     inf      |
|      28      | -1036.712204 |   0.000000   |  164.997872  |   0.000000   |   1.000000   |     inf      |
|      29      | -1087.002128 |   0.000000   |  173.001762  |   0.000000   |   1.000000   |     inf      |
|      30      | -1300.436924 |  -14.337470  |  206.983543  |   2.281879   |   0.999939   |   0.438235   |
|      31      | -1300.436924 |  14.337470   |  206.983543  |   2.281879   |   0.999939   |   0.438235   |
|      32      | -1494.821642 |   0.000000   |  237.908253  |   0.000000   |   1.000000   |     inf      |
|      33      | -1945.941634 |   0.000000   |  309.706230  |   0.000000   |   1.000000   |     inf      |
|      34      | -2382.398654 |  -0.000000   |  379.170522  |   0.000000   |   1.000000   |     inf      |
|      35      | -2787.130031 |  -0.000000   |  443.585521  |   0.000000   |   1.000000   |     inf      |
|      36      | -3734.139848 |   0.000000   |  594.306815  |   0.000000   |   1.000000   |     inf      |
|      37      | -3903.121636 |  -0.000000   |  621.201102  |   0.000000   |   1.000000   |     inf      |
|      38      | -5187.479948 | -184.864918  |  826.137165  |  29.422166   |   0.999366   |   0.033988   |
|      39      | -5187.479948 |  184.864918  |  826.137165  |  29.422166   |   0.999366   |   0.033988   |
|      40      | -8123.412248 |   0.000000   | 1292.881214  |   0.000000   |   1.000000   |     inf      |
|      41      |-18156.368690 | 36693.802194 | 6515.813562  | 5840.000000  |   0.443487   |   0.000171   |
|      42      |-18445.208813 |   0.000000   | 2935.646159  |   0.000000   |   1.000000   |     inf      |
|      43      |-19286.541593 | 35727.280372 | 6461.787219  | 5686.173274  |   0.475031   |   0.000176   |
|      44      |-19286.541593 |-35727.280372 | 6461.787219  | 5686.173274  |   0.475031   |   0.000176   |
|      45      |-20078.767247 | 27563.178356 | 5427.360203  | 4386.816083  |   0.588801   |   0.000228   |
|      46      |-20078.767247 |-27563.178356 | 5427.360203  | 4386.816083  |   0.588801   |   0.000228   |
|      47      |-21737.048284 |  -0.000000   | 3459.558683  |   0.000000   |   1.000000   |     inf      |
