0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.828388964925984098e-04,1.309854313738296108e-09,3.520568559744842862e-06,0.000000000000000000e+00
5.656777929851968196e-04,7.276529322902002466e-09,1.993551196081529562e-05,0.000000000000000000e+00
8.485166894777952835e-04,2.172514116220041324e-08,5.753172429723335719e-05,0.000000000000000000e+00
1.131355585970393639e-03,4.832141187828178107e-08,1.207106399117530095e-04,0.000000000000000000e+00
1.414194482462991995e-03,9.016222316902623054e-08,2.153322031614028392e-04,0.000000000000000000e+00
1.697033378955590567e-03,1.492982085085964380e-07,3.476516411840006784e-04,0.000000000000000000e+00
1.979872275448188706e-03,2.276775510798252003e-07,5.216199255412312967e-04,0.000000000000000000e+00
2.262711171940787278e-03,3.277765879322034814e-07,7.408971230561008092e-04,0.000000000000000000e+00
2.545550068433385851e-03,4.519732914308898062e-07,1.010814111478810845e-03,0.000000000000000000e+00
2.828388964925983989e-03,6.020425633772939282e-07,1.338017732743569319e-03,0.000000000000000000e+00
3.111227861418582562e-03,7.799259456247777794e-07,1.728767749280086955e-03,0.000000000000000000e+00
3.394066757911181134e-03,9.883520453238551455e-07,2.188694966121162815e-03,0.000000000000000000e+00
3.676905654403779273e-03,1.230232973581139098e-06,2.720033720869098094e-03,0.000000000000000000e+00
3.959744550896377412e-03,1.507646401747686833e-06,3.315716921039679223e-03,0.000000000000000000e+00
4.242583447388975984e-03,1.820980612685217667e-06,3.963044701515127007e-03,0.000000000000000000e+00
4.525422343881574556e-03,2.168559530378120828e-06,4.657868881845426447e-03,0.000000000000000000e+00
4.808261240374173129e-03,2.547016517748989748e-06,5.407365382079454795e-03,0.000000000000000000e+00
5.091100136866771701e-03,2.952228167080957379e-06,6.216901594396515018e-03,0.000000000000000000e+00
5.373939033359369406e-03,3.380717678256147476e-06,7.083499508918985124e-03,0.000000000000000000e+00
5.656777929851967979e-03,3.831190304106796701e-06,8.004551547822020760e-03,0.000000000000000000e+00
5.939616826344566551e-03,4.304246946129441939e-06,8.980313491558512828e-03,0.000000000000000000e+00
6.222455722837165124e-03,4.800264623958497943e-06,1.000645638878124542e-02,0.000000000000000000e+00
6.505294619329763696e-03,5.318928600618875729e-06,1.107758180578046620e-02,0.000000000000000000e+00
6.788133515822362268e-03,5.861237186958552349e-06,1.218826207185069732e-02,0.000000000000000000e+00
7.070972412314959973e-03,6.430726525440466113e-06,1.332651735162873434e-02,0.000000000000000000e+00
7.353811308807558546e-03,7.032083043605430757e-06,1.448581669136673501e-02,0.000000000000000000e+00
7.636650205300157118e-03,7.669416548238453427e-06,1.567090180849697867e-02,0.000000000000000000e+00
7.919489101792754823e-03,8.347123575517843499e-06,1.687915100817564962e-02,0.000000000000000000e+00
8.202327998285354263e-03,9.072506704541264777e-06,1.810217845701700065e-02,0.000000000000000000e+00
8.485166894777951968e-03,9.854921542634534278e-06,1.934123369524944763e-02,0.000000000000000000e+00
8.768005791270551408e-03,1.070164040072523826e-05,2.059982704444899074e-02,0.000000000000000000e+00
9.050844687763149113e-03,1.161817391274560691e-05,2.187815459729043968e-02,0.000000000000000000e+00
9.333683584255746818e-03,1.261123873802535273e-05,2.317729044929860149e-02,0.000000000000000000e+00
9.616522480748346258e-03,1.368730088627368677e-05,2.449688592790508213e-02,0.000000000000000000e+00
9.899361377240943963e-03,1.485064108322501749e-05,2.583698996651324561e-02,0.000000000000000000e+00
1.018220027373354340e-02,1.610549814016555664e-05,2.719712976671326971e-02,0.000000000000000000e+00
1.046503917022614111e-02,1.745797932931350156e-05,2.857530864334779583e-02,0.000000000000000000e+00
1.074787806671873881e-02,1.891391830432691468e-05,2.997567089541010310e-02,0.000000000000000000e+00
1.103071696321133825e-02,2.047661295189871872e-05,3.140303501019085092e-02,0.000000000000000000e+00
1.131355585970393596e-02,2.214888586747492153e-05,3.285112793866584724e-02,0.000000000000000000e+00
1.159639475619653540e-02,2.393481901474815338e-05,3.430603573718309790e-02,0.000000000000000000e+00
1.187923365268913310e-02,2.583767758339721067e-05,3.575413720522330890e-02,0.000000000000000000e+00
1.216207254918173081e-02,2.785908776313001403e-05,3.718445227418393229e-02,0.000000000000000000e+00
1.244491144567433025e-02,3.000050765464916708e-05,3.859181460898441357e-02,0.000000000000000000e+00
1.272775034216692795e-02,3.226436088445522153e-05,3.997781873171536715e-02,0.000000000000000000e+00
1.301058923865952739e-02,3.465446102432069266e-05,4.133903312407893882e-02,0.000000000000000000e+00
1.329342813515212510e-02,3.717537999314986344e-05,4.266314250139253278e-02,0.000000000000000000e+00
1.357626703164472454e-02,3.983209217938328821e-05,4.394412680139732352e-02,0.000000000000000000e+00
1.385910592813732224e-02,4.263005479357347024e-05,4.518211976506522620e-02,0.000000000000000000e+00
1.414194482462991995e-02,4.557454655664265782e-05,4.637225957394395387e-02,0.000000000000000000e+00
1.442478372112251939e-02,4.867028993127714718e-05,4.750508543823726837e-02,0.000000000000000000e+00
1.470762261761511709e-02,5.192219178403164400e-05,4.857016562110523517e-02,0.000000000000000000e+00
1.499046151410771653e-02,5.533616767816701242e-05,4.956421259730418860e-02,0.000000000000000000e+00
1.527330041060031424e-02,5.891847746846794176e-05,5.049424884208018188e-02,0.000000000000000000e+00
1.555613930709291194e-02,6.267457164421429475e-05,5.136828653558901669e-02,0.000000000000000000e+00
1.583897820358550965e-02,6.660848930447299369e-05,5.219003656213172526e-02,0.000000000000000000e+00
1.612181710007810909e-02,7.072289579622684696e-05,5.296078580567754879e-02,0.000000000000000000e+00
1.640465599657070853e-02,7.502004875963041736e-05,5.368658057365859743e-02,0.000000000000000000e+00
