|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  16.969500   |  -47.473298  |   8.023805   |   7.555610   |  -0.336596   |   0.132352   |
|      1       |  16.969500   |  47.473298   |   8.023805   |   7.555610   |  -0.336596   |   0.132352   |
|      2       |   4.119340   |  210.654353  |  33.533091   |  33.526682   |  -0.019551   |   0.029827   |
|      3       |   4.119340   | -210.654353  |  33.533091   |  33.526682   |  -0.019551   |   0.029827   |
|      4       |  -0.975545   | -123.750405  |  19.696101   |  19.695489   |   0.007883   |   0.050773   |
|      5       |  -0.975545   |  123.750405  |  19.696101   |  19.695489   |   0.007883   |   0.050773   |
|      6       |  -9.187586   |  819.696793  |  130.466991  |  130.458796  |   0.011208   |   0.007665   |
|      7       |  -9.187586   | -819.696793  |  130.466991  |  130.458796  |   0.011208   |   0.007665   |
|      8       |  -10.471969  | 1660.577919  |  264.294439  |  264.289184  |   0.006306   |   0.003784   |
|      9       |  -10.471969  | -1660.577919 |  264.294439  |  264.289184  |   0.006306   |   0.003784   |
|      10      |  -12.375932  |  965.841423  |  153.731056  |  153.718437  |   0.012813   |   0.006505   |
|      11      |  -12.375932  | -965.841423  |  153.731056  |  153.718437  |   0.012813   |   0.006505   |
|      12      |  -12.881790  |  436.770405  |  69.544396   |  69.514169   |   0.029480   |   0.014386   |
|      13      |  -12.881790  | -436.770405  |  69.544396   |  69.514169   |   0.029480   |   0.014386   |
|      14      |  -20.509882  |   0.000000   |   3.264249   |   0.000000   |   1.000000   |     inf      |
|      15      | -129.318650  |   0.000000   |  20.581702   |   0.000000   |   1.000000   |     inf      |
|      16      | -406.822426  |  -0.000000   |  64.747800   |   0.000000   |   1.000000   |     inf      |
|      17      | -420.258871  | -322.324936  |  84.293675   |  51.299607   |   0.793491   |   0.019493   |
|      18      | -420.258871  |  322.324936  |  84.293675   |  51.299607   |   0.793491   |   0.019493   |
|      19      | -435.250818  |  234.392725  |  78.678456   |  37.304761   |   0.880448   |   0.026806   |
|      20      | -435.250818  | -234.392725  |  78.678456   |  37.304761   |   0.880448   |   0.026806   |
|      21      | -445.561573  |  -98.989856  |  72.642352   |  15.754725   |   0.976198   |   0.063473   |
|      22      | -445.561573  |  98.989856   |  72.642352   |  15.754725   |   0.976198   |   0.063473   |
|      23      | -476.507889  | -387.153342  |  97.714846   |  61.617368   |   0.776121   |   0.016229   |
|      24      | -476.507889  |  387.153342  |  97.714846   |  61.617368   |   0.776121   |   0.016229   |
|      25      | -618.003027  |  -0.000000   |  98.358237   |   0.000000   |   1.000000   |     inf      |
|      26      | -681.349714  |  120.279332  |  110.116883  |  19.143050   |   0.984773   |   0.052238   |
|      27      | -681.349714  | -120.279332  |  110.116883  |  19.143050   |   0.984773   |   0.052238   |
|      28      | -697.757559  |  -0.000000   |  111.051565  |   0.000000   |   1.000000   |     inf      |
|      29      | -829.432670  |   0.000000   |  132.008309  |   0.000000   |   1.000000   |     inf      |
|      30      | -1073.160238 |   0.000000   |  170.798757  |   0.000000   |   1.000000   |     inf      |
|      31      | -1264.323287 |  -0.000000   |  201.223301  |   0.000000   |   1.000000   |     inf      |
|      32      | -1770.565146 | -218.595435  |  283.933708  |  34.790544   |   0.992465   |   0.028743   |
|      33      | -1770.565146 |  218.595435  |  283.933708  |  34.790544   |   0.992465   |   0.028743   |
|      34      | -2255.488384 |  154.821344  |  359.816822  |  24.640582   |   0.997652   |   0.040583   |
|      35      | -2255.488384 | -154.821344  |  359.816822  |  24.640582   |   0.997652   |   0.040583   |
|      36      | -3460.917839 |   0.000000   |  550.822182  |   0.000000   |   1.000000   |     inf      |
|      37      | -3702.606369 |  -0.000000   |  589.288106  |   0.000000   |   1.000000   |     inf      |
|      38      | -4717.248438 | -804.470095  |  761.612611  |  128.035392  |   0.985768   |   0.007810   |
|      39      | -4717.248438 |  804.470095  |  761.612611  |  128.035392  |   0.985768   |   0.007810   |
|      40      | -9739.170719 |  -0.000000   | 1550.037162  |   0.000000   |   1.000000   |     inf      |
|      41      |-12076.003093 |  -0.000000   | 1921.955585  |   0.000000   |   1.000000   |     inf      |
|      42      |-16180.490518 |  -0.000000   | 2575.205048  |   0.000000   |   1.000000   |     inf      |
|      43      |-25939.096301 |   0.000000   | 4128.335396  |   0.000000   |   1.000000   |     inf      |
|      44      |-29651.609077 |  -0.000000   | 4719.200155  |   0.000000   |   1.000000   |     inf      |
|      45      |-30348.890822 | 65345.127195 | 11466.935079 | 10400.000000 |   0.421226   |   0.000096   |
|      46      |-34490.444756 |-65345.127195 | 11759.791089 | 10400.000000 |   0.466788   |   0.000096   |
|      47      |-35303.273549 |-52242.682942 | 10035.118675 | 8314.681231  |   0.559903   |   0.000120   |
