|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.965200   |   4.450800   |   4.450800   |  -0.000000   |   0.224679   |
|      1       |   0.000000   |  27.973725   |   4.452157   |   4.452157   |  -0.000000   |   0.224610   |
|      2       |   0.000000   |  185.534408  |  29.528718   |  29.528718   |  -0.000000   |   0.033865   |
|      3       |   0.000000   |  185.542425  |  29.529994   |  29.529994   |  -0.000000   |   0.033864   |
|      4       |   0.000000   |  260.940841  |  41.530025   |  41.530025   |  -0.000000   |   0.024079   |
|      5       |   0.000000   |  260.942328  |  41.530261   |  41.530261   |  -0.000000   |   0.024079   |
|      6       |   0.000000   |  531.309365  |  84.560512   |  84.560512   |  -0.000000   |   0.011826   |
|      7       |   0.000000   |  531.317766  |  84.561849   |  84.561849   |  -0.000000   |   0.011826   |
|      8       |   0.000000   |  709.328353  |  112.893114  |  112.893114  |  -0.000000   |   0.008858   |
|      9       |   0.000000   |  709.335110  |  112.894189  |  112.894189  |  -0.000000   |   0.008858   |
|      10      |   0.000000   | 1013.708577  |  161.336731  |  161.336731  |  -0.000000   |   0.006198   |
|      11      |   0.000000   | 1013.716158  |  161.337937  |  161.337937  |  -0.000000   |   0.006198   |
|      12      |   0.000000   | 1048.754359  |  166.914440  |  166.914440  |  -0.000000   |   0.005991   |
|      13      |   0.000000   | 1048.763095  |  166.915831  |  166.915831  |  -0.000000   |   0.005991   |
|      14      |   0.000000   | 1727.158240  |  274.885771  |  274.885771  |  -0.000000   |   0.003638   |
|      15      |   0.000000   | 1727.167123  |  274.887185  |  274.887185  |  -0.000000   |   0.003638   |
|      16      |   0.000000   | 1864.153513  |  296.689246  |  296.689246  |  -0.000000   |   0.003371   |
|      17      |   0.000000   | 1864.156056  |  296.689651  |  296.689651  |  -0.000000   |   0.003371   |
|      18      |   0.000000   | 2556.274588  |  406.843737  |  406.843737  |  -0.000000   |   0.002458   |
|      19      |   0.000000   | 2556.283601  |  406.845171  |  406.845171  |  -0.000000   |   0.002458   |
|==============|==============|==============|==============|==============|==============|==============|
