|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |  -0.005185   | -712.902009  |  113.461879  |  113.461879  |   0.000007   |   0.008814   |
|      1       |  -0.005185   |  712.902009  |  113.461879  |  113.461879  |   0.000007   |   0.008814   |
|      2       |  -3.033200   | -253.159931  |  40.294546   |  40.291654   |   0.011981   |   0.024819   |
|      3       |  -3.033200   |  253.159931  |  40.294546   |  40.291654   |   0.011981   |   0.024819   |
|      4       |  -3.605635   |  528.233399  |  84.072915   |  84.070957   |   0.006826   |   0.011895   |
|      5       |  -3.605635   | -528.233399  |  84.072915   |  84.070957   |   0.006826   |   0.011895   |
|      6       |  -3.826906   | -1039.137074 |  165.384923  |  165.383802  |   0.003683   |   0.006047   |
|      7       |  -3.826906   | 1039.137074  |  165.384923  |  165.383802  |   0.003683   |   0.006047   |
|      8       |  -4.198561   |  27.690149   |   4.457396   |   4.407024   |   0.149913   |   0.226910   |
|      9       |  -4.198561   |  -27.690149  |   4.457396   |   4.407024   |   0.149913   |   0.226910   |
|      10      |  -4.529339   |  185.178595  |  29.480903   |  29.472089   |   0.024452   |   0.033930   |
|      11      |  -4.529339   | -185.178595  |  29.480903   |  29.472089   |   0.024452   |   0.033930   |
|      12      |  -5.099196   | 1699.249807  |  270.445224  |  270.444006  |   0.003001   |   0.003698   |
|      13      |  -5.099196   | -1699.249807 |  270.445224  |  270.444006  |   0.003001   |   0.003698   |
|      14      |  -7.855101   | -995.686742  |  158.473398  |  158.468467  |   0.007889   |   0.006310   |
|      15      |  -7.855101   |  995.686742  |  158.473398  |  158.468467  |   0.007889   |   0.006310   |
|      16      |  -76.492353  |   0.000000   |  12.174136   |   0.000000   |   1.000000   |     inf      |
|      17      |  -77.187605  |  -0.000000   |  12.284789   |   0.000000   |   1.000000   |     inf      |
|      18      |  -93.661712  |  99.382539   |  21.734649   |  15.817222   |   0.685851   |   0.063222   |
|      19      |  -93.661712  |  -99.382539  |  21.734649   |  15.817222   |   0.685851   |   0.063222   |
|      20      | -104.866871  |  -37.050545  |  17.701152   |   5.896777   |   0.942881   |   0.169584   |
|      21      | -104.866871  |  37.050545   |  17.701152   |   5.896777   |   0.942881   |   0.169584   |
|      22      | -120.757791  |   0.000000   |  19.219199   |   0.000000   |   1.000000   |     inf      |
|      23      | -144.511215  | -106.245283  |  28.546715   |  16.909462   |   0.805686   |   0.059138   |
|      24      | -144.511215  |  106.245283  |  28.546715   |  16.909462   |   0.805686   |   0.059138   |
|      25      | -196.284636  |   0.000000   |  31.239670   |   0.000000   |   1.000000   |     inf      |
|      26      | -279.890218  |   0.000000   |  44.545912   |   0.000000   |   1.000000   |     inf      |
|      27      | -314.423317  |  -0.000000   |  50.042025   |   0.000000   |   1.000000   |     inf      |
|      28      | -402.018775  |   0.000000   |  63.983275   |   0.000000   |   1.000000   |     inf      |
|      29      | -415.805775  |  -0.000000   |  66.177544   |   0.000000   |   1.000000   |     inf      |
|      30      | -505.515350  |   0.000000   |  80.455267   |   0.000000   |   1.000000   |     inf      |
|      31      | -554.327121  |  -0.000000   |  88.223901   |   0.000000   |   1.000000   |     inf      |
|      32      | -663.306793  |  -0.000000   |  105.568555  |   0.000000   |   1.000000   |     inf      |
|      33      | -762.516394  |  -0.000000   |  121.358253  |   0.000000   |   1.000000   |     inf      |
|      34      | -905.213698  |  -17.695780  |  144.096760  |   2.816371   |   0.999809   |   0.355067   |
|      35      | -905.213698  |  17.695780   |  144.096760  |   2.816371   |   0.999809   |   0.355067   |
|      36      | -1459.394495 |   0.000000   |  232.269848  |   0.000000   |   1.000000   |     inf      |
|      37      | -1488.479127 |   0.000000   |  236.898811  |   0.000000   |   1.000000   |     inf      |
|      38      | -1854.251636 |   0.000000   |  295.113314  |   0.000000   |   1.000000   |     inf      |
|      39      | -2091.809434 |  -0.000000   |  332.921811  |   0.000000   |   1.000000   |     inf      |
|      40      | -3066.171118 |  -0.000000   |  487.996290  |   0.000000   |   1.000000   |     inf      |
|      41      | -7015.883772 |-14074.335088 | 2502.883069  | 2240.000000  |   0.446131   |   0.000446   |
|      42      | -7391.540301 |  -0.000000   | 1176.400176  |   0.000000   |   1.000000   |     inf      |
|      43      | -7678.259495 | 14074.335088 | 2551.659174  | 2240.000000  |   0.478917   |   0.000446   |
|      44      | -7694.445902 |-10573.233965 | 2081.207395  | 1682.782450  |   0.588413   |   0.000594   |
|      45      | -7694.445902 | 10573.233965 | 2081.207395  | 1682.782450  |   0.588413   |   0.000594   |
|      46      | -7944.260826 |   0.000000   | 1264.368380  |   0.000000   |   1.000000   |     inf      |
|      47      | -8469.987359 | 14074.335088 | 2614.347491  | 2240.000000  |   0.515632   |   0.000446   |
