|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.990321   |   4.454798   |   4.454798   |  -0.000000   |   0.224477   |
|      1       |   0.000000   |  28.010033   |   4.457935   |   4.457935   |  -0.000000   |   0.224319   |
|      2       |   0.000000   |  184.964199  |  29.437967   |  29.437967   |  -0.000000   |   0.033970   |
|      3       |   0.000000   |  184.985331  |  29.441330   |  29.441330   |  -0.000000   |   0.033966   |
|      4       |   0.000000   |  243.039240  |  38.680896   |  38.680896   |  -0.000000   |   0.025853   |
|      5       |   0.000000   |  243.122904  |  38.694212   |  38.694212   |  -0.000000   |   0.025844   |
|      6       |   0.000000   |  479.967282  |  76.389165   |  76.389165   |  -0.000000   |   0.013091   |
|      7       |   0.000000   |  480.081688  |  76.407374   |  76.407374   |  -0.000000   |   0.013088   |
|      8       |   0.000000   |  529.141244  |  84.215445   |  84.215445   |  -0.000000   |   0.011874   |
|      9       |   0.000000   |  529.164927  |  84.219214   |  84.219214   |  -0.000000   |   0.011874   |
|      10      |   0.000000   | 1044.760855  |  166.278854  |  166.278854  |  -0.000000   |   0.006014   |
|      11      |   0.000000   | 1044.784098  |  166.282554  |  166.282554  |  -0.000000   |   0.006014   |
|      12      |   0.000000   | 1265.208241  |  201.364146  |  201.364146  |  -0.000000   |   0.004966   |
|      13      |   0.000000   | 1265.336373  |  201.384538  |  201.384538  |  -0.000000   |   0.004966   |
|      14      |   0.000000   | 1723.101366  |  274.240100  |  274.240100  |  -0.000000   |   0.003646   |
|      15      |   0.000000   | 1723.125102  |  274.243878  |  274.243878  |  -0.000000   |   0.003646   |
|      16      |   0.000000   | 2143.267218  |  341.111572  |  341.111572  |  -0.000000   |   0.002932   |
|      17      |   0.000000   | 2143.507873  |  341.149874  |  341.149874  |  -0.000000   |   0.002931   |
|      18      |   0.000000   | 2551.887872  |  406.145569  |  406.145569  |  -0.000000   |   0.002462   |
|      19      |   0.000000   | 2551.912341  |  406.149463  |  406.149463  |  -0.000000   |   0.002462   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.947021   |   4.447907   |   4.447907   |  -0.000000   |   0.224825   |
|      1       |   0.000000   |  27.956272   |   4.449379   |   4.449379   |  -0.000000   |   0.224750   |
|      2       |   0.000000   |  185.178929  |  29.472142   |  29.472142   |  -0.000000   |   0.033930   |
|      3       |   0.000000   |  185.189437  |  29.473814   |  29.473814   |  -0.000000   |   0.033928   |
|      4       |   0.000000   |  251.172452  |  39.975337   |  39.975337   |  -0.000000   |   0.025015   |
|      5       |   0.000000   |  251.220461  |  39.982978   |  39.982978   |  -0.000000   |   0.025011   |
|      6       |   0.000000   |  524.443994  |  83.467854   |  83.467854   |  -0.000000   |   0.011981   |
|      7       |   0.000000   |  524.454092  |  83.469461   |  83.469461   |  -0.000000   |   0.011980   |
|      8       |   0.000000   |  536.734715  |  85.423983   |  85.423983   |  -0.000000   |   0.011706   |
|      9       |   0.000000   |  536.741232  |  85.425020   |  85.425020   |  -0.000000   |   0.011706   |
|      10      |   0.000000   | 1046.205508  |  166.508778  |  166.508778  |  -0.000000   |   0.006006   |
|      11      |   0.000000   | 1046.214569  |  166.510220  |  166.510220  |  -0.000000   |   0.006006   |
|      12      |   0.000000   | 1211.113093  |  192.754635  |  192.754635  |  -0.000000   |   0.005188   |
|      13      |   0.000000   | 1211.117636  |  192.755358  |  192.755358  |  -0.000000   |   0.005188   |
|      14      |   0.000000   | 1724.744903  |  274.501677  |  274.501677  |  -0.000000   |   0.003643   |
|      15      |   0.000000   | 1724.753917  |  274.503111  |  274.503111  |  -0.000000   |   0.003643   |
|      16      |   0.000000   | 2046.629763  |  325.731244  |  325.731244  |  -0.000000   |   0.003070   |
|      17      |   0.000000   | 2046.632277  |  325.731644  |  325.731644  |  -0.000000   |   0.003070   |
|      18      |   0.000000   | 2553.534643  |  406.407661  |  406.407661  |  -0.000000   |   0.002461   |
|      19      |   0.000000   | 2553.544426  |  406.409218  |  406.409218  |  -0.000000   |   0.002461   |
|==============|==============|==============|==============|==============|==============|==============|
