|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.300799   |   4.504212   |   4.504212   |  -0.000000   |   0.222014   |
|      1       |   0.000000   |  28.300812   |   4.504214   |   4.504214   |  -0.000000   |   0.222014   |
|      2       |   0.000000   |  190.499158  |  30.318883   |  30.318883   |  -0.000000   |   0.032983   |
|      3       |   0.000000   |  190.499171  |  30.318885   |  30.318885   |  -0.000000   |   0.032983   |
|      4       |   0.000000   |  257.742084  |  41.020927   |  41.020927   |  -0.000000   |   0.024378   |
|      5       |   0.000000   |  257.742139  |  41.020935   |  41.020935   |  -0.000000   |   0.024378   |
|      6       |   0.000000   |  553.333431  |  88.065751   |  88.065751   |  -0.000000   |   0.011355   |
|      7       |   0.000000   |  553.333442  |  88.065752   |  88.065752   |  -0.000000   |   0.011355   |
|      8       |   0.000000   |  683.970034  |  108.857212  |  108.857212  |  -0.000000   |   0.009186   |
|      9       |   0.000000   |  683.970074  |  108.857218  |  108.857218  |  -0.000000   |   0.009186   |
|      10      |   0.000000   | 1038.767935  |  165.325052  |  165.325052  |  -0.000000   |   0.006049   |
|      11      |   0.000000   | 1038.767972  |  165.325057  |  165.325057  |  -0.000000   |   0.006049   |
|      12      |   0.000000   | 1099.922659  |  175.058128  |  175.058128  |  -0.000000   |   0.005712   |
|      13      |   0.000000   | 1099.922672  |  175.058130  |  175.058130  |  -0.000000   |   0.005712   |
|      14      |   0.000000   | 1800.492046  |  286.557209  |  286.557209  |  -0.000000   |   0.003490   |
|      15      |   0.000000   | 1800.492054  |  286.557210  |  286.557210  |  -0.000000   |   0.003490   |
|      16      |   0.000000   | 1944.677158  |  309.504982  |  309.504982  |  -0.000000   |   0.003231   |
|      17      |   0.000000   | 1944.677168  |  309.504984  |  309.504984  |  -0.000000   |   0.003231   |
|      18      |   0.000000   | 2666.083276  |  424.320332  |  424.320332  |  -0.000000   |   0.002357   |
|      19      |   0.000000   | 2666.083287  |  424.320334  |  424.320334  |  -0.000000   |   0.002357   |
|==============|==============|==============|==============|==============|==============|==============|
