#tstep,        time,  Ref. state,       state,    Pcontrol,    Icontrol,    Dcontrol,       noise,     capping,         raw,     control
     1,    0.000291,    0.011911,    0.000000,    0.119107,    0.000035,    0.000000,    0.000000,    0.000000,    0.119142,    0.119142
     2,    0.000581,    0.011911,    0.002631,    0.092794,    0.000062,    0.000000,    0.000000,    0.000000,    0.092856,    0.092856
     3,    0.000872,    0.011911,    0.003818,    0.080929,    0.000085,    0.000000,    0.000000,    0.000000,    0.081014,    0.081014
     4,    0.001163,    0.011911,    0.004632,    0.072787,    0.000106,    0.000000,    0.000000,    0.000000,    0.072893,    0.072893
     5,    0.001454,    0.011911,    0.005263,    0.066478,    0.000126,    0.000000,    0.000000,    0.000000,    0.066604,    0.066604
     6,    0.001744,    0.011911,    0.005783,    0.061280,    0.000143,    0.000000,    0.000000,    0.000000,    0.061424,    0.061424
     7,    0.002035,    0.011911,    0.006227,    0.056835,    0.000160,    0.000000,    0.000000,    0.000000,    0.056995,    0.056995
     8,    0.002326,    0.011911,    0.006619,    0.052921,    0.000175,    0.000000,    0.000000,    0.000000,    0.053096,    0.053096
     9,    0.002616,    0.011911,    0.006918,    0.049923,    0.000190,    0.000000,    0.000000,    0.000000,    0.050113,    0.050113
    10,    0.002907,    0.011911,    0.007227,    0.046838,    0.000203,    0.000000,    0.000000,    0.000000,    0.047041,    0.047041
    11,    0.003198,    0.011911,    0.007503,    0.044076,    0.000216,    0.000000,    0.000000,    0.000000,    0.044292,    0.044292
    12,    0.003488,    0.011911,    0.007755,    0.041559,    0.000228,    0.000000,    0.000000,    0.000000,    0.041787,    0.041787
    13,    0.003779,    0.011911,    0.007979,    0.039318,    0.000240,    0.000000,    0.000000,    0.000000,    0.039558,    0.039558
    14,    0.004070,    0.011911,    0.008174,    0.037367,    0.000251,    0.000000,    0.000000,    0.000000,    0.037618,    0.037618
    15,    0.004361,    0.011911,    0.008339,    0.035714,    0.000261,    0.000000,    0.000000,    0.000000,    0.035975,    0.035975
    16,    0.004651,    0.011911,    0.008477,    0.034333,    0.000271,    0.000000,    0.000000,    0.000000,    0.034604,    0.034604
    17,    0.004942,    0.011911,    0.008592,    0.033183,    0.000281,    0.000000,    0.000000,    0.000000,    0.033464,    0.033464
    18,    0.005233,    0.011911,    0.008689,    0.032212,    0.000290,    0.000000,    0.000000,    0.000000,    0.032502,    0.032502
    19,    0.005523,    0.011911,    0.008774,    0.031372,    0.000299,    0.000000,    0.000000,    0.000000,    0.031671,    0.031671
    20,    0.005814,    0.011911,    0.008848,    0.030627,    0.000308,    0.000000,    0.000000,    0.000000,    0.030935,    0.030935
    21,    0.006105,    0.011911,    0.008915,    0.029955,    0.000317,    0.000000,    0.000000,    0.000000,    0.030271,    0.030271
    22,    0.006395,    0.011911,    0.008980,    0.029308,    0.000325,    0.000000,    0.000000,    0.000000,    0.029633,    0.029633
    23,    0.006686,    0.011911,    0.009047,    0.028641,    0.000334,    0.000000,    0.000000,    0.000000,    0.028974,    0.028974
    24,    0.006977,    0.011911,    0.009119,    0.027914,    0.000342,    0.000000,    0.000000,    0.000000,    0.028255,    0.028255
    25,    0.007268,    0.011911,    0.009206,    0.027049,    0.000350,    0.000000,    0.000000,    0.000000,    0.027398,    0.027398
    26,    0.007558,    0.011911,    0.009311,    0.025998,    0.000357,    0.000000,    0.000000,    0.000000,    0.026355,    0.026355
    27,    0.007849,    0.011911,    0.009436,    0.024749,    0.000364,    0.000000,    0.000000,    0.000000,    0.025114,    0.025114
    28,    0.008140,    0.011911,    0.009581,    0.023299,    0.000371,    0.000000,    0.000000,    0.000000,    0.023670,    0.023670
    29,    0.008430,    0.011911,    0.009742,    0.021685,    0.000377,    0.000000,    0.000000,    0.000000,    0.022062,    0.022062
    30,    0.008721,    0.011911,    0.009914,    0.019966,    0.000383,    0.000000,    0.000000,    0.000000,    0.020349,    0.020349
    31,    0.009012,    0.011911,    0.010091,    0.018196,    0.000388,    0.000000,    0.000000,    0.000000,    0.018585,    0.018585
    32,    0.009302,    0.011911,    0.010266,    0.016444,    0.000393,    0.000000,    0.000000,    0.000000,    0.016837,    0.016837
    33,    0.009593,    0.011911,    0.010436,    0.014749,    0.000398,    0.000000,    0.000000,    0.000000,    0.015147,    0.015147
    34,    0.009884,    0.011911,    0.010600,    0.013105,    0.000401,    0.000000,    0.000000,    0.000000,    0.013506,    0.013506
    35,    0.010175,    0.011911,    0.010757,    0.011536,    0.000405,    0.000000,    0.000000,    0.000000,    0.011941,    0.011941
    36,    0.010465,    0.011911,    0.010900,    0.010110,    0.000408,    0.000000,    0.000000,    0.000000,    0.010517,    0.010517
    37,    0.010756,    0.011911,    0.011021,    0.008896,    0.000410,    0.000000,    0.000000,    0.000000,    0.009306,    0.009306
    38,    0.011047,    0.011911,    0.011118,    0.007932,    0.000413,    0.000000,    0.000000,    0.000000,    0.008344,    0.008344
    39,    0.011337,    0.011911,    0.011193,    0.007181,    0.000415,    0.000000,    0.000000,    0.000000,    0.007595,    0.007595
    40,    0.011628,    0.011911,    0.011253,    0.006579,    0.000417,    0.000000,    0.000000,    0.000000,    0.006996,    0.006996
    41,    0.011919,    0.011911,    0.011303,    0.006082,    0.000418,    0.000000,    0.000000,    0.000000,    0.006500,    0.006500
    42,    0.012209,    0.011911,    0.011344,    0.005665,    0.000420,    0.000000,    0.000000,    0.000000,    0.006085,    0.006085
    43,    0.012500,    0.011911,    0.011382,    0.005290,    0.000422,    0.000000,    0.000000,    0.000000,    0.005712,    0.005712
    44,    0.012791,    0.011911,    0.011420,    0.004907,    0.000423,    0.000000,    0.000000,    0.000000,    0.005330,    0.005330
    45,    0.013082,    0.011911,    0.011461,    0.004497,    0.000424,    0.000000,    0.000000,    0.000000,    0.004922,    0.004922
    46,    0.013372,    0.011911,    0.011507,    0.004041,    0.000425,    0.000000,    0.000000,    0.000000,    0.004466,    0.004466
    47,    0.013663,    0.011911,    0.011561,    0.003502,    0.000426,    0.000000,    0.000000,    0.000000,    0.003929,    0.003929
    48,    0.013954,    0.011911,    0.011625,    0.002857,    0.000427,    0.000000,    0.000000,    0.000000,    0.003285,    0.003285
    49,    0.014244,    0.011911,    0.011700,    0.002112,    0.000428,    0.000000,    0.000000,    0.000000,    0.002540,    0.002540
    50,    0.014535,    0.011911,    0.011782,    0.001286,    0.000428,    0.000000,    0.000000,    0.000000,    0.001714,    0.001714
    51,    0.014826,    0.011911,    0.011873,    0.000377,    0.000428,    0.000000,    0.000000,    0.000000,    0.000805,    0.000805
    52,    0.015116,    0.011911,    0.011972,   -0.000613,    0.000428,    0.000000,    0.000000,    0.000000,   -0.000185,   -0.000185
    53,    0.015407,    0.011911,    0.012072,   -0.001613,    0.000428,    0.000000,    0.000000,    0.000000,   -0.001186,   -0.001186
    54,    0.015698,    0.011911,    0.012166,   -0.002548,    0.000427,    0.000000,    0.000000,    0.000000,   -0.002121,   -0.002121
    55,    0.015989,    0.011911,    0.012252,   -0.003416,    0.000426,    0.000000,    0.000000,    0.000000,   -0.002990,   -0.002990
    56,    0.016279,    0.011911,    0.012331,   -0.004203,    0.000425,    0.000000,    0.000000,    0.000000,   -0.003779,   -0.003779
    57,    0.016570,    0.011911,    0.012399,   -0.004878,    0.000423,    0.000000,    0.000000,    0.000000,   -0.004455,   -0.004455
    58,    0.016861,    0.011911,    0.012455,   -0.005443,    0.000422,    0.000000,    0.000000,    0.000000,   -0.005022,   -0.005022
    59,    0.017151,    0.011911,    0.012499,   -0.005881,    0.000420,    0.000000,    0.000000,    0.000000,   -0.005460,   -0.005460
    60,    0.017442,    0.011911,    0.012528,   -0.006169,    0.000418,    0.000000,    0.000000,    0.000000,   -0.005751,   -0.005751
    61,    0.017733,    0.011911,    0.012544,   -0.006330,    0.000416,    0.000000,    0.000000,    0.000000,   -0.005914,   -0.005914
    62,    0.018023,    0.011911,    0.012547,   -0.006361,    0.000415,    0.000000,    0.000000,    0.000000,   -0.005947,   -0.005947
    63,    0.018314,    0.011911,    0.012536,   -0.006250,    0.000413,    0.000000,    0.000000,    0.000000,   -0.005837,   -0.005837
    64,    0.018605,    0.011911,    0.012510,   -0.005997,    0.000411,    0.000000,    0.000000,    0.000000,   -0.005586,   -0.005586
    65,    0.018896,    0.011911,    0.012474,   -0.005632,    0.000409,    0.000000,    0.000000,    0.000000,   -0.005223,   -0.005223
    66,    0.019186,    0.011911,    0.012433,   -0.005226,    0.000408,    0.000000,    0.000000,    0.000000,   -0.004818,   -0.004818
    67,    0.019477,    0.011911,    0.012411,   -0.005006,    0.000406,    0.000000,    0.000000,    0.000000,   -0.004599,   -0.004599
    68,    0.019768,    0.011911,    0.012371,   -0.004601,    0.000405,    0.000000,    0.000000,    0.000000,   -0.004196,   -0.004196
    69,    0.020058,    0.011911,    0.012332,   -0.004211,    0.000404,    0.000000,    0.000000,    0.000000,   -0.003807,   -0.003807
    70,    0.020349,    0.011911,    0.012295,   -0.003839,    0.000403,    0.000000,    0.000000,    0.000000,   -0.003437,   -0.003437
    71,    0.020640,    0.011911,    0.012259,   -0.003482,    0.000402,    0.000000,    0.000000,    0.000000,   -0.003081,   -0.003081
    72,    0.020930,    0.011911,    0.012226,   -0.003151,    0.000401,    0.000000,    0.000000,    0.000000,   -0.002750,   -0.002750
    73,    0.021221,    0.011911,    0.012195,   -0.002847,    0.000400,    0.000000,    0.000000,    0.000000,   -0.002447,   -0.002447
    74,    0.021512,    0.011911,    0.012169,   -0.002582,    0.000399,    0.000000,    0.000000,    0.000000,   -0.002183,   -0.002183
    75,    0.021803,    0.011911,    0.012146,   -0.002357,    0.000399,    0.000000,    0.000000,    0.000000,   -0.001959,   -0.001959
    76,    0.022093,    0.011911,    0.012127,   -0.002166,    0.000398,    0.000000,    0.000000,    0.000000,   -0.001768,   -0.001768
    77,    0.022384,    0.011911,    0.012110,   -0.001995,    0.000397,    0.000000,    0.000000,    0.000000,   -0.001598,   -0.001598
    78,    0.022675,    0.011911,    0.012093,   -0.001823,    0.000397,    0.000000,    0.000000,    0.000000,   -0.001427,   -0.001427
    79,    0.022965,    0.011911,    0.012072,   -0.001612,    0.000396,    0.000000,    0.000000,    0.000000,   -0.001215,   -0.001215
    80,    0.023256,    0.011911,    0.012047,   -0.001358,    0.000396,    0.000000,    0.000000,    0.000000,   -0.000962,   -0.000962
    81,    0.023547,    0.011911,    0.012017,   -0.001058,    0.000396,    0.000000,    0.000000,    0.000000,   -0.000663,   -0.000663
    82,    0.023837,    0.011911,    0.011980,   -0.000694,    0.000395,    0.000000,    0.000000,    0.000000,   -0.000299,   -0.000299
    83,    0.024128,    0.011911,    0.012064,   -0.001534,    0.000395,    0.000000,    0.000000,    0.000000,   -0.001139,   -0.001139
    84,    0.024419,    0.011911,    0.012011,   -0.001004,    0.000395,    0.000000,    0.000000,    0.000000,   -0.000609,   -0.000609
    85,    0.024710,    0.011911,    0.011955,   -0.000440,    0.000395,    0.000000,    0.000000,    0.000000,   -0.000045,   -0.000045
    86,    0.025000,    0.011911,    0.011897,    0.000137,    0.000395,    0.000000,    0.000000,    0.000000,    0.000532,    0.000532
    87,    0.025291,    0.011911,    0.011832,    0.000786,    0.000395,    0.000000,    0.000000,    0.000000,    0.001181,    0.001181
    88,    0.025582,    0.011911,    0.011761,    0.001493,    0.000395,    0.000000,    0.000000,    0.000000,    0.001889,    0.001889
