|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.772650   |   4.420155   |   4.420155   |  -0.000000   |   0.226236   |
|      1       |   0.000000   |  27.944911   |   4.447571   |   4.447571   |  -0.000000   |   0.224842   |
|      2       |   0.000000   |  120.855667  |  19.234777   |  19.234777   |  -0.000000   |   0.051989   |
|      3       |   0.000000   |  121.233202  |  19.294863   |  19.294863   |  -0.000000   |   0.051827   |
|      4       |   0.000000   |  177.267643  |  28.213022   |  28.213022   |  -0.000000   |   0.035445   |
|      5       |   0.000000   |  177.436004  |  28.239817   |  28.239817   |  -0.000000   |   0.035411   |
|      6       |   0.000000   |  340.157550  |  54.137755   |  54.137755   |  -0.000000   |   0.018471   |
|      7       |   0.000000   |  340.237708  |  54.150513   |  54.150513   |  -0.000000   |   0.018467   |
|      8       |   0.000000   |  493.195120  |  78.494441   |  78.494441   |  -0.000000   |   0.012740   |
|      9       |   0.000000   |  493.362406  |  78.521066   |  78.521066   |  -0.000000   |   0.012735   |
|      10      |   0.000000   | 1002.527004  |  159.557128  |  159.557128  |  -0.000000   |   0.006267   |
|      11      |   0.000000   | 1002.691039  |  159.583235  |  159.583235  |  -0.000000   |   0.006266   |
|      12      |   0.000000   | 1236.190683  |  196.745858  |  196.745858  |  -0.000000   |   0.005083   |
|      13      |   0.000000   | 1236.375134  |  196.775214  |  196.775214  |  -0.000000   |   0.005082   |
|      14      |   0.000000   | 1677.201074  |  266.934842  |  266.934842  |  -0.000000   |   0.003746   |
|      15      |   0.000000   | 1677.361758  |  266.960415  |  266.960415  |  -0.000000   |   0.003746   |
|      16      |   0.000000   | 2189.834699  |  348.523017  |  348.523017  |  -0.000000   |   0.002869   |
|      17      |   0.000000   | 2189.922712  |  348.537025  |  348.537025  |  -0.000000   |   0.002869   |
|      18      |   0.000000   | 2505.472531  |  398.758338  |  398.758338  |  -0.000000   |   0.002508   |
|      19      |   0.000000   | 2505.627416  |  398.782989  |  398.782989  |  -0.000000   |   0.002508   |
|==============|==============|==============|==============|==============|==============|==============||==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.528099   |   4.381233   |   4.381233   |  -0.000000   |   0.228246   |
|      1       |   0.000000   |  27.692512   |   4.407400   |   4.407400   |  -0.000000   |   0.226891   |
|      2       |   0.000000   |  123.794838  |  19.702560   |  19.702560   |  -0.000000   |   0.050755   |
|      3       |   0.000000   |  124.138184  |  19.757206   |  19.757206   |  -0.000000   |   0.050614   |
|      4       |   0.000000   |  177.628601  |  28.270470   |  28.270470   |  -0.000000   |   0.035373   |
|      5       |   0.000000   |  177.781841  |  28.294859   |  28.294859   |  -0.000000   |   0.035342   |
|      6       |   0.000000   |  340.770453  |  54.235302   |  54.235302   |  -0.000000   |   0.018438   |
|      7       |   0.000000   |  340.842476  |  54.246765   |  54.246765   |  -0.000000   |   0.018434   |
|      8       |   0.000000   |  494.821825  |  78.753339   |  78.753339   |  -0.000000   |   0.012698   |
|      9       |   0.000000   |  494.957084  |  78.774867   |  78.774867   |  -0.000000   |   0.012694   |
|      10      |   0.000000   | 1004.255213  |  159.832181  |  159.832181  |  -0.000000   |   0.006257   |
|      11      |   0.000000   | 1004.389106  |  159.853491  |  159.853491  |  -0.000000   |   0.006256   |
|      12      |   0.000000   | 1245.195275  |  198.178983  |  198.178983  |  -0.000000   |   0.005046   |
|      13      |   0.000000   | 1245.264728  |  198.190037  |  198.190037  |  -0.000000   |   0.005046   |
|      14      |   0.000000   | 1679.093870  |  267.236089  |  267.236089  |  -0.000000   |   0.003742   |
|      15      |   0.000000   | 1679.224277  |  267.256844  |  267.256844  |  -0.000000   |   0.003742   |
|      16      |   0.000000   | 2198.770668  |  349.945221  |  349.945221  |  -0.000000   |   0.002858   |
|      17      |   0.000000   | 2198.781351  |  349.946921  |  349.946921  |  -0.000000   |   0.002858   |
|      18      |   0.000000   | 2507.361740  |  399.059015  |  399.059015  |  -0.000000   |   0.002506   |
|      19      |   0.000000   | 2507.487661  |  399.079056  |  399.079056  |  -0.000000   |   0.002506   |
|==============|==============|==============|==============|==============|==============|==============|
