|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.965458   |   4.450841   |   4.450841   |  -0.000000   |   0.224677   |
|      1       |   0.000000   |  27.965530   |   4.450852   |   4.450852   |  -0.000000   |   0.224676   |
|      2       |   0.000000   |  185.533949  |  29.528645   |  29.528645   |  -0.000000   |   0.033865   |
|      3       |   0.000000   |  185.534020  |  29.528656   |  29.528656   |  -0.000000   |   0.033865   |
|      4       |   0.000000   |  260.931593  |  41.528553   |  41.528553   |  -0.000000   |   0.024080   |
|      5       |   0.000000   |  260.931921  |  41.528605   |  41.528605   |  -0.000000   |   0.024080   |
|      6       |   0.000000   |  531.310494  |  84.560691   |  84.560691   |  -0.000000   |   0.011826   |
|      7       |   0.000000   |  531.310561  |  84.560702   |  84.560702   |  -0.000000   |   0.011826   |
|      8       |   0.000000   |  709.073819  |  112.852603  |  112.852603  |  -0.000000   |   0.008861   |
|      9       |   0.000000   |  709.074033  |  112.852637  |  112.852637  |  -0.000000   |   0.008861   |
|      10      |   0.000000   | 1014.089051  |  161.397285  |  161.397285  |  -0.000000   |   0.006196   |
|      11      |   0.000000   | 1014.089287  |  161.397323  |  161.397323  |  -0.000000   |   0.006196   |
|      12      |   0.000000   | 1048.752990  |  166.914222  |  166.914222  |  -0.000000   |   0.005991   |
|      13      |   0.000000   | 1048.753038  |  166.914230  |  166.914230  |  -0.000000   |   0.005991   |
|      14      |   0.000000   | 1727.155803  |  274.885384  |  274.885384  |  -0.000000   |   0.003638   |
|      15      |   0.000000   | 1727.155841  |  274.885390  |  274.885390  |  -0.000000   |   0.003638   |
|      16      |   0.000000   | 1864.223421  |  296.700372  |  296.700372  |  -0.000000   |   0.003370   |
|      17      |   0.000000   | 1864.223473  |  296.700381  |  296.700381  |  -0.000000   |   0.003370   |
|      18      |   0.000000   | 2556.271101  |  406.843182  |  406.843182  |  -0.000000   |   0.002458   |
|      19      |   0.000000   | 2556.271156  |  406.843190  |  406.843190  |  -0.000000   |   0.002458   |
|==============|==============|==============|==============|==============|==============|==============|
