|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.300775   |   4.504208   |   4.504208   |  -0.000000   |   0.222015   |
|      1       |   0.000000   |  28.300796   |   4.504212   |   4.504212   |  -0.000000   |   0.222014   |
|      2       |   0.000000   |  190.498578  |  30.318790   |  30.318790   |  -0.000000   |   0.032983   |
|      3       |   0.000000   |  190.498601  |  30.318794   |  30.318794   |  -0.000000   |   0.032983   |
|      4       |   0.000000   |  257.726384  |  41.018428   |  41.018428   |  -0.000000   |   0.024379   |
|      5       |   0.000000   |  257.726484  |  41.018444   |  41.018444   |  -0.000000   |   0.024379   |
|      6       |   0.000000   |  553.329614  |  88.065143   |  88.065143   |  -0.000000   |   0.011355   |
|      7       |   0.000000   |  553.329633  |  88.065146   |  88.065146   |  -0.000000   |   0.011355   |
|      8       |   0.000000   |  683.379389  |  108.763208  |  108.763208  |  -0.000000   |   0.009194   |
|      9       |   0.000000   |  683.379459  |  108.763219  |  108.763219  |  -0.000000   |   0.009194   |
|      10      |   0.000000   | 1039.430152  |  165.430447  |  165.430447  |  -0.000000   |   0.006045   |
|      11      |   0.000000   | 1039.430217  |  165.430457  |  165.430457  |  -0.000000   |   0.006045   |
|      12      |   0.000000   | 1099.984072  |  175.067902  |  175.067902  |  -0.000000   |   0.005712   |
|      13      |   0.000000   | 1099.984096  |  175.067906  |  175.067906  |  -0.000000   |   0.005712   |
|      14      |   0.000000   | 1800.495965  |  286.557833  |  286.557833  |  -0.000000   |   0.003490   |
|      15      |   0.000000   | 1800.495978  |  286.557835  |  286.557835  |  -0.000000   |   0.003490   |
|      16      |   0.000000   | 1944.977676  |  309.552811  |  309.552811  |  -0.000000   |   0.003230   |
|      17      |   0.000000   | 1944.977695  |  309.552814  |  309.552814  |  -0.000000   |   0.003230   |
|      18      |   0.000000   | 2666.080166  |  424.319837  |  424.319837  |  -0.000000   |   0.002357   |
|      19      |   0.000000   | 2666.080185  |  424.319840  |  424.319840  |  -0.000000   |   0.002357   |
|==============|==============|==============|==============|==============|==============|==============|
