|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  28.325605   |   4.508160   |   4.508160   |  -0.000000   |   0.221820   |
|      1       |   0.000000   |  28.343743   |   4.511047   |   4.511047   |  -0.000000   |   0.221678   |
|      2       |   0.000000   |  189.529960  |  30.164630   |  30.164630   |  -0.000000   |   0.033151   |
|      3       |   0.000000   |  189.549192  |  30.167691   |  30.167691   |  -0.000000   |   0.033148   |
|      4       |   0.000000   |  228.995167  |  36.445713   |  36.445713   |  -0.000000   |   0.027438   |
|      5       |   0.000000   |  229.081227  |  36.459410   |  36.459410   |  -0.000000   |   0.027428   |
|      6       |   0.000000   |  427.717737  |  68.073392   |  68.073392   |  -0.000000   |   0.014690   |
|      7       |   0.000000   |  427.718355  |  68.073490   |  68.073490   |  -0.000000   |   0.014690   |
|      8       |   0.000000   |  548.609981  |  87.313990   |  87.313990   |  -0.000000   |   0.011453   |
|      9       |   0.000000   |  548.627261  |  87.316740   |  87.316740   |  -0.000000   |   0.011453   |
|      10      |   0.000000   | 1086.641911  |  172.944431  |  172.944431  |  -0.000000   |   0.005782   |
|      11      |   0.000000   | 1086.657784  |  172.946958  |  172.946958  |  -0.000000   |   0.005782   |
|      12      |   0.000000   | 1341.746118  |  213.545527  |  213.545527  |  -0.000000   |   0.004683   |
|      13      |   0.000000   | 1341.748238  |  213.545864  |  213.545864  |  -0.000000   |   0.004683   |
|      14      |   0.000000   | 1796.221122  |  285.877470  |  285.877470  |  -0.000000   |   0.003498   |
|      15      |   0.000000   | 1796.236849  |  285.879973  |  285.879973  |  -0.000000   |   0.003498   |
|      16      |   0.000000   | 2321.933970  |  369.547269  |  369.547269  |  -0.000000   |   0.002706   |
|      17      |   0.000000   | 2321.936254  |  369.547632  |  369.547632  |  -0.000000   |   0.002706   |
|      18      |   0.000000   | 2660.961504  |  423.505177  |  423.505177  |  -0.000000   |   0.002361   |
|      19      |   0.000000   | 2660.977989  |  423.507800  |  423.507800  |  -0.000000   |   0.002361   |
|==============|==============|==============|==============|==============|==============|==============|
