|==============|==============|==============|==============|==============|==============|==============|
|     mode     |  eval_real   |  eval_imag   | freq_n (Hz)  | freq_d (Hz)  |   damping    |  period (s)  |
|==============|==============|==============|==============|==============|==============|==============|
|      0       |   0.000000   |  27.986592   |   4.454204   |   4.454204   |  -0.000000   |   0.224507   |
|      1       |   0.000000   |  28.003571   |   4.456907   |   4.456907   |  -0.000000   |   0.224371   |
|      2       |   0.000000   |  185.097570  |  29.459193   |  29.459193   |  -0.000000   |   0.033945   |
|      3       |   0.000000   |  185.115414  |  29.462033   |  29.462033   |  -0.000000   |   0.033942   |
|      4       |   0.000000   |  247.269842  |  39.354218   |  39.354218   |  -0.000000   |   0.025410   |
|      5       |   0.000000   |  247.333681  |  39.364378   |  39.364378   |  -0.000000   |   0.025404   |
|      6       |   0.000000   |  504.052583  |  80.222460   |  80.222460   |  -0.000000   |   0.012465   |
|      7       |   0.000000   |  504.167244  |  80.240709   |  80.240709   |  -0.000000   |   0.012463   |
|      8       |   0.000000   |  530.308655  |  84.401244   |  84.401244   |  -0.000000   |   0.011848   |
|      9       |   0.000000   |  530.331924  |  84.404947   |  84.404947   |  -0.000000   |   0.011848   |
|      10      |   0.000000   | 1045.608112  |  166.413700  |  166.413700  |  -0.000000   |   0.006009   |
|      11      |   0.000000   | 1045.627864  |  166.416843  |  166.416843  |  -0.000000   |   0.006009   |
|      12      |   0.000000   | 1242.548776  |  197.757780  |  197.757780  |  -0.000000   |   0.005057   |
|      13      |   0.000000   | 1242.686893  |  197.779762  |  197.779762  |  -0.000000   |   0.005056   |
|      14      |   0.000000   | 1724.065104  |  274.393484  |  274.393484  |  -0.000000   |   0.003644   |
|      15      |   0.000000   | 1724.085294  |  274.396697  |  274.396697  |  -0.000000   |   0.003644   |
|      16      |   0.000000   | 2093.302805  |  333.159489  |  333.159489  |  -0.000000   |   0.003002   |
|      17      |   0.000000   | 2093.524644  |  333.194796  |  333.194796  |  -0.000000   |   0.003001   |
|      18      |   0.000000   | 2552.870366  |  406.301938  |  406.301938  |  -0.000000   |   0.002461   |
|      19      |   0.000000   | 2552.891348  |  406.305277  |  406.305277  |  -0.000000   |   0.002461   |
|==============|==============|==============|==============|==============|==============|==============|
